pair_id,cluster,method,TM1_max,TM2_max,TM1_mean,TM2_mean,TMdiff_max,TMdiff_mean,n_models,n_toward_f1,n_toward_f2,vote_frac_f1,pref,t1_recall,t2_recall,metric_used
1jfkA_2nxqB,ShallowMsa_034,MSAT,0.0238,0.0,0.0238,0.0,0.0238,0.0238,1,1,0,1.0,F1,0.011,0.0,uniq_recall
1jfkA_2nxqB,ShallowMsa_035,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,0.0,uniq_recall
1jfkA_2nxqB,ShallowMsa_036,MSAT,0.0238,0.2,0.0238,0.2,-0.1762,-0.1762,1,0,1,0.0,F2,0.022,0.087,uniq_recall
1jfkA_2nxqB,ShallowMsa_037,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,0.0,uniq_recall
1jfkA_2nxqB,ShallowMsa_038,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,0.0,uniq_recall
1jfkA_2nxqB,ShallowMsa_039,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,0.0,uniq_recall
1jfkA_2nxqB,ShallowMsa_040,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,0.0,uniq_recall
1jfkA_2nxqB,ShallowMsa_041,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,0.0,uniq_recall
1jfkA_2nxqB,ShallowMsa_042,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,0.0,uniq_recall
2qqjA_4qdsA,DeepMsa,AF2,0.9858,0.5178,0.7625,0.4875,0.4681,0.275,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_000,AF2,0.9556,0.5159,0.7418,0.4906,0.4397,0.2511,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_001,AF2,0.9489,0.5165,0.7374,0.4964,0.4324,0.241,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_002,AF2,0.6154,0.5046,0.5683,0.4853,0.1108,0.083,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_003,AF2,0.5798,0.4924,0.5451,0.4813,0.0873,0.0638,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_004,AF2,0.5316,0.5342,0.4873,0.4717,-0.0025,0.0156,2,1,1,0.5,F2,,,
2qqjA_4qdsA,ShallowMsa_005,AF2,0.3514,0.2895,0.2917,0.2415,0.0619,0.0502,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_006,AF2,0.6882,0.4281,0.4419,0.3036,0.2601,0.1384,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_007,AF2,0.7317,0.4779,0.6237,0.4625,0.2538,0.1613,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_008,AF2,0.5504,0.475,0.527,0.4693,0.0754,0.0577,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_009,AF2,0.4594,0.3017,0.3327,0.2437,0.1577,0.089,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_010,AF2,0.2234,0.2348,0.2044,0.2157,-0.0114,-0.0113,2,0,2,0.0,F2,,,
2qqjA_4qdsA,ShallowMsa_011,AF2,0.4496,0.3504,0.3336,0.2779,0.0992,0.0556,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_012,AF2,0.5335,0.4701,0.5182,0.4577,0.0634,0.0605,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_013,AF2,0.5315,0.4173,0.4698,0.3831,0.1142,0.0867,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_014,AF2,0.7858,0.4789,0.5909,0.4253,0.3069,0.1656,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_015,AF2,0.6457,0.4596,0.5355,0.4234,0.1862,0.1121,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_016,AF2,0.7661,0.4644,0.5849,0.4204,0.3018,0.1644,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_017,AF2,0.804,0.4635,0.632,0.4424,0.3406,0.1896,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_018,AF2,0.3872,0.3532,0.3784,0.3333,0.034,0.0451,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_019,AF2,0.387,0.3221,0.3689,0.3213,0.0649,0.0476,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_020,AF2,0.5191,0.4086,0.4343,0.3641,0.1105,0.0702,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_021,AF2,0.4401,0.3931,0.4297,0.3849,0.047,0.0448,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_022,AF2,0.5342,0.3954,0.4649,0.3822,0.1388,0.0827,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_023,AF2,0.3239,0.22,0.2638,0.2064,0.1039,0.0573,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_024,AF2,0.2399,0.2507,0.2269,0.2074,-0.0108,0.0196,2,1,1,0.5,F2,,,
2qqjA_4qdsA,ShallowMsa_025,AF2,0.2543,0.2452,0.2481,0.2362,0.0091,0.0119,2,2,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_000,ESM,0.966,0.5927,0.6315,0.5275,0.3733,0.104,20,20,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_001,ESM,0.966,0.5996,0.5971,0.5009,0.3664,0.0962,20,14,6,0.7,F1,,,
2qqjA_4qdsA,ShallowMsa_002,ESM,0.966,0.544,0.619,0.5001,0.422,0.1189,20,20,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_003,ESM,0.966,0.6588,0.6122,0.5318,0.3072,0.0804,20,14,6,0.7,F1,,,
2qqjA_4qdsA,ShallowMsa_004,ESM,0.966,0.6247,0.571,0.4888,0.3414,0.0822,20,16,4,0.8,F1,,,
2qqjA_4qdsA,ShallowMsa_005,ESM,0.966,0.5689,0.9544,0.5172,0.3971,0.4372,20,20,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_006,ESM,0.9726,0.5799,0.9584,0.5197,0.3927,0.4387,20,20,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_007,ESM,0.966,0.5189,0.5613,0.4697,0.4471,0.0916,20,20,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_008,ESM,0.966,0.5563,0.5481,0.4882,0.4097,0.0599,20,14,6,0.7,F1,,,
2qqjA_4qdsA,ShallowMsa_009,ESM,0.9705,0.5582,0.965,0.5258,0.4122,0.4392,20,20,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_010,ESM,0.966,0.5194,0.9577,0.5183,0.4466,0.4394,20,20,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_011,ESM,0.966,0.5283,0.9605,0.5207,0.4377,0.4398,20,20,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_012,ESM,0.966,0.5189,0.5581,0.4654,0.4471,0.0928,20,18,2,0.9,F1,,,
2qqjA_4qdsA,ShallowMsa_013,ESM,0.966,0.5189,0.5771,0.4699,0.4471,0.1073,20,20,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_014,ESM,0.966,0.5189,0.4894,0.373,0.4471,0.1164,20,20,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_015,ESM,0.966,0.5219,0.5254,0.4243,0.4441,0.1011,20,18,2,0.9,F1,,,
2qqjA_4qdsA,ShallowMsa_016,ESM,0.966,0.5189,0.5142,0.3849,0.4471,0.1293,20,20,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_017,ESM,0.966,0.5189,0.5087,0.3604,0.4471,0.1483,20,18,2,0.9,F1,,,
2qqjA_4qdsA,ShallowMsa_018,ESM,0.966,0.5189,0.5383,0.373,0.4471,0.1653,20,20,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_019,ESM,0.966,0.5189,0.5298,0.4113,0.4471,0.1184,20,20,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_020,ESM,0.966,0.5189,0.5297,0.3995,0.4471,0.1302,20,20,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_021,ESM,0.966,0.5189,0.5113,0.4028,0.4471,0.1085,20,20,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_022,ESM,0.966,0.5189,0.5322,0.3846,0.4471,0.1475,20,20,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_023,ESM,0.966,0.5197,0.9564,0.5191,0.4463,0.4373,20,20,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_024,ESM,0.966,0.5568,0.9546,0.5252,0.4092,0.4294,20,20,0,1.0,F1,,,
2qqjA_4qdsA,ShallowMsa_025,ESM,0.966,0.5197,0.9559,0.5185,0.4463,0.4373,20,20,0,1.0,F1,,,
2qqjA_4qdsA,DeepMsa,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_000,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_001,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_002,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_003,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_004,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_005,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_006,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_007,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_008,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_009,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_010,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_011,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_012,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_013,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_014,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_015,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_016,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_017,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_018,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_019,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_020,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_021,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_022,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_023,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_024,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
2qqjA_4qdsA,ShallowMsa_025,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,,,uniq_recall
