pair_id,method,n_clusters,n_f1,n_f2,n_amb,has_both_folds,n_f1_centered,n_f2_centered,n_amb_centered,has_both_folds_centered,pair_median_used,TMdiff_spread,TMdiff_range,TMdiff_mean,best_score_f1,best_score_f2
2lv1A_6lniA,AF3,26,23,1,2,True,11,8,7,True,0.2315,0.1187,0.411,0.2051,0.5995,0.328
2lv1A_6lniA,ESM,26,26,0,0,False,8,7,11,True,0.2833,0.1177,0.493,0.2993,0.7861,0.3448
2lv1A_6lniA,MSAT,3,0,1,2,False,0,1,2,False,0.0,0.0964,0.2088,-0.0637,0.05,0.25
2lv1A_6lniA,CCMpred,3,0,0,3,False,0,0,3,False,0.0,0.0,0.0,0.0,0.0,0.0
2lv1A_6lniA,DDG,26,0,26,0,False,11,10,5,True,-7.9569,4.3548,16.3681,-7.7834,-1.8619,-0.6215
2lv1A_6lniA,Boltz2,26,26,0,0,False,11,8,7,True,0.2534,0.1272,0.4326,0.2874,0.7565,0.279
2mwfA_2nntA,AF2,100,100,0,0,False,23,7,70,True,0.2576,0.0523,0.3064,0.2646,0.572,0.2805
2mwfA_2nntA,AF3,100,100,0,0,False,21,8,71,True,0.2505,0.0576,0.3111,0.2565,0.5719,0.2489
2mwfA_2nntA,ESM,100,100,0,0,False,19,5,76,True,0.2576,0.0434,0.2063,0.2652,0.5927,0.2447
2mwfA_2nntA,MSAT,21,0,7,14,False,0,7,14,False,0.0,0.0335,0.0937,-0.0209,0.0455,0.0667
2mwfA_2nntA,CCMpred,21,14,0,7,False,5,0,16,False,0.0526,0.0456,0.2105,0.0663,0.2807,0.0667
2mwfA_2nntA,DDG,100,0,10,90,False,1,3,96,True,-0.1447,0.5561,3.0117,-0.2038,-3.2032,-3.0151
2mwfA_2nntA,Boltz2,100,99,0,1,False,20,20,60,True,0.2231,0.0647,0.3227,0.2221,0.5656,0.2482
2n54B_2hdmA,AF2,100,2,90,8,True,31,30,39,True,-0.2641,0.1205,0.5288,-0.2331,0.5058,0.6982
2n54B_2hdmA,AF3,100,6,89,5,True,31,14,55,True,-0.3093,0.1459,0.6192,-0.2507,0.5264,0.7116
2n54B_2hdmA,ESM,100,0,100,0,False,10,6,84,True,-0.4457,0.0373,0.1925,-0.4399,0.4067,0.874
2n54B_2hdmA,MSAT,21,0,6,15,False,0,6,15,False,0.0,0.094,0.3009,-0.0397,0.2128,0.4545
2n54B_2hdmA,CCMpred,21,0,0,21,False,0,0,21,False,0.0,0.0037,0.0127,-0.0012,0.0,0.0127
2n54B_2hdmA,DDG,100,69,1,30,True,31,16,53,True,1.6206,1.5305,7.0576,1.9028,-4.2687,-4.3703
2n54B_2hdmA,Boltz2,100,5,83,12,True,40,43,17,True,-0.2202,0.1494,0.5953,-0.2193,0.493,0.8353
2namA_1uxmK,AF2,100,0,100,0,False,39,34,27,True,-0.4187,0.1235,0.6528,-0.4153,0.2225,0.9307
2namA_1uxmK,AF3,100,0,100,0,False,37,32,31,True,-0.5605,0.1495,0.7578,-0.5277,0.2169,0.9884
2namA_1uxmK,ESM,100,0,100,0,False,30,14,56,True,-0.7404,0.102,0.64,-0.7114,0.2578,0.9889
2namA_1uxmK,MSAT,21,2,9,10,True,4,9,8,True,-0.0146,0.1423,0.4722,-0.0815,0.1277,0.3817
2namA_1uxmK,CCMpred,21,0,1,20,False,0,1,20,False,-0.0006,0.026,0.1312,-0.0081,0.0172,0.1356
2namA_1uxmK,DDG,100,100,0,0,False,46,47,7,True,43.79,7.0853,31.056,44.1685,-6.3099,-33.475
2namA_1uxmK,Boltz2,100,0,100,0,False,39,33,28,True,-0.418,0.1327,0.67,-0.4077,0.2772,0.9632
2p3vD_2p3vA,AF2,100,0,0,100,False,0,0,100,False,-0.0014,0.0167,0.0622,-0.0038,0.9485,0.9699
2p3vD_2p3vA,AF3,100,0,0,100,False,0,0,100,False,-0.0204,0.0199,0.0633,-0.0115,0.9371,0.9726
2p3vD_2p3vA,ESM,100,0,3,97,False,3,0,97,False,-0.0249,0.0199,0.099,-0.0163,0.9505,0.9645
2p3vD_2p3vA,MSAT,19,0,0,19,False,0,0,19,False,-0.0027,0.0076,0.0269,-0.0031,0.434,0.4338
2p3vD_2p3vA,CCMpred,19,0,0,19,False,0,0,19,False,0.0,0.0001,0.0005,0.0,0.0281,0.0276
2p3vD_2p3vA,DDG,100,12,39,49,True,20,31,49,True,-0.3921,1.5435,7.3107,-0.5808,-44.7311,-45.1963
2p3vD_2p3vA,Boltz2,100,0,0,100,False,0,0,100,False,0.0,0.0,0.0,0.0,0.6741,0.6741
2pbkB_3njqA,AF2,16,0,3,13,False,1,0,15,False,-0.0339,0.0253,0.1026,-0.0313,0.4957,0.5531
2pbkB_3njqA,AF3,16,0,8,8,False,2,2,12,True,-0.0518,0.0414,0.1555,-0.047,0.7335,0.7689
2pbkB_3njqA,ESM,16,14,0,2,False,0,1,15,False,0.0744,0.0239,0.1083,0.0688,0.9281,0.8721
2pbkB_3njqA,MSAT,1,0,0,1,False,0,0,1,False,0.0,0.0,0.0,0.0171,0.0334,0.0163
2pbkB_3njqA,CCMpred,1,0,0,1,False,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0
2pbkB_3njqA,DDG,16,8,7,1,True,7,7,2,True,0.7065,7.3501,25.6839,-1.3036,-34.181,-35.3707
2pbkB_3njqA,Boltz2,16,3,0,13,False,3,0,13,False,0.0005,0.0349,0.1282,0.0103,0.4718,0.484
2qqjA_4qdsA,AF2,99,1,75,23,True,34,36,29,True,-0.1223,0.0958,0.3569,-0.1275,0.9359,0.9031
2qqjA_4qdsA,AF3,99,30,64,5,True,40,44,15,True,-0.1504,0.1695,0.4569,-0.134,0.9801,0.9069
2qqjA_4qdsA,ESM,99,4,10,85,True,2,10,87,True,0.004,0.0769,0.4306,-0.0141,0.9744,0.9682
2qqjA_4qdsA,MSAT,18,0,1,17,False,0,1,17,False,-0.0008,0.0276,0.1179,-0.0106,0.1328,0.2429
2qqjA_4qdsA,CCMpred,18,0,0,18,False,0,0,18,False,0.0,0.0026,0.0095,-0.0013,0.0093,0.0188
2qqjA_4qdsA,DDG,99,0,99,0,False,46,47,6,True,-48.8321,17.5346,68.999,-44.5155,-63.9263,-34.8686
2qqjA_4qdsA,Boltz2,99,8,0,91,False,7,0,92,False,0.0016,0.0538,0.4341,0.0146,0.9299,0.8423
2uy7D_5fluE,AF2,100,2,5,93,True,2,5,93,True,0.0013,0.0288,0.1649,-0.0002,0.7452,0.8201
2uy7D_5fluE,AF3,100,0,23,77,False,7,15,78,True,-0.0192,0.0444,0.2002,-0.0251,0.786,0.8957
2uy7D_5fluE,ESM,100,0,90,10,False,24,2,74,True,-0.1386,0.0525,0.2456,-0.1218,0.7713,0.9409
2uy7D_5fluE,MSAT,21,0,0,21,False,0,0,21,False,0.0,0.0023,0.0085,-0.0007,0.0867,0.0865
2uy7D_5fluE,CCMpred,21,0,0,21,False,0,0,21,False,0.0,0.0,0.0,0.0,0.0,0.0
2uy7D_5fluE,DDG,100,90,0,10,False,35,30,35,True,3.2387,1.8557,8.2472,3.3809,-5.3234,-5.1712
2uy7D_5fluE,Boltz2,100,9,57,34,True,25,23,52,True,-0.0658,0.0805,0.4326,-0.0584,0.5423,0.6805
2vfxL_3gmhL,AF2,100,0,29,71,False,3,11,86,True,-0.0361,0.0318,0.1507,-0.041,0.6884,0.7868
2vfxL_3gmhL,AF3,100,0,57,43,False,7,18,75,True,-0.0582,0.0456,0.1952,-0.0631,0.7329,0.8262
2vfxL_3gmhL,ESM,100,83,1,16,True,0,27,73,False,0.2338,0.0951,0.3368,0.1813,0.9652,0.9113
2vfxL_3gmhL,MSAT,20,0,0,20,False,0,0,20,False,0.0,0.0115,0.0452,0.0069,0.3284,0.2844
2vfxL_3gmhL,CCMpred,20,0,0,20,False,0,0,20,False,0.0,0.0,0.0,0.0,0.0,0.0
2vfxL_3gmhL,DDG,100,0,100,0,False,38,40,22,True,-11.9916,3.3048,17.3916,-11.9428,-8.2693,-4.263
2vfxL_3gmhL,Boltz2,100,0,1,99,False,0,1,99,False,0.003,0.0131,0.1005,0.0017,0.7748,0.7829
2wcdX_4phqA,AF2,10,2,5,3,True,2,3,5,True,-0.0475,0.1651,0.5642,-0.0325,0.8637,0.8097
2wcdX_4phqA,AF3,10,2,7,1,True,4,2,4,True,-0.1711,0.1847,0.6279,-0.088,0.8609,0.8055
2wcdX_4phqA,ESM,10,2,6,2,True,4,3,3,True,-0.1068,0.1464,0.4912,-0.1112,0.6347,0.9198
2wcdX_4phqA,MSAT,1,1,0,0,False,1,0,0,False,0.0,0.0,0.0,0.0733,0.1919,0.1186
2wcdX_4phqA,CCMpred,1,0,0,1,False,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0
2wcdX_4phqA,DDG,10,10,0,0,False,5,5,0,True,10.8316,5.9008,17.1281,11.2479,-6.0242,-8.9594
2wcdX_4phqA,Boltz2,10,3,3,4,True,4,3,3,True,-0.018,0.1293,0.3491,-0.0144,0.715,0.8491
2z9oB_1repC,AF2,100,6,16,78,True,8,11,81,True,-0.0115,0.0468,0.3491,-0.0155,0.7157,0.7391
2z9oB_1repC,AF3,100,7,24,69,True,10,17,73,True,-0.0154,0.0611,0.3734,-0.0239,0.77,0.9783
2z9oB_1repC,ESM,100,0,80,20,False,36,0,64,False,-0.3186,0.1308,0.3915,-0.2415,0.8851,0.9284
2z9oB_1repC,MSAT,16,0,0,16,False,0,0,16,False,0.0075,0.0069,0.0231,0.0074,0.0444,0.0357
2z9oB_1repC,CCMpred,16,0,0,16,False,0,0,16,False,0.0,0.0,0.0,0.0,0.0,0.0
2z9oB_1repC,DDG,100,100,0,0,False,39,41,20,True,15.0441,3.4614,22.3145,14.8284,-4.1268,-6.8151
3g0hA_3ewsB,AF2,100,22,2,76,True,21,3,76,True,0.0069,0.0454,0.2088,0.0197,0.8144,0.7394
3g0hA_3ewsB,AF3,100,75,3,22,True,15,31,54,True,0.126,0.073,0.266,0.1033,0.8822,0.7087
3g0hA_3ewsB,ESM,100,100,0,0,False,4,9,87,True,0.2516,0.039,0.2626,0.2461,0.9664,0.7985
3g0hA_3ewsB,MSAT,18,0,0,18,False,0,0,18,False,0.0029,0.003,0.0122,0.0026,0.0327,0.0312
3g0hA_3ewsB,CCMpred,18,0,0,18,False,0,0,18,False,0.0,0.0007,0.0035,-0.0001,0.0133,0.0157
3g0hA_3ewsB,DDG,100,0,100,0,False,34,38,28,True,-18.7784,4.8481,26.608,-17.9622,-13.3855,-11.7761
3g0hA_3ewsB,Boltz2,100,25,1,74,True,15,1,84,True,0.0158,0.0419,0.2345,0.0277,0.8578,0.7072
3hdfA_3hdeA,AF2,100,48,0,52,False,9,13,78,True,0.0466,0.0467,0.2595,0.0484,0.8325,0.6874
3hdfA_3hdeA,AF3,100,26,0,74,False,17,6,77,True,0.0171,0.0481,0.241,0.0227,0.8901,0.7814
3hdfA_3hdeA,ESM,100,0,99,1,False,7,2,91,True,-0.1706,0.0315,0.2488,-0.1665,0.7819,0.9408
3hdfA_3hdeA,MSAT,21,1,0,20,False,1,0,20,False,0.0089,0.018,0.079,0.0079,0.4264,0.3674
3hdfA_3hdeA,CCMpred,21,0,0,21,False,0,0,21,False,0.0031,0.0091,0.045,0.0044,0.2868,0.2465
3hdfA_3hdeA,DDG,100,86,4,10,True,43,40,17,True,5.1959,3.9489,16.5752,5.3469,-6.1242,-7.6644
3hdfA_3hdeA,Boltz2,100,4,25,71,True,11,14,75,True,-0.0216,0.0399,0.1944,-0.0211,0.71,0.7413
3j7vG_3j7wB,AF2,63,1,0,62,False,0,0,63,False,0.0096,0.0157,0.0719,0.0106,0.4968,0.481
3j7vG_3j7wB,AF3,63,11,0,52,False,8,1,54,True,0.0161,0.0338,0.1569,0.0225,0.7946,0.7169
3j7vG_3j7wB,ESM,63,3,31,29,True,7,4,52,True,-0.0494,0.051,0.3885,-0.0432,0.7864,0.8324
3j7vG_3j7wB,MSAT,5,0,0,5,False,0,0,5,False,0.0,0.0066,0.0177,0.0041,0.0385,0.0241
3j7vG_3j7wB,CCMpred,5,0,0,5,False,0,0,5,False,0.0,0.0,0.0,0.0,0.0,0.0
3j7vG_3j7wB,DDG,63,63,0,0,False,22,22,19,True,7.7253,2.8315,14.0821,7.8277,-10.4932,-13.574
3j7vG_3j7wB,Boltz2,63,1,1,61,True,1,1,61,True,-0.007,0.0195,0.1255,-0.0064,0.3936,0.3878
3kdsG_2ce7C,AF2,100,7,15,78,True,7,12,81,True,-0.0032,0.0514,0.4092,-0.0073,0.7165,0.7499
3kdsG_2ce7C,AF3,100,17,23,60,True,19,21,60,True,-0.0092,0.0941,0.5978,-0.007,0.8694,0.8311
3kdsG_2ce7C,ESM,100,21,20,59,True,23,16,61,True,-0.0163,0.0892,0.4392,-0.0164,0.9638,0.9752
3kdsG_2ce7C,MSAT,19,8,0,11,False,4,2,13,True,0.0488,0.0966,0.3775,0.0748,0.3959,0.0657
3kdsG_2ce7C,CCMpred,19,0,2,17,False,0,2,17,False,0.0,0.0271,0.1056,-0.0101,0.0015,0.1071
3kdsG_2ce7C,DDG,100,100,0,0,False,38,43,19,True,12.0367,2.9571,14.1141,11.9224,-43.9524,-48.2801
3kdsG_2ce7C,Boltz2,100,3,0,97,False,3,0,97,False,-0.0059,0.017,0.0912,-0.0027,0.9433,0.9522
3l5nB_2a73B,AF2,100,0,41,59,False,2,12,86,True,-0.0421,0.0435,0.3255,-0.0509,0.4292,0.6339
3l5nB_2a73B,AF3,100,5,36,59,True,12,16,72,True,-0.0311,0.0748,0.5142,-0.0429,0.4641,0.7957
3l5nB_2a73B,ESM,100,0,99,1,False,38,26,36,True,-0.2967,0.0968,0.4317,-0.2811,0.525,0.8032
3l5nB_2a73B,MSAT,14,0,0,14,False,0,0,14,False,0.0002,0.0014,0.0053,0.0,0.0171,0.0193
3l5nB_2a73B,CCMpred,14,0,0,14,False,0,0,14,False,0.0,0.0,0.0,0.0,0.0,0.0
3l5nB_2a73B,DDG,100,100,0,0,False,48,44,8,True,66.038,18.1593,90.6967,65.967,-25.875,-39.2709
3l5nB_2a73B,Boltz2,100,0,1,99,False,0,1,99,False,-0.0008,0.0149,0.1288,-0.0004,0.324,0.3434
3l9qB_4rr2D,AF2,99,63,10,26,True,33,30,36,True,0.0775,0.1214,0.516,0.0916,0.8666,0.6006
3l9qB_4rr2D,AF3,99,71,9,19,True,28,42,29,True,0.2473,0.1512,0.5894,0.1832,0.8709,0.6214
3l9qB_4rr2D,ESM,99,22,69,8,True,27,4,68,True,-0.0848,0.1552,0.7013,-0.0124,0.875,0.9676
3l9qB_4rr2D,MSAT,2,0,0,2,False,0,0,2,False,-0.023,0.0262,0.0524,-0.023,0.0349,0.082
3l9qB_4rr2D,CCMpred,14,0,0,14,False,0,0,14,False,0.0,0.0,0.0,0.0,0.0,0.0
3l9qB_4rr2D,DDG,99,99,0,0,False,40,48,11,True,39.2527,13.1475,58.1406,37.5883,-0.9041,-14.5042
3l9qB_4rr2D,Boltz2,99,24,21,54,True,31,14,54,True,-0.0105,0.0636,0.318,0.0016,0.5506,0.4329
3lowA_3m1bF,AF2,100,0,99,1,False,30,13,57,True,-0.2868,0.0725,0.3307,-0.2664,0.5018,0.865
3lowA_3m1bF,AF3,100,0,100,0,False,25,13,62,True,-0.3125,0.0591,0.2995,-0.2993,0.5211,0.8861
3lowA_3m1bF,ESM,100,0,100,0,False,17,7,76,True,-0.3459,0.0423,0.2057,-0.3414,0.5768,0.9576
3lowA_3m1bF,MSAT,20,0,4,16,False,0,3,17,False,-0.0164,0.0268,0.0861,-0.0201,0.2125,0.2857
3lowA_3m1bF,CCMpred,20,0,0,20,False,0,0,20,False,0.0,0.0017,0.0079,0.0004,0.0125,0.0046
3lowA_3m1bF,DDG,100,100,0,0,False,24,34,42,True,8.4505,1.9043,8.8606,8.0859,-6.954,-9.8928
3lowA_3m1bF,Boltz2,100,0,100,0,False,14,21,65,True,-0.298,0.052,0.3001,-0.3021,0.5805,0.8699
3lqcA_1xntA,AF2,87,3,25,59,True,8,17,62,True,-0.0191,0.0478,0.2255,-0.0264,0.7674,0.8754
3lqcA_1xntA,AF3,87,1,30,56,True,8,25,54,True,-0.0319,0.0504,0.2064,-0.0417,0.7843,0.8838
3lqcA_1xntA,ESM,87,5,70,12,True,18,8,61,True,-0.1154,0.0758,0.3835,-0.0978,0.935,0.891
3lqcA_1xntA,MSAT,11,0,0,11,False,0,0,11,False,0.0,0.0073,0.0328,0.0004,0.1003,0.0806
3lqcA_1xntA,CCMpred,11,0,0,11,False,0,0,11,False,0.0,0.0,0.0,0.0,0.0,0.0
3lqcA_1xntA,DDG,87,0,87,0,False,34,38,15,True,-13.2561,4.9768,22.7044,-13.8124,-11.196,-6.7897
3lqcA_1xntA,Boltz2,87,2,27,58,True,5,19,63,True,-0.0194,0.0438,0.2238,-0.0273,0.6831,0.7827
3m7pA_3ejhA,AF2,100,0,99,1,False,19,22,59,True,-0.2338,0.0845,0.4966,-0.2404,0.3949,0.7762
3m7pA_3ejhA,AF3,100,0,100,0,False,38,32,30,True,-0.3297,0.1099,0.4709,-0.3105,0.3929,0.8234
3m7pA_3ejhA,ESM,100,89,9,2,True,22,34,44,True,0.2087,0.1236,0.5884,0.1739,0.6566,0.6135
3m7pA_3ejhA,MSAT,3,2,0,1,False,0,1,2,False,0.0631,0.0326,0.0785,0.0547,0.096,0.0062
3m7pA_3ejhA,CCMpred,7,0,0,7,False,0,0,7,False,0.0,0.0,0.0,0.0,0.0,0.0
3m7pA_3ejhA,DDG,100,0,100,0,False,49,46,5,True,-75.7869,15.3243,83.4211,-71.7375,-24.5591,-0.0
3m7pA_3ejhA,Boltz2,100,86,1,13,True,20,15,65,True,0.1037,0.0642,0.3641,0.1087,0.5718,0.4034
3meeA_4b3oB,AF2,100,5,15,80,True,6,9,85,True,-0.008,0.034,0.16,-0.0098,0.4475,0.4715
3meeA_4b3oB,AF3,100,15,14,71,True,17,9,74,True,-0.0155,0.0652,0.44,-0.0031,0.6196,0.4943
3meeA_4b3oB,ESM,100,72,23,5,True,24,31,45,True,0.1167,0.1627,0.5972,0.0643,0.9188,0.9233
3meeA_4b3oB,MSAT,10,0,0,10,False,0,0,10,False,-0.0012,0.0111,0.0293,-0.0075,0.0813,0.1077
3meeA_4b3oB,CCMpred,10,0,0,10,False,0,0,10,False,0.0,0.0,0.0,0.0,0.0,0.0
3meeA_4b3oB,DDG,100,0,96,4,False,48,46,6,True,-20.6893,15.1499,59.3047,-20.3889,-5.5296,-3.6726
3meeA_4b3oB,Boltz2,100,5,0,95,False,4,1,95,True,0.0057,0.02,0.1212,0.01,0.8909,0.8572
3mkoA_5ineA,AF2,14,13,0,1,False,4,5,5,True,0.1543,0.0835,0.2821,0.155,0.5167,0.3482
3mkoA_5ineA,AF3,14,13,0,1,False,5,2,7,True,0.1182,0.0871,0.2648,0.1478,0.53,0.3932
3mkoA_5ineA,ESM,14,9,1,4,True,3,6,5,True,0.1766,0.1296,0.3813,0.1298,0.5595,0.329
3mkoA_5ineA,MSAT,1,0,0,1,False,0,0,1,False,0.0,0.0,0.0,-0.0201,0.0,0.0201
3mkoA_5ineA,CCMpred,1,0,0,1,False,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0
3mkoA_5ineA,DDG,14,14,0,0,False,5,6,3,True,55.6565,31.1677,100.1424,62.5753,0.0025,-5.3351
3mkoA_5ineA,Boltz2,14,0,14,0,False,4,5,5,True,-0.1925,0.1836,0.6281,-0.2582,0.2109,0.8722
3r9jC_2kxoA,AF2,100,12,29,59,True,18,29,53,True,-0.0067,0.0748,0.326,-0.021,0.5179,0.6392
3r9jC_2kxoA,AF3,100,18,25,57,True,19,24,57,True,-0.0084,0.0662,0.3338,-0.0132,0.5079,0.6143
3r9jC_2kxoA,ESM,100,0,91,9,False,24,18,58,True,-0.1361,0.0771,0.3535,-0.1444,0.5476,0.792
3r9jC_2kxoA,MSAT,20,1,6,13,True,1,6,13,True,0.0,0.1575,0.7242,-0.0763,0.3462,0.5
3r9jC_2kxoA,CCMpred,20,0,0,20,False,0,0,20,False,0.0,0.0027,0.0122,-0.0006,0.0,0.0122
3r9jC_2kxoA,DDG,100,46,11,43,True,27,31,42,True,0.8639,1.4567,5.9459,0.7144,-2.5551,-1.5857
3r9jC_2kxoA,Boltz2,100,6,64,30,True,31,35,34,True,-0.0856,0.0966,0.4564,-0.0914,0.557,0.7504
3t5oA_4a5wB,AF2,50,0,0,50,False,0,0,50,False,0.0026,0.0139,0.0655,-0.0012,0.2063,0.2408
3t5oA_4a5wB,AF3,50,1,0,49,False,1,0,49,False,-0.0003,0.0183,0.0975,-0.0003,0.4375,0.4644
3t5oA_4a5wB,ESM,50,2,0,48,False,0,0,50,False,0.0069,0.0191,0.081,0.0081,0.8275,0.7866
3t5oA_4a5wB,MSAT,2,0,0,2,False,0,0,2,False,-0.0027,0.0023,0.0046,-0.0027,0.0323,0.0373
3t5oA_4a5wB,CCMpred,2,0,0,2,False,0,0,2,False,0.0,0.0,0.0,0.0,0.0,0.0
3t5oA_4a5wB,DDG,50,0,50,0,False,20,22,8,True,-73.6247,15.8575,83.1447,-70.7824,-46.4266,-26.2558
3t5oA_4a5wB,Boltz2,50,0,7,43,False,1,3,46,True,-0.0139,0.0301,0.1191,-0.0151,0.3127,0.3092
3v0tA_3uyiA,AF2,100,76,0,24,False,0,1,99,False,0.0636,0.0162,0.07,0.0599,0.9232,0.8677
3v0tA_3uyiA,AF3,100,96,0,4,False,0,1,99,False,0.0777,0.0111,0.0662,0.0754,0.9464,0.8903
3v0tA_3uyiA,ESM,100,0,0,100,False,0,0,100,False,0.0176,0.0066,0.0322,0.016,0.9738,0.9536
3v0tA_3uyiA,MSAT,20,1,0,19,False,1,0,19,False,-0.005,0.0268,0.132,0.0012,0.3768,0.2632
3v0tA_3uyiA,CCMpred,20,1,0,19,False,1,0,19,False,0.0016,0.0136,0.055,0.0075,0.1283,0.0733
3v0tA_3uyiA,DDG,100,0,82,18,False,20,27,53,True,-2.0562,1.321,6.5347,-2.2052,-38.9813,-39.1648
3v0tA_3uyiA,Boltz2,100,0,0,100,False,0,0,100,False,0.0026,0.0088,0.039,0.0022,0.9048,0.8896
3ztjE_5hmgA,AF2,47,0,1,46,False,0,1,46,False,0.0054,0.0147,0.0935,0.0045,0.4961,0.4843
3ztjE_5hmgA,AF3,47,0,0,47,False,0,0,47,False,0.0071,0.0068,0.0463,0.0079,0.5662,0.5517
3ztjE_5hmgA,ESM,47,0,0,47,False,0,0,47,False,-0.0015,0.0069,0.041,-0.0023,0.5771,0.5751
3ztjE_5hmgA,MSAT,5,0,0,5,False,0,0,5,False,0.0,0.0,0.0,0.0,0.0067,0.0067
3ztjE_5hmgA,CCMpred,5,0,0,5,False,0,0,5,False,0.0,0.0,0.0,0.0,0.0,0.0
3ztjE_5hmgA,DDG,47,46,0,1,False,14,18,15,True,15.9737,6.7762,24.6659,14.1344,-8.445,-9.7444
3ztjE_5hmgA,Boltz2,47,0,0,47,False,0,0,47,False,-0.0017,0.0037,0.0237,-0.002,0.9805,0.983
3zxgB_5ec5P,AF2,5,2,0,3,False,2,0,3,False,0.0112,0.0324,0.0765,0.0292,0.5835,0.5095
3zxgB_5ec5P,AF3,5,3,0,2,False,1,1,3,True,0.0604,0.1266,0.3575,0.1099,0.9049,0.6146
3zxgB_5ec5P,ESM,5,1,0,4,False,1,0,4,False,0.003,0.0418,0.1067,0.0236,0.9066,0.9044
3zxgB_5ec5P,MSAT,1,0,0,1,False,0,0,1,False,0.0,0.0,0.0,-0.0143,0.1359,0.1502
3zxgB_5ec5P,CCMpred,1,0,0,1,False,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0
3zxgB_5ec5P,DDG,5,3,1,1,True,1,2,2,True,2.9938,2.7701,7.6758,1.642,-19.3543,-18.951
3zxgB_5ec5P,Boltz2,5,0,0,5,False,0,0,5,False,0.0009,0.0031,0.0086,0.0025,0.5337,0.5347
4aalA_4aanA,AF2,100,1,0,99,False,1,0,99,False,0.0027,0.0161,0.1223,0.0024,0.5835,0.5851
4aalA_4aanA,AF3,100,0,27,73,False,0,20,80,False,-0.0149,0.0341,0.1299,-0.0281,0.8665,0.955
4aalA_4aanA,ESM,100,0,99,1,False,2,0,98,False,-0.1163,0.0171,0.126,-0.1171,0.8726,0.9891
4aalA_4aanA,MSAT,19,0,0,19,False,0,0,19,False,-0.0068,0.0107,0.0364,-0.009,0.1262,0.1543
4aalA_4aanA,CCMpred,19,0,0,19,False,0,0,19,False,0.0,0.001,0.0044,-0.0003,0.0211,0.0232
4aalA_4aanA,DDG,100,32,43,25,True,37,34,29,True,-0.4599,2.495,15.4238,-0.2804,-35.7233,-38.3279
4aalA_4aanA,Boltz2,100,0,0,100,False,0,0,100,False,-0.0005,0.0143,0.0748,-0.001,0.4719,0.4732
4dxrA_4dxtA,AF2,100,0,0,100,False,0,0,100,False,0.0039,0.0069,0.0456,0.0034,0.7507,0.7431
4dxrA_4dxtA,AF3,100,0,0,100,False,0,0,100,False,0.0036,0.0075,0.0415,0.0033,0.8128,0.8247
4dxrA_4dxtA,ESM,100,0,0,100,False,0,0,100,False,-0.0032,0.0182,0.0759,0.0001,0.9529,0.9322
4dxrA_4dxtA,MSAT,20,0,0,20,False,0,0,20,False,-0.0001,0.0033,0.0133,0.0013,0.1922,0.1818
4dxrA_4dxtA,CCMpred,20,0,0,20,False,0,0,20,False,0.0,0.0,0.0,0.0,0.0,0.0
4dxrA_4dxtA,DDG,100,4,80,16,True,35,34,31,True,-3.5489,2.566,11.4522,-3.4419,-21.8173,-21.58
4dxrA_4dxtA,Boltz2,100,0,1,99,False,0,1,99,False,-0.0002,0.0112,0.1078,-0.0004,0.8026,0.8003
4g0dZ_4fu4C,AF2,1,1,0,0,False,1,0,0,False,0.0,0.0,0.0,0.2738,0.4686,0.1948
4g0dZ_4fu4C,AF3,1,1,0,0,False,1,0,0,False,0.0,0.0,0.0,0.1541,0.3193,0.1652
4g0dZ_4fu4C,ESM,1,1,0,0,False,1,0,0,False,0.0,0.0,0.0,0.2199,0.3982,0.1783
4g0dZ_4fu4C,MSAT,1,0,0,1,False,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0
4g0dZ_4fu4C,CCMpred,1,0,0,1,False,0,0,1,False,0.0,0.0,0.0,0.0,0.0,0.0
4g0dZ_4fu4C,DDG,1,0,0,1,False,0,0,1,False,0.0,0.0,0.0,-0.8852,-1.3524,-0.4671
4g0dZ_4fu4C,Boltz2,1,0,0,1,False,0,0,1,False,0.0,0.0,0.0,0.046,0.6003,0.5544
4gqcB_4gqcC,AF2,100,0,28,72,False,0,0,100,False,-0.0387,0.0183,0.081,-0.0352,0.8956,0.9672
4gqcB_4gqcC,AF3,100,0,53,47,False,2,0,98,False,-0.0509,0.0166,0.0775,-0.0461,0.898,0.9722
4gqcB_4gqcC,ESM,100,0,100,0,False,0,2,98,False,-0.0784,0.0189,0.0853,-0.0811,0.8994,0.9742
4gqcB_4gqcC,MSAT,21,0,3,18,False,0,1,20,False,-0.0092,0.0208,0.0691,-0.0188,0.4072,0.4708
4gqcB_4gqcC,CCMpred,21,0,0,21,False,0,0,21,False,-0.0004,0.0068,0.0249,-0.0033,0.128,0.1529
4gqcB_4gqcC,DDG,100,0,100,0,False,18,12,70,True,-4.8319,1.0444,5.2013,-4.7051,-39.3507,-35.6322
4gqcB_4gqcC,Boltz2,100,0,0,100,False,0,0,100,False,0.0,0.0,0.0,0.0,0.8414,0.8414
4h2aA_3j9cA,AF2,60,2,33,25,True,12,6,42,True,-0.0603,0.047,0.2197,-0.0552,0.5152,0.657
