pair_id,method,n_leaves,n_F1c_leaves,n_F2c_leaves,n_Amc_leaves,parsimony_score,parsimony_p,nn_concordance,nn_concordance_p,nn3_concordance,nn3_concordance_p,D_statistic,morans_I,morans_p,morans_z,morans_lambda_max,morans_max_perm,morans_I_norm,morans_n,morans_note,notes,n_clusters,morans_p_bh,parsimony_p_bh,nn_concordance_p_bh,nn3_concordance_p_bh
2bzyB_2lqwA,DDG,85,39,35,11,,,,,,,,0.0703,0.001,16.351,0.1968,0.1696,0.4527,85,,,85,0.0019111111111111113,,,
2bzyB_2lqwA,S4PRED,85,6,0,79,,,,,,,,-0.0095,0.2657,0.445,0.1968,0.1409,0.0154,85,,no_F1F2_split,85,0.3336550724637681,,,
2c1vB_2c1uC,AF2,100,0,0,100,,,,,,,,-0.0117,0.7263,-0.653,0.1115,0.0925,-0.0155,100,,no_F1F2_split,100,0.8111922077922078,,,
2c1vB_2c1uC,AF3,100,15,2,83,,,,,,,,-0.0074,0.1279,1.212,0.1115,0.1002,0.0246,100,,,100,0.2091584905660377,,,
2c1vB_2c1uC,Boltz2,100,0,4,96,,,,,,,,-0.0103,0.4466,-0.066,0.1115,0.0828,-0.0024,100,,no_F1F2_split,100,0.6800480769230769,,,
2c1vB_2c1uC,ESM,100,0,0,100,,,,,,,,-0.0064,0.0889,1.41,0.1115,0.0915,0.0362,100,,no_F1F2_split,100,0.12533442622950822,,,
2c1vB_2c1uC,MSAT,100,0,0,100,,,,,,,,-0.0579,0.3936,0.023,0.0774,0.0289,0.0101,18,,no_F1F2_split,100,0.9630666666666667,,,
2c1vB_2c1uC,CCMpred,100,0,0,100,,,,,,,,-0.0262,0.025,2.612,0.0774,0.004,0.5198,18,,no_F1F2_split,100,0.2378,,,
2c1vB_2c1uC,DDG,100,34,34,32,,,,,,,,-0.0106,0.5055,-0.24,0.1115,0.0894,-0.0053,100,,,100,0.5175357142857143,,,
2c1vB_2c1uC,S4PRED,100,0,0,100,,,,,,,,-0.0033,0.029,2.612,0.1115,0.0956,0.0647,100,,no_F1F2_split,100,0.05733333333333333,,,
2grmB_2axzA,AF2,2,0,0,2,,,,,,,,,,,,,,2,n<3,no_F1F2_split,2,,,,
2grmB_2axzA,AF3,2,0,0,2,,,,,,,,,,,,,,2,n<3,no_F1F2_split,2,,,,
2grmB_2axzA,Boltz2,2,0,0,2,,,,,,,,,,,,,,2,n<3,no_F1F2_split,2,,,,
2grmB_2axzA,ESM,2,0,0,2,,,,,,,,,,,,,,2,n<3,no_F1F2_split,2,,,,
2grmB_2axzA,MSAT,2,0,0,2,,,,,,,,,,,,,,0,n<3,no_F1F2_split,2,,,,
2grmB_2axzA,CCMpred,2,0,0,2,,,,,,,,,,,,,,0,n<3,no_F1F2_split,2,,,,
2grmB_2axzA,DDG,2,1,1,0,,,,,,,,,,,,,,2,n<3,,2,,,,
2grmB_2axzA,S4PRED,2,0,0,2,,,,,,,,,,,,,,2,n<3,no_F1F2_split,2,,,,
2h44A_1rkpA,AF2,100,1,3,96,,,,,,,,-0.0084,0.0849,1.418,0.0533,0.0424,0.0331,100,,,100,0.19733513513513515,,,
2h44A_1rkpA,AF3,100,2,0,98,,,,,,,,-0.0107,0.6573,-0.469,0.0533,0.0447,-0.0115,100,,no_F1F2_split,100,0.7247153846153847,,,
2h44A_1rkpA,Boltz2,100,1,1,98,,,,,,,,-0.0111,0.7912,-0.783,0.0533,0.04,-0.0197,100,,,100,0.9271875,,,
2h44A_1rkpA,ESM,100,1,3,96,,,,,,,,-0.0012,0.001,7.176,0.0533,0.043,0.1674,100,,,100,0.003739130434782609,,,
2h44A_1rkpA,MSAT,100,0,0,100,,,,,,,,-0.0523,0.3616,0.057,0.0,-0.0237,0.0117,20,,no_F1F2_split,100,0.9630666666666667,,,
2h44A_1rkpA,CCMpred,100,0,0,100,,,,,,,,-0.0511,0.2158,1.055,0.0,-0.0499,0.5596,20,,no_F1F2_split,100,0.5193230769230769,,,
2h44A_1rkpA,DDG,100,30,26,44,,,,,,,,0.0001,0.001,7.808,0.0533,0.0445,0.187,100,,,100,0.0019111111111111113,,,
2h44A_1rkpA,S4PRED,100,0,0,100,,,,,,,,0.0114,0.001,16.595,0.0533,0.0416,0.4166,100,,no_F1F2_split,100,0.005058823529411765,,,
2jmrA_4j3oF,AF2,100,4,2,94,,,,,,,,-0.0086,0.1419,1.001,0.0618,0.0423,0.0295,100,,,100,0.2838,,,
2jmrA_4j3oF,AF3,100,2,2,96,,,,,,,,-0.0082,0.1009,1.177,0.0618,0.0407,0.038,100,,,100,0.18077916666666669,,,
2jmrA_4j3oF,Boltz2,100,6,0,94,,,,,,,,-0.0118,0.9231,-1.078,0.0618,0.0361,-0.0359,100,,no_F1F2_split,100,0.9821917808219178,,,
2jmrA_4j3oF,ESM,100,0,3,97,,,,,,,,-0.0054,0.008,3.277,0.0618,0.0448,0.0856,100,,no_F1F2_split,100,0.014956521739130436,,,
2jmrA_4j3oF,MSAT,100,0,1,99,,,,,,,,-0.0515,0.3437,0.188,0.0873,0.0286,0.014,20,,no_F1F2_split,100,0.9630666666666667,,,
2jmrA_4j3oF,CCMpred,100,0,0,100,,,,,,,,,,,,,,20,zero_variance,no_F1F2_split,100,,,,
2jmrA_4j3oF,DDG,100,31,27,42,,,,,,,,-0.0039,0.009,3.919,0.0618,0.0479,0.1074,100,,,100,0.013578947368421052,,,
2jmrA_4j3oF,S4PRED,100,11,0,89,,,,,,,,-0.0095,0.2647,0.397,0.0618,0.015,0.0247,100,,no_F1F2_split,100,0.3336550724637681,,,
2k42A_1ceeB,AF2,100,41,43,16,,,,,,,,0.0264,0.001,11.304,0.1546,0.1162,0.2888,100,,,100,0.00781818181818182,,,
2k42A_1ceeB,AF3,100,39,26,35,,,,,,,,0.0183,0.001,8.805,0.1546,0.108,0.24,100,,,100,0.0061428571428571435,,,
2k42A_1ceeB,Boltz2,100,34,24,42,,,,,,,,0.0392,0.001,15.187,0.1546,0.1211,0.3756,100,,,100,0.009375,,,
2k42A_1ceeB,ESM,100,28,36,36,,,,,,,,0.041,0.001,15.97,0.1546,0.1172,0.4016,100,,,100,0.003739130434782609,,,
2k42A_1ceeB,MSAT,100,0,1,99,,,,,,,,-0.0538,0.5185,-0.207,0.0071,-0.0063,-0.0259,20,,no_F1F2_split,100,0.9630666666666667,,,
2k42A_1ceeB,CCMpred,100,0,0,100,,,,,,,,,,,,,,20,zero_variance,no_F1F2_split,100,,,,
2k42A_1ceeB,DDG,100,37,39,24,,,,,,,,0.0468,0.001,16.327,0.1546,0.1284,0.4107,100,,,100,0.0019111111111111113,,,
2k42A_1ceeB,S4PRED,100,41,42,17,,,,,,,,0.0679,0.001,23.846,0.1546,0.1328,0.5457,100,,,100,0.005058823529411765,,,
2kb8A_6vw2A,AF2,20,8,6,6,,,,,,,,-0.0569,0.5175,-0.204,0.2602,0.2421,-0.0144,20,,,20,0.6449999999999999,,,
2kb8A_6vw2A,AF3,20,7,7,6,,,,,,,,-0.0717,0.7692,-0.73,0.2602,0.2202,-0.07,20,,,20,0.8067219512195122,,,
2kb8A_6vw2A,Boltz2,20,6,7,7,,,,,,,,-0.0498,0.3906,0.097,0.2602,0.2071,0.0108,20,,,20,0.6264893617021277,,,
2kb8A_6vw2A,ESM,20,3,6,11,,,,,,,,-0.0569,0.5045,-0.201,0.2602,0.184,-0.0182,20,,,20,0.5708815789473684,,,
2kb8A_6vw2A,MSAT,20,0,0,20,,,,,,,,,,,,,,2,n<3,no_F1F2_split,20,,,,
2kb8A_6vw2A,CCMpred,20,0,0,20,,,,,,,,,,,,,,2,n<3,no_F1F2_split,20,,,,
2kb8A_6vw2A,DDG,20,3,0,17,,,,,,,,0.0542,0.007,3.655,0.2602,0.2269,0.3822,20,,no_F1F2_split,20,0.010945454545454545,,,
2kb8A_6vw2A,S4PRED,20,6,7,7,,,,,,,,-0.0562,0.5025,-0.166,0.2602,0.2161,-0.0132,20,,,20,0.5470253164556962,,,
2kkwA_2n0aD,AF2,32,8,3,21,,,,,,,,-0.0399,0.6973,-0.576,0.1567,0.1315,-0.0464,32,,,32,0.7995706666666668,,,
2kkwA_2n0aD,AF3,32,1,2,29,,,,,,,,-0.0192,0.1728,0.901,0.1567,0.1172,0.0871,32,,,32,0.2653714285714286,,,
2kkwA_2n0aD,Boltz2,32,12,6,14,,,,,,,,0.0191,0.004,3.956,0.1567,0.1512,0.2798,32,,,32,0.023076923076923075,,,
2kkwA_2n0aD,ESM,32,6,0,26,,,,,,,,-0.0015,0.026,2.335,0.1567,0.1272,0.1929,32,,no_F1F2_split,32,0.0414074074074074,,,
2kkwA_2n0aD,MSAT,32,0,0,32,,,,,,,,,,,,,,3,zero_variance,no_F1F2_split,32,,,,
2kkwA_2n0aD,CCMpred,32,0,0,32,,,,,,,,,,,,,,3,zero_variance,no_F1F2_split,32,,,,
2kkwA_2n0aD,DDG,32,6,9,17,,,,,,,,0.0365,0.001,5.057,0.1567,0.1411,0.3965,32,,,32,0.0019111111111111113,,,
2kkwA_2n0aD,S4PRED,32,0,13,19,,,,,,,,0.0183,0.006,3.903,0.1567,0.1288,0.3138,32,,no_F1F2_split,32,0.017793103448275862,,,
2lelA_2k0qA,AF2,20,8,7,5,,,,,,,,-0.033,0.031,2.321,0.0491,0.0328,0.2293,20,,,20,0.08886666666666666,,,
2lelA_2k0qA,AF3,20,7,7,6,,,,,,,,-0.0341,0.039,2.218,0.0491,0.0394,0.2013,20,,,20,0.1011764705882353,,,
2lelA_2k0qA,Boltz2,20,4,8,8,,,,,,,,-0.0208,0.01,3.631,0.0491,0.0329,0.3721,20,,,20,0.039473684210526314,,,
2lelA_2k0qA,ESM,20,9,9,2,,,,,,,,-0.0366,0.0569,1.808,0.0491,0.0332,0.1867,20,,,20,0.08293898305084746,,,
2lelA_2k0qA,MSAT,20,0,0,20,,,,,,,,,,,,,,1,n<3,no_F1F2_split,20,,,,
2lelA_2k0qA,CCMpred,20,0,0,20,,,,,,,,,,,,,,1,n<3,no_F1F2_split,20,,,,
2lelA_2k0qA,DDG,20,4,6,10,,,,,,,,-0.0293,0.018,2.843,0.0491,0.0265,0.295,20,,,20,0.025799999999999997,,,
2lelA_2k0qA,S4PRED,20,5,0,15,,,,,,,,-0.0575,0.7273,-0.629,0.0491,0.0321,-0.057,20,,no_F1F2_split,20,0.7627780487804877,,,
2lepA_4hddA,AF2,100,19,30,51,,,,,,,,-0.0009,0.01,3.611,0.1379,0.114,0.0742,100,,,100,0.0344,,,
2lepA_4hddA,AF3,100,16,24,60,,,,,,,,-0.0031,0.022,2.871,0.1379,0.1132,0.0567,100,,,100,0.07276923076923077,,,
2lepA_4hddA,Boltz2,100,25,35,40,,,,,,,,0.012,0.001,9.544,0.1379,0.1212,0.1685,100,,,100,0.009375,,,
2lepA_4hddA,ESM,100,14,23,63,,,,,,,,0.0139,0.001,10.761,0.1379,0.1027,0.2131,100,,,100,0.003739130434782609,,,
2lepA_4hddA,MSAT,100,6,6,88,,,,,,,,-0.0522,0.3906,0.047,0.0836,0.0483,0.0043,20,,,100,0.9630666666666667,,,
2lepA_4hddA,CCMpred,100,0,0,100,,,,,,,,-0.059,0.7732,-1.304,0.0836,-0.0481,-1.3876,20,,no_F1F2_split,100,0.9322464285714286,,,
2lepA_4hddA,DDG,100,29,35,36,,,,,,,,0.0466,0.001,23.909,0.1379,0.13,0.4047,100,,,100,0.0019111111111111113,,,
2lepA_4hddA,S4PRED,100,26,32,42,,,,,,,,0.0144,0.001,9.888,0.1379,0.1268,0.1791,100,,,100,0.005058823529411765,,,
2lv1A_6lniA,AF2,26,10,9,7,,,,,,,,0.0349,0.039,2.163,0.3992,0.3698,0.1827,26,,,26,0.1048125,,,
2lv1A_6lniA,AF3,26,11,8,7,,,,,,,,0.0167,0.0699,1.604,0.3992,0.3694,0.1384,26,,,26,0.1451761904761905,,,
2lv1A_6lniA,Boltz2,26,11,8,7,,,,,,,,0.1061,0.002,4.274,0.3992,0.3465,0.378,26,,,26,0.013636363636363636,,,
2lv1A_6lniA,ESM,26,8,7,11,,,,,,,,0.0826,0.004,3.517,0.3992,0.3328,0.3289,26,,,26,0.00905263157894737,,,
2lv1A_6lniA,MSAT,26,0,1,25,,,,,,,,-0.5994,0.8282,-0.806,-0.0,-0.324,-0.5647,3,,no_F1F2_split,26,0.9764727272727274,,,
2lv1A_6lniA,CCMpred,26,0,0,26,,,,,,,,,,,,,,3,zero_variance,no_F1F2_split,26,,,,
2lv1A_6lniA,DDG,26,11,10,5,,,,,,,,0.0689,0.007,3.353,0.3992,0.3414,0.2855,26,,,26,0.010945454545454545,,,
2lv1A_6lniA,S4PRED,26,9,7,10,,,,,,,,0.0593,0.014,2.992,0.3992,0.3477,0.2561,26,,,26,0.0344,,,
2mwfA_2nntA,AF2,100,23,7,70,,,,,,,,-0.01,0.3966,0.178,0.0104,0.0098,0.0067,100,,,100,0.53293125,,,
2mwfA_2nntA,AF3,100,21,8,71,,,,,,,,-0.0082,0.005,3.075,0.0104,0.0099,0.0966,100,,,100,0.0215,,,
2mwfA_2nntA,Boltz2,100,20,20,60,,,,,,,,-0.0094,0.1289,1.061,0.0104,0.0096,0.0367,100,,,100,0.3142741935483871,,,
2mwfA_2nntA,ESM,100,19,5,76,,,,,,,,-0.0078,0.004,3.519,0.0104,0.0096,0.1188,100,,,100,0.00905263157894737,,,
2mwfA_2nntA,MSAT,100,0,7,93,,,,,,,,-0.0523,0.5574,-0.255,0.0248,-0.0148,-0.0663,21,,no_F1F2_split,100,0.9630666666666667,,,
2mwfA_2nntA,CCMpred,100,5,0,95,,,,,,,,-0.0491,0.4256,0.11,0.0248,-0.0178,0.0282,21,,no_F1F2_split,100,0.674021052631579,,,
2mwfA_2nntA,DDG,100,1,3,96,,,,,,,,-0.0103,0.5974,-0.33,0.0104,0.009,-0.0122,100,,,100,0.6044282352941177,,,
2mwfA_2nntA,S4PRED,100,0,1,99,,,,,,,,-0.01,0.3267,0.029,0.0104,0.0046,0.0037,100,,no_F1F2_split,100,0.390225,,,
2n54B_2hdmA,AF2,100,31,30,39,,,,,,,,-0.0036,0.001,7.58,0.0323,0.0285,0.1676,100,,,100,0.00781818181818182,,,
2n54B_2hdmA,AF3,100,31,14,55,,,,,,,,-0.0013,0.001,9.892,0.0323,0.0296,0.2216,100,,,100,0.0061428571428571435,,,
2n54B_2hdmA,Boltz2,100,40,43,17,,,,,,,,-0.0076,0.017,2.797,0.0323,0.0257,0.0704,100,,,100,0.06071428571428572,,,
2n54B_2hdmA,ESM,100,10,6,84,,,,,,,,-0.005,0.001,6.12,0.0323,0.0259,0.1425,100,,,100,0.003739130434782609,,,
2n54B_2hdmA,MSAT,100,0,6,94,,,,,,,,-0.059,0.8891,-0.95,0.068,0.0069,-0.1572,21,,no_F1F2_split,100,0.9764727272727274,,,
2n54B_2hdmA,CCMpred,100,0,0,100,,,,,,,,-0.0595,0.8951,-1.191,0.068,-0.0379,-0.7849,21,,no_F1F2_split,100,0.9322464285714286,,,
2n54B_2hdmA,DDG,100,31,16,53,,,,,,,,-0.0049,0.001,6.123,0.0323,0.0263,0.1434,100,,,100,0.0019111111111111113,,,
2n54B_2hdmA,S4PRED,100,33,11,56,,,,,,,,-0.0004,0.001,10.425,0.0323,0.0291,0.2472,100,,,100,0.005058823529411765,,,
2namA_1uxmK,AF2,100,39,34,27,,,,,,,,-0.0117,0.9461,-1.135,0.0633,0.0479,-0.0271,100,,,100,0.979,,,
2namA_1uxmK,AF3,100,37,32,31,,,,,,,,-0.0107,0.6494,-0.486,0.0633,0.0427,-0.0117,100,,,100,0.7247153846153847,,,
2namA_1uxmK,Boltz2,100,39,33,28,,,,,,,,-0.0068,0.029,2.462,0.0633,0.0494,0.0561,100,,,100,0.09456521739130436,,,
2namA_1uxmK,ESM,100,30,14,56,,,,,,,,-0.0069,0.024,2.641,0.0633,0.0268,0.0873,100,,,100,0.03894339622641509,,,
2namA_1uxmK,MSAT,100,4,9,87,,,,,,,,-0.0335,0.044,2.043,0.0479,0.0378,0.1875,21,,,100,0.8799999999999999,,,
2namA_1uxmK,CCMpred,100,0,1,99,,,,,,,,-0.046,0.1838,0.938,0.0479,-0.0273,0.178,21,,no_F1F2_split,100,0.4845636363636363,,,
2namA_1uxmK,DDG,100,46,47,7,,,,,,,,0.0041,0.001,11.089,0.0633,0.0526,0.2258,100,,,100,0.0019111111111111113,,,
2namA_1uxmK,S4PRED,100,30,18,52,,,,,,,,-0.0068,0.031,2.564,0.0633,0.0452,0.06,100,,,100,0.057956521739130434,,,
2p3vD_2p3vA,AF2,100,0,0,100,,,,,,,,-0.0096,0.2637,0.37,0.1306,0.1182,0.0043,100,,no_F1F2_split,100,0.42186071428571426,,,
2p3vD_2p3vA,AF3,100,0,0,100,,,,,,,,-0.0071,0.0969,1.347,0.1306,0.1236,0.0224,100,,no_F1F2_split,100,0.18077916666666669,,,
2p3vD_2p3vA,Boltz2,100,0,0,100,,,,,,,,,,,,,,100,zero_variance,no_F1F2_split,100,,,,
2p3vD_2p3vA,ESM,100,3,0,97,,,,,,,,-0.001,0.002,4.258,0.1306,0.1221,0.069,100,,no_F1F2_split,100,0.005733333333333334,,,
2p3vD_2p3vA,MSAT,100,0,0,100,,,,,,,,-0.0454,0.1508,0.927,0.0654,0.0563,0.0907,19,,no_F1F2_split,100,0.9630666666666667,,,
2p3vD_2p3vA,CCMpred,100,0,0,100,,,,,,,,-0.0549,0.4376,0.1,0.0654,-0.0266,0.0219,19,,no_F1F2_split,100,0.674021052631579,,,
2p3vD_2p3vA,DDG,100,20,31,49,,,,,,,,-0.0088,0.2018,0.582,0.1306,0.1111,0.0109,100,,,100,0.21968101265822787,,,
2p3vD_2p3vA,S4PRED,100,0,0,100,,,,,,,,-0.0108,0.5145,-0.29,0.1306,0.1242,-0.0052,100,,no_F1F2_split,100,0.5530875,,,
2pbkB_3njqA,AF2,16,1,0,15,,,,,,,,-0.0604,0.2298,0.571,0.0383,0.0141,0.0778,16,,no_F1F2_split,16,0.395256,,,
2pbkB_3njqA,AF3,16,2,2,12,,,,,,,,-0.0763,0.8412,-0.866,0.0383,0.0185,-0.1133,16,,,16,0.8510964705882352,,,
2pbkB_3njqA,Boltz2,16,3,0,13,,,,,,,,-0.0709,0.5724,-0.394,0.0383,0.0245,-0.046,16,,no_F1F2_split,16,0.7666071428571428,,,
2pbkB_3njqA,ESM,16,0,1,15,,,,,,,,-0.0705,0.6324,-0.424,0.0383,-0.0182,-0.0782,16,,no_F1F2_split,16,0.6972615384615384,,,
2pbkB_3njqA,MSAT,16,0,0,16,,,,,,,,,,,,,,1,n<3,no_F1F2_split,16,,,,
2pbkB_3njqA,CCMpred,16,0,0,16,,,,,,,,,,,,,,1,n<3,no_F1F2_split,16,,,,
2pbkB_3njqA,DDG,16,7,7,2,,,,,,,,0.0163,0.001,7.396,0.0383,0.0204,0.9535,16,,,16,0.0019111111111111113,,,
2pbkB_3njqA,S4PRED,16,4,0,12,,,,,,,,-0.0792,0.9441,-1.11,0.0383,0.0334,-0.1249,16,,no_F1F2_split,16,0.9665785714285714,,,
2qqjA_4qdsA,AF2,99,34,36,29,,,,,,,,-0.0082,0.1009,1.326,0.0644,0.0443,0.0367,99,,,99,0.2283526315789474,,,
2qqjA_4qdsA,AF3,99,40,44,15,,,,,,,,-0.0084,0.1289,1.111,0.0644,0.0367,0.0383,99,,,99,0.2091584905660377,,,
2qqjA_4qdsA,Boltz2,99,7,0,92,,,,,,,,-0.0021,0.006,5.157,0.0644,0.0084,0.4343,99,,no_F1F2_split,99,0.03214285714285715,,,
2qqjA_4qdsA,ESM,99,2,10,87,,,,,,,,-0.0032,0.007,4.546,0.0644,0.0603,0.0987,99,,,99,0.013681818181818182,,,
2qqjA_4qdsA,MSAT,99,0,1,98,,,,,,,,-0.0572,0.1139,0.731,-0.0,-0.0441,0.1118,18,,no_F1F2_split,99,0.9630666666666667,,,
2qqjA_4qdsA,CCMpred,99,0,0,99,,,,,,,,-0.0587,0.3946,-0.008,-0.0,-0.0401,0.0047,18,,no_F1F2_split,99,0.674021052631579,,,
2qqjA_4qdsA,DDG,99,46,47,6,,,,,,,,-0.0023,0.001,4.871,0.0644,0.0397,0.1583,99,,,99,0.0019111111111111113,,,
2qqjA_4qdsA,S4PRED,99,4,0,95,,,,,,,,-0.0046,0.004,3.686,0.0644,0.0418,0.1085,99,,no_F1F2_split,99,0.014333333333333335,,,
2uy7D_5fluE,AF2,100,2,5,93,,,,,,,,-0.0044,0.0719,1.636,0.1941,0.1439,0.037,100,,,100,0.17653888888888888,,,
2uy7D_5fluE,AF3,100,7,15,78,,,,,,,,-0.0102,0.3796,-0.026,0.1941,0.1606,-0.0005,100,,,100,0.4800823529411765,,,
2uy7D_5fluE,Boltz2,100,25,23,52,,,,,,,,0.007,0.004,5.017,0.1941,0.1227,0.1284,100,,,100,0.023076923076923075,,,
2uy7D_5fluE,ESM,100,24,2,74,,,,,,,,0.0325,0.001,13.0,0.1941,0.096,0.4015,100,,,100,0.003739130434782609,,,
2uy7D_5fluE,MSAT,100,0,0,100,,,,,,,,-0.0316,0.1199,1.078,0.1903,0.0738,0.1486,21,,no_F1F2_split,100,0.9630666666666667,,,
2uy7D_5fluE,CCMpred,100,0,0,100,,,,,,,,,,,,,,21,zero_variance,no_F1F2_split,100,,,,
2uy7D_5fluE,DDG,100,35,30,35,,,,,,,,-0.0037,0.04,2.101,0.1941,0.1368,0.0439,100,,,100,0.05424615384615385,,,
2uy7D_5fluE,S4PRED,100,4,0,96,,,,,,,,-0.0099,0.3437,0.082,0.1941,0.1016,0.0018,100,,no_F1F2_split,100,0.40175945945945946,,,
2vfxL_3gmhL,AF2,100,3,11,86,,,,,,,,-0.0109,0.5664,-0.286,0.1715,0.1503,-0.0051,100,,,100,0.6860619718309859,,,
2vfxL_3gmhL,AF3,100,7,18,75,,,,,,,,-0.0078,0.1828,0.759,0.1715,0.1541,0.014,100,,,100,0.27401379310344826,,,
2vfxL_3gmhL,Boltz2,100,0,1,99,,,,,,,,-0.0158,0.981,-1.747,0.1715,0.1168,-0.0452,100,,no_F1F2_split,100,0.9942567567567568,,,
2vfxL_3gmhL,ESM,100,0,27,73,,,,,,,,0.0256,0.001,10.705,0.1715,0.1362,0.2437,100,,no_F1F2_split,100,0.003739130434782609,,,
2vfxL_3gmhL,MSAT,100,0,0,100,,,,,,,,-0.0572,0.6014,-0.306,0.0983,0.057,-0.0415,20,,no_F1F2_split,100,0.9630666666666667,,,
2vfxL_3gmhL,CCMpred,100,0,0,100,,,,,,,,,,,,,,20,zero_variance,no_F1F2_split,100,,,,
2vfxL_3gmhL,DDG,100,38,40,22,,,,,,,,0.0193,0.001,8.713,0.1715,0.1539,0.1793,100,,,100,0.0019111111111111113,,,
2vfxL_3gmhL,S4PRED,100,0,0,100,,,,,,,,-0.0087,0.2567,0.417,0.1715,0.1247,0.0103,100,,no_F1F2_split,100,0.3336550724637681,,,
2wcdX_4phqA,AF2,10,2,3,5,,,,,,,,-0.0572,0.012,2.613,-0.0,-0.0249,0.6254,10,,,10,0.03822222222222222,,,
2wcdX_4phqA,AF3,10,4,2,4,,,,,,,,-0.1158,0.6004,-0.277,-0.0,-0.0443,-0.0709,10,,,10,0.6884586666666668,,,
2wcdX_4phqA,Boltz2,10,4,3,3,,,,,,,,-0.1224,0.6713,-0.565,-0.0,-0.0101,-0.1117,10,,,10,0.8181048387096774,,,
2wcdX_4phqA,ESM,10,4,3,3,,,,,,,,-0.0742,0.0569,1.727,-0.0,-0.0214,0.4112,10,,,10,0.08293898305084746,,,
2wcdX_4phqA,MSAT,10,1,0,9,,,,,,,,,,,,,,1,n<3,no_F1F2_split,10,,,,
2wcdX_4phqA,CCMpred,10,0,0,10,,,,,,,,,,,,,,1,n<3,no_F1F2_split,10,,,,
2wcdX_4phqA,DDG,10,5,5,0,,,,,,,,-0.1054,0.3477,0.289,-0.0,-0.0077,0.0553,10,,,10,0.3646609756097561,,,
2wcdX_4phqA,S4PRED,10,0,1,9,,,,,,,,-0.1264,0.995,-1.379,-0.0,-0.097,-1.0869,10,,no_F1F2_split,10,0.9949999999999999,,,
2z9oB_1repC,AF2,100,8,11,81,,,,,,,,-0.0116,0.6284,-0.454,0.2006,0.1344,-0.0103,100,,,100,0.7485534246575342,,,
2z9oB_1repC,AF3,100,10,17,73,,,,,,,,-0.0095,0.3107,0.167,0.2006,0.1391,0.004,100,,,100,0.4241301587301587,,,
2z9oB_1repC,Boltz2,100,0,0,100,,,,,,,,,,,,,,0,n<3,no_F1F2_split,100,,,,
2z9oB_1repC,ESM,100,36,0,64,,,,,,,,0.0637,0.001,24.57,0.2006,0.127,0.5381,100,,no_F1F2_split,100,0.003739130434782609,,,
2z9oB_1repC,MSAT,100,0,0,100,,,,,,,,-0.062,0.2807,0.313,0.0771,0.037,0.0449,16,,no_F1F2_split,100,0.9630666666666667,,,
2z9oB_1repC,CCMpred,100,0,0,100,,,,,,,,,,,,,,16,zero_variance,no_F1F2_split,100,,,,
2z9oB_1repC,DDG,100,39,41,20,,,,,,,,0.0477,0.001,19.467,0.2006,0.1563,0.3473,100,,,100,0.0019111111111111113,,,
2z9oB_1repC,S4PRED,100,0,1,99,,,,,,,,-0.0053,0.0849,1.524,0.2006,0.0756,0.0558,100,,no_F1F2_split,100,0.13038214285714286,,,
3g0hA_3ewsB,AF2,100,21,3,76,,,,,,,,-0.0089,0.2418,0.474,0.1175,0.078,0.0134,100,,,100,0.4077411764705882,,,
3g0hA_3ewsB,AF3,100,15,31,54,,,,,,,,-0.0086,0.2318,0.595,0.1175,0.1015,0.0134,100,,,100,0.33224666666666663,,,
3g0hA_3ewsB,Boltz2,100,15,1,84,,,,,,,,-0.0101,0.3926,-0.011,0.1175,0.0747,-0.0001,100,,,100,0.6264893617021277,,,
3g0hA_3ewsB,ESM,100,4,9,87,,,,,,,,-0.0139,0.996,-1.697,0.1175,0.079,-0.0425,100,,,100,0.9960000000000001,,,
3g0hA_3ewsB,MSAT,100,0,0,100,,,,,,,,-0.0233,0.032,2.277,0.1081,0.0812,0.2536,18,,no_F1F2_split,100,0.8799999999999999,,,
3g0hA_3ewsB,CCMpred,100,0,0,100,,,,,,,,-0.0432,0.1069,1.134,0.1081,0.0158,0.2088,18,,no_F1F2_split,100,0.4428714285714285,,,
3g0hA_3ewsB,DDG,100,34,38,28,,,,,,,,0.0057,0.003,6.372,0.1175,0.0722,0.1919,100,,,100,0.00526530612244898,,,
3g0hA_3ewsB,S4PRED,100,0,0,100,,,,,,,,-0.0046,0.03,2.443,0.1175,0.0968,0.0513,100,,no_F1F2_split,100,0.05733333333333333,,,
3hdfA_3hdeA,AF2,100,9,13,78,,,,,,,,-0.0022,0.002,6.295,0.0478,0.0369,0.1685,100,,,100,0.010750000000000001,,,
3hdfA_3hdeA,AF3,100,17,6,77,,,,,,,,0.0001,0.001,8.09,0.0478,0.0367,0.2174,100,,,100,0.0061428571428571435,,,
3hdfA_3hdeA,Boltz2,100,11,14,75,,,,,,,,-0.0123,0.998,-1.74,0.0478,0.0423,-0.0428,100,,,100,0.9979999999999999,,,
3hdfA_3hdeA,ESM,100,7,2,91,,,,,,,,-0.0055,0.007,3.771,0.0478,0.0308,0.1132,100,,,100,0.013681818181818182,,,
3hdfA_3hdeA,MSAT,100,1,0,99,,,,,,,,-0.0465,0.2837,0.385,0.0413,0.0197,0.0495,21,,no_F1F2_split,100,0.9630666666666667,,,
3hdfA_3hdeA,CCMpred,100,0,0,100,,,,,,,,-0.0504,0.5085,-0.047,0.0413,-0.0138,-0.0109,21,,no_F1F2_split,100,0.7243095238095238,,,
