pair_id,cluster,method,TM1_max,TM2_max,TM1_mean,TM2_mean,TMdiff_max,TMdiff_mean,n_models,n_toward_f1,n_toward_f2,vote_frac_f1,pref,TMdiff_centered,pref_centered,pair_median_used,t1_recall,t2_recall,metric_used,ddg_bias_mean,ddg_bias_std,ddg_sum_F1_mean,ddg_sum_F2_mean,cluster_norm,mean_pid_to_query,TMdiff_residual,pref_corrected,regression_beta,regression_alpha
1xtgB_3j97M,DeepMsa,AF3,0.3455,0.4706,0.3434,0.4508,-0.1251,-0.1074,2,0,2,0.0,F2,-0.1251,F2,-0.0799,,,,,,,,DeepMsa,,,Amb,-0.1013218838914622,0.04511033397736996
1xtgB_3j97M,ShallowMsa_000,AF3,0.3429,0.4279,0.3429,0.4279,-0.0851,-0.085,2,0,2,0.0,F2,-0.0052,Amb,-0.0799,,,,,,,,ShallowMsa_000,0.4258692030876777,-0.007160464029170744,Amb,-0.1013218838914622,0.04511033397736996
1xtgB_3j97M,ShallowMsa_001,AF3,0.3546,0.4758,0.3485,0.4494,-0.1212,-0.1009,2,0,2,0.0,F2,-0.0413,Amb,-0.0799,,,,,,,,ShallowMsa_001,0.465185276611158,-0.039276885392556485,Amb,-0.1013218838914622,0.04511033397736996
1xtgB_3j97M,ShallowMsa_002,AF3,0.336,0.4178,0.3356,0.406,-0.0819,-0.0704,2,0,2,0.0,F2,-0.002,Amb,-0.0799,,,,,,,,ShallowMsa_002,0.3043262022432599,-0.01627542984854874,Amb,-0.1013218838914622,0.04511033397736996
1xtgB_3j97M,ShallowMsa_003,AF3,0.3481,0.4279,0.3479,0.4276,-0.0798,-0.0797,2,0,2,0.0,F2,0.0001,Amb,-0.0799,,,,,,,,ShallowMsa_003,0.3803313396663203,-0.006474446139414783,Amb,-0.1013218838914622,0.04511033397736996
1xtgB_3j97M,ShallowMsa_004,AF3,0.3424,0.4224,0.3424,0.4224,-0.08,-0.08,2,0,2,0.0,F2,-0.0001,Amb,-0.0799,,,,,,,,ShallowMsa_004,0.3995524461369794,-0.004726927421329232,Amb,-0.1013218838914622,0.04511033397736996
1xtgB_3j97M,ShallowMsa_005,AF3,0.343,0.4236,0.343,0.4236,-0.0805,-0.0805,2,0,2,0.0,F2,-0.0006,Amb,-0.0799,,,,,,,,ShallowMsa_005,0.5727558548346241,0.012322368244339004,Amb,-0.1013218838914622,0.04511033397736996
1xtgB_3j97M,ShallowMsa_006,AF3,0.3386,0.3727,0.3374,0.3707,-0.0341,-0.0333,2,0,2,0.0,Amb,0.0458,Amb,-0.0799,,,,,,,,ShallowMsa_006,0.289228348782934,0.029994827196133816,Amb,-0.1013218838914622,0.04511033397736996
1xtgB_3j97M,ShallowMsa_007,AF3,0.3455,0.4254,0.3454,0.4253,-0.0799,-0.08,2,0,2,0.0,F2,0.0,Amb,-0.0799,,,,,,,,ShallowMsa_007,0.3118012223677395,-0.013518046727409874,Amb,-0.1013218838914622,0.04511033397736996
1xtgB_3j97M,ShallowMsa_008,AF3,0.3389,0.4191,0.3388,0.4181,-0.0802,-0.0793,2,0,2,0.0,F2,-0.0003,Amb,-0.0799,,,,,,,,ShallowMsa_008,0.4546661546860669,0.0006572973571093033,Amb,-0.1013218838914622,0.04511033397736996
1xtgB_3j97M,ShallowMsa_009,AF3,0.3326,0.368,0.3304,0.3659,-0.0354,-0.0355,2,0,2,0.0,Amb,0.0445,Amb,-0.0799,,,,,,,,ShallowMsa_009,0.2985225256983772,0.02963653071042705,Amb,-0.1013218838914622,0.04511033397736996
1xtgB_3j97M,ShallowMsa_010,AF3,0.3378,0.376,0.3315,0.3596,-0.0383,-0.0281,2,0,2,0.0,Amb,0.0416,Amb,-0.0799,,,,,,,,ShallowMsa_010,0.2491076232832505,0.021729719705413653,Amb,-0.1013218838914622,0.04511033397736996
1xtgB_3j97M,ShallowMsa_011,AF3,0.3492,0.4267,0.3453,0.4121,-0.0775,-0.0668,2,0,2,0.0,F2,0.0024,Amb,-0.0799,,,,,,,,ShallowMsa_011,0.3002584348745857,-0.012287583701575022,Amb,-0.1013218838914622,0.04511033397736996
1xtgB_3j97M,ShallowMsa_012,AF3,0.3375,0.387,0.3318,0.3652,-0.0495,-0.0333,2,0,2,0.0,Amb,0.0304,Amb,-0.0799,,,,,,,,ShallowMsa_012,0.2578704397249895,0.01141758477548573,Amb,-0.1013218838914622,0.04511033397736996
1xtgB_3j97M,ShallowMsa_013,AF3,0.3443,0.4549,0.34,0.4442,-0.1106,-0.1042,2,0,2,0.0,F2,-0.0307,Amb,-0.0799,,,,,,,,ShallowMsa_013,0.6828419938598004,-0.006623496759292722,Amb,-0.1013218838914622,0.04511033397736996
1xtgB_3j97M,ShallowMsa_014,AF3,0.3412,0.4277,0.3412,0.4276,-0.0864,-0.0864,2,0,2,0.0,F2,-0.0065,Amb,-0.0799,,,,,,,,ShallowMsa_014,0.6658461863389568,0.015854456004438716,Amb,-0.1013218838914622,0.04511033397736996
1xtgB_3j97M,ShallowMsa_015,AF3,0.3512,0.429,0.347,0.4274,-0.0779,-0.0804,2,0,2,0.0,F2,0.002,Amb,-0.0799,,,,,,,,ShallowMsa_015,0.3247525770445703,-0.01020579107260688,Amb,-0.1013218838914622,0.04511033397736996
1xtgB_3j97M,ShallowMsa_016,AF3,0.3419,0.4242,0.3399,0.4239,-0.0822,-0.084,2,0,2,0.0,F2,-0.0023,Amb,-0.0799,,,,,,,,ShallowMsa_016,0.4345641806690506,-0.003379472520232008,Amb,-0.1013218838914622,0.04511033397736996
1xtgB_3j97M,ShallowMsa_017,AF3,0.3468,0.4268,0.3457,0.4247,-0.0801,-0.079,2,0,2,0.0,F2,-0.0002,Amb,-0.0799,,,,,,,,ShallowMsa_017,0.3779641994878043,-0.007014289241737194,Amb,-0.1013218838914622,0.04511033397736996
1xtgB_3j97M,ShallowMsa_018,AF3,0.3463,0.4187,0.3463,0.4187,-0.0724,-0.0724,2,0,2,0.0,F2,0.0075,Amb,-0.0799,,,,,,,,ShallowMsa_018,0.2607163168815501,-0.011194065589687871,Amb,-0.1013218838914622,0.04511033397736996
1xtgB_3j97M,ShallowMsa_019,AF3,0.339,0.4162,0.3389,0.4159,-0.0772,-0.077,2,0,2,0.0,F2,0.0027,Amb,-0.0799,,,,,,,,ShallowMsa_019,0.5816556716485438,0.01652411445021426,Amb,-0.1013218838914622,0.04511033397736996
1xtgB_3j97M,ShallowMsa_000,ESM,0.3641,0.4788,0.3404,0.4569,-0.1147,-0.1165,20,0,20,0.0,F2,0.0095,Amb,-0.1242,,,,,,,,ShallowMsa_000,0.4258692030876777,0.012657784800104942,Amb,0.0144803364064251,-0.009324514125950686
1xtgB_3j97M,ShallowMsa_001,ESM,0.3649,0.4893,0.3435,0.4534,-0.1244,-0.1099,20,0,20,0.0,F2,-0.0002,Amb,-0.1242,,,,,,,,ShallowMsa_001,0.465185276611158,0.0023884748293052046,Amb,0.0144803364064251,-0.009324514125950686
1xtgB_3j97M,ShallowMsa_002,ESM,0.3611,0.4946,0.3426,0.4437,-0.1335,-0.1011,20,0,20,0.0,F2,-0.0093,Amb,-0.1242,,,,,,,,ShallowMsa_002,0.3043262022432599,-0.004382231659821477,Amb,0.0144803364064251,-0.009324514125950686
1xtgB_3j97M,ShallowMsa_003,ESM,0.3632,0.5112,0.34,0.4608,-0.148,-0.1208,20,0,20,0.0,F2,-0.0238,Amb,-0.1242,,,,,,,,ShallowMsa_003,0.3803313396663203,-0.019982811618323965,Amb,0.0144803364064251,-0.009324514125950686
1xtgB_3j97M,ShallowMsa_004,ESM,0.3541,0.4889,0.3389,0.4439,-0.1348,-0.1051,20,2,18,0.1,F2,-0.0106,Amb,-0.1242,,,,,,,,ShallowMsa_004,0.3995524461369794,-0.00706113970612282,Amb,0.0144803364064251,-0.009324514125950686
1xtgB_3j97M,ShallowMsa_005,ESM,0.3623,0.4858,0.3428,0.4533,-0.1235,-0.1104,20,0,20,0.0,F2,0.0007,Amb,-0.1242,,,,,,,,ShallowMsa_005,0.5727558548346241,0.0017308166691957496,Amb,0.0144803364064251,-0.009324514125950686
1xtgB_3j97M,ShallowMsa_006,ESM,0.3468,0.4876,0.3389,0.4359,-0.1407,-0.097,20,0,20,0.0,F2,-0.0165,Amb,-0.1242,,,,,,,,ShallowMsa_006,0.289228348782934,-0.01136360966270105,Amb,0.0144803364064251,-0.009324514125950686
1xtgB_3j97M,ShallowMsa_007,ESM,0.357,0.481,0.3422,0.4521,-0.124,-0.1098,20,0,20,0.0,F2,0.0002,Amb,-0.1242,,,,,,,,ShallowMsa_007,0.3118012223677395,0.00500952753413126,Amb,0.0144803364064251,-0.009324514125950686
1xtgB_3j97M,ShallowMsa_008,ESM,0.4062,0.6114,0.3488,0.4662,-0.2052,-0.1174,20,0,20,0.0,F2,-0.081,F2,-0.1242,,,,,,,,ShallowMsa_008,0.4546661546860669,-0.07825920474651928,F2,0.0144803364064251,-0.009324514125950686
1xtgB_3j97M,ShallowMsa_009,ESM,0.3466,0.4646,0.3405,0.4414,-0.118,-0.1009,20,0,20,0.0,F2,0.0062,Amb,-0.1242,,,,,,,,ShallowMsa_009,0.2985225256983772,0.011201807528942502,Amb,0.0144803364064251,-0.009324514125950686
1xtgB_3j97M,ShallowMsa_010,ESM,0.3425,0.4737,0.3373,0.445,-0.1312,-0.1077,20,0,20,0.0,F2,-0.007,Amb,-0.1242,,,,,,,,ShallowMsa_010,0.2491076232832505,-0.0012826480605957948,Amb,0.0144803364064251,-0.009324514125950686
1xtgB_3j97M,ShallowMsa_011,ESM,0.3466,0.4798,0.3397,0.4512,-0.1332,-0.1115,20,0,20,0.0,F2,-0.009,Amb,-0.1242,,,,,,,,ShallowMsa_011,0.3002584348745857,-0.0040233290198999965,Amb,0.0144803364064251,-0.009324514125950686
1xtgB_3j97M,ShallowMsa_012,ESM,0.342,0.4513,0.3371,0.4158,-0.1093,-0.0787,20,0,20,0.0,F2,0.0149,Amb,-0.1242,,,,,,,,ShallowMsa_012,0.2578704397249895,0.02049046340946007,Amb,0.0144803364064251,-0.009324514125950686
1xtgB_3j97M,ShallowMsa_013,ESM,0.3547,0.5006,0.3414,0.4536,-0.1459,-0.1122,20,0,20,0.0,F2,-0.0217,Amb,-0.1242,,,,,,,,ShallowMsa_013,0.6828419938598004,-0.022263267657573284,Amb,0.0144803364064251,-0.009324514125950686
1xtgB_3j97M,ShallowMsa_014,ESM,0.3668,0.4826,0.3467,0.4574,-0.1158,-0.1107,20,0,20,0.0,F2,0.0084,Amb,-0.1242,,,,,,,,ShallowMsa_014,0.6658461863389568,0.008082837352827379,Amb,0.0144803364064251,-0.009324514125950686
1xtgB_3j97M,ShallowMsa_015,ESM,0.3648,0.4874,0.3421,0.4625,-0.1225,-0.1204,20,0,20,0.0,F2,0.0017,Amb,-0.1242,,,,,,,,ShallowMsa_015,0.3247525770445703,0.006321987561491823,Amb,0.0144803364064251,-0.009324514125950686
1xtgB_3j97M,ShallowMsa_016,ESM,0.354,0.4687,0.3379,0.4308,-0.1147,-0.0929,20,0,20,0.0,F2,0.0095,Amb,-0.1242,,,,,,,,ShallowMsa_016,0.4345641806690506,0.012531878599680338,Amb,0.0144803364064251,-0.009324514125950686
1xtgB_3j97M,ShallowMsa_017,ESM,0.3588,0.4835,0.3429,0.446,-0.1247,-0.103,20,0,20,0.0,F2,-0.0005,Amb,-0.1242,,,,,,,,ShallowMsa_017,0.3779641994878043,0.0033514653677821147,Amb,0.0144803364064251,-0.009324514125950686
1xtgB_3j97M,ShallowMsa_018,ESM,0.346,0.4689,0.3385,0.4017,-0.1229,-0.0633,20,6,14,0.3,F2,0.0013,Amb,-0.1242,,,,,,,,ShallowMsa_018,0.2607163168815501,0.006849254150861714,Amb,0.0144803364064251,-0.009324514125950686
1xtgB_3j97M,ShallowMsa_019,ESM,0.392,0.4591,0.3442,0.4399,-0.0671,-0.0958,20,0,20,0.0,F2,0.0571,F1,-0.1242,,,,,,,,ShallowMsa_019,0.5816556716485438,0.058001944327774634,F1,0.0144803364064251,-0.009324514125950686
1xtgB_3j97M,DeepMsa,MSAT,0.0,0.7391,0.0,0.7391,-0.7391,-0.7391,1,0,1,0.0,F2,-0.7391,F2,0.0,0.0,0.7391,t_recall,,,,,DeepMsa,,-0.7391,F2,,
1xtgB_3j97M,ShallowMsa_001,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_001,0.465185276611158,0.0,Amb,,
1xtgB_3j97M,ShallowMsa_013,MSAT,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_013,0.6828419938598004,0.0,Amb,,
1xtgB_3j97M,DeepMsa,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,DeepMsa,,,Amb,0.0,0.0
1xtgB_3j97M,ShallowMsa_000,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_000,0.4258692030876777,0.0,Amb,0.0,0.0
1xtgB_3j97M,ShallowMsa_001,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_001,0.465185276611158,0.0,Amb,0.0,0.0
1xtgB_3j97M,ShallowMsa_002,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_002,0.3043262022432599,0.0,Amb,0.0,0.0
1xtgB_3j97M,ShallowMsa_003,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_003,0.3803313396663203,0.0,Amb,0.0,0.0
1xtgB_3j97M,ShallowMsa_004,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_004,0.3995524461369794,0.0,Amb,0.0,0.0
1xtgB_3j97M,ShallowMsa_005,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_005,0.5727558548346241,0.0,Amb,0.0,0.0
1xtgB_3j97M,ShallowMsa_006,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_006,0.289228348782934,0.0,Amb,0.0,0.0
1xtgB_3j97M,ShallowMsa_007,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_007,0.3118012223677395,0.0,Amb,0.0,0.0
1xtgB_3j97M,ShallowMsa_008,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_008,0.4546661546860669,0.0,Amb,0.0,0.0
1xtgB_3j97M,ShallowMsa_009,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_009,0.2985225256983772,0.0,Amb,0.0,0.0
1xtgB_3j97M,ShallowMsa_010,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_010,0.2491076232832505,0.0,Amb,0.0,0.0
1xtgB_3j97M,ShallowMsa_011,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_011,0.3002584348745857,0.0,Amb,0.0,0.0
1xtgB_3j97M,ShallowMsa_012,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_012,0.2578704397249895,0.0,Amb,0.0,0.0
1xtgB_3j97M,ShallowMsa_013,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_013,0.6828419938598004,0.0,Amb,0.0,0.0
1xtgB_3j97M,ShallowMsa_014,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_014,0.6658461863389568,0.0,Amb,0.0,0.0
1xtgB_3j97M,ShallowMsa_015,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_015,0.3247525770445703,0.0,Amb,0.0,0.0
1xtgB_3j97M,ShallowMsa_016,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_016,0.4345641806690506,0.0,Amb,0.0,0.0
1xtgB_3j97M,ShallowMsa_017,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_017,0.3779641994878043,0.0,Amb,0.0,0.0
1xtgB_3j97M,ShallowMsa_018,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_018,0.2607163168815501,0.0,Amb,0.0,0.0
1xtgB_3j97M,ShallowMsa_019,CCMpred,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,Amb,0.0,Amb,0.0,0.0,0.0,t_recall,,,,,ShallowMsa_019,0.5816556716485438,0.0,Amb,0.0,0.0
1xtgB_3j97M,ShallowMsa_000,DDG,-1.3168,-5.8485,-1.3168,-5.8485,4.5317,4.5317,10,10,0,1.0,F1,-0.4248,Amb,4.9565,,,ddg_kcal_per_mol(delta=1.0),4.5317,3.349,1.3168,5.8485,ShallowMsa_000,0.4258692030876777,-0.43680114009937093,Amb,-0.3254538299702131,0.15060190331061812
1xtgB_3j97M,ShallowMsa_001,DDG,-1.7379,-7.2643,-1.7379,-7.2643,5.5263,5.5263,10,10,0,1.0,F1,0.5698,Amb,4.9565,,,ddg_kcal_per_mol(delta=1.0),5.5263,2.6549,1.7379,7.2643,ShallowMsa_001,0.465185276611158,0.5705944266082362,Amb,-0.3254538299702131,0.15060190331061812
1xtgB_3j97M,ShallowMsa_002,DDG,-1.9009,-8.4661,-1.9009,-8.4661,6.5652,6.5652,10,10,0,1.0,F1,1.6087,F1,4.9565,,,ddg_kcal_per_mol(delta=1.0),6.5652,2.1063,1.9009,8.4661,ShallowMsa_002,0.3043262022432599,1.5571422247697404,Amb,-0.3254538299702131,0.15060190331061812
1xtgB_3j97M,ShallowMsa_003,DDG,-1.7635,-7.8575,-1.7635,-7.8575,6.0939,6.0939,10,10,0,1.0,F1,1.1374,F1,4.9565,,,ddg_kcal_per_mol(delta=1.0),6.0939,2.468,1.7635,7.8575,ShallowMsa_003,0.3803313396663203,1.1105783878414879,Amb,-0.3254538299702131,0.15060190331061812
1xtgB_3j97M,ShallowMsa_004,DDG,-1.855,-7.9638,-1.855,-7.9638,6.1088,6.1088,10,9,1,0.9,F1,1.1523,F1,4.9565,,,ddg_kcal_per_mol(delta=1.0),6.1088,3.3616,1.855,7.9638,ShallowMsa_004,0.3995524461369794,1.1317339705586291,Amb,-0.3254538299702131,0.15060190331061812
1xtgB_3j97M,ShallowMsa_005,DDG,-1.4363,-5.5238,-1.4363,-5.5238,4.0875,4.0875,10,10,0,1.0,F1,-0.869,Amb,4.9565,,,ddg_kcal_per_mol(delta=1.0),4.0875,2.5338,1.4363,5.5238,ShallowMsa_005,0.5727558548346241,-0.8331963167168264,Amb,-0.3254538299702131,0.15060190331061812
1xtgB_3j97M,ShallowMsa_006,DDG,-2.3615,-6.2138,-2.3615,-6.2138,3.8523,3.8523,10,10,0,1.0,F1,-1.1042,F2,4.9565,,,ddg_kcal_per_mol(delta=1.0),3.8523,2.1427,2.3615,6.2138,ShallowMsa_006,0.289228348782934,-1.1606714294632516,Amb,-0.3254538299702131,0.15060190331061812
1xtgB_3j97M,ShallowMsa_007,DDG,-1.5488,-8.1861,-1.5488,-8.1861,6.6372,6.6372,10,10,0,1.0,F1,1.6807,F1,4.9565,,,ddg_kcal_per_mol(delta=1.0),6.6372,2.4646,1.5488,8.1861,ShallowMsa_007,0.3118012223677395,1.6315749986983568,Amb,-0.3254538299702131,0.15060190331061812
1xtgB_3j97M,ShallowMsa_008,DDG,-1.6722,-7.2328,-1.6722,-7.2328,5.5606,5.5606,10,9,1,0.9,F1,0.6041,Amb,4.9565,,,ddg_kcal_per_mol(delta=1.0),5.5606,3.0193,1.6722,7.2328,ShallowMsa_008,0.4546661546860669,0.6014709380897917,Amb,-0.3254538299702131,0.15060190331061812
1xtgB_3j97M,ShallowMsa_009,DDG,-2.5249,-7.2228,-2.5249,-7.2228,4.6979,4.6979,10,9,1,0.9,F1,-0.2586,Amb,4.9565,,,ddg_kcal_per_mol(delta=1.0),4.6979,2.8917,2.5249,7.2228,ShallowMsa_009,0.2985225256983772,-0.3120466039896999,Amb,-0.3254538299702131,0.15060190331061812
1xtgB_3j97M,ShallowMsa_010,DDG,-1.3648,-5.2339,-1.3648,-5.2339,3.8691,3.8691,10,10,0,1.0,F1,-1.0874,F2,4.9565,,,ddg_kcal_per_mol(delta=1.0),3.8691,1.5343,1.3648,5.2339,ShallowMsa_010,0.2491076232832505,-1.1569288732383072,Amb,-0.3254538299702131,0.15060190331061812
1xtgB_3j97M,ShallowMsa_011,DDG,-1.9681,-7.0359,-1.9681,-7.0359,5.0678,5.0678,10,10,0,1.0,F1,0.1113,Amb,4.9565,,,ddg_kcal_per_mol(delta=1.0),5.0678,2.7757,1.9681,7.0359,ShallowMsa_011,0.3002584348745857,0.0584183543001776,Amb,-0.3254538299702131,0.15060190331061812
1xtgB_3j97M,ShallowMsa_012,DDG,-2.6276,-5.3896,-2.6276,-5.3896,2.762,2.762,10,10,0,1.0,F1,-2.1945,F2,4.9565,,,ddg_kcal_per_mol(delta=1.0),2.762,0.964,2.6276,5.3896,ShallowMsa_012,0.2578704397249895,-2.2611769810660176,F2,-0.3254538299702131,0.15060190331061812
1xtgB_3j97M,ShallowMsa_013,DDG,-1.1513,-5.7191,-1.1513,-5.7191,4.5678,4.5678,10,9,1,0.9,F1,-0.3887,Amb,4.9565,,,ddg_kcal_per_mol(delta=1.0),4.5678,2.4831,1.1513,5.7191,ShallowMsa_013,0.6828419938598004,-0.31706836114444936,Amb,-0.3254538299702131,0.15060190331061812
1xtgB_3j97M,ShallowMsa_014,DDG,-1.2567,-6.1892,-1.2567,-6.1892,4.9325,4.9325,10,9,1,0.9,F1,-0.024,Amb,4.9565,,,ddg_kcal_per_mol(delta=1.0),4.9325,2.1415,1.2567,6.1892,ShallowMsa_014,0.6658461863389568,0.04210028820445554,Amb,-0.3254538299702131,0.15060190331061812
1xtgB_3j97M,ShallowMsa_015,DDG,-1.7299,-8.2439,-1.7299,-8.2439,6.514,6.514,10,10,0,1.0,F1,1.5575,F1,4.9565,,,ddg_kcal_per_mol(delta=1.0),6.514,3.4528,1.7299,8.2439,ShallowMsa_015,0.3247525770445703,1.5125900666812342,Amb,-0.3254538299702131,0.15060190331061812
1xtgB_3j97M,ShallowMsa_016,DDG,-1.7363,-6.7168,-1.7363,-6.7168,4.9805,4.9805,10,10,0,1.0,F1,0.024,Amb,4.9565,,,ddg_kcal_per_mol(delta=1.0),4.9805,2.7548,1.7363,6.7168,ShallowMsa_016,0.4345641806690506,0.014828673655992032,Amb,-0.3254538299702131,0.15060190331061812
1xtgB_3j97M,ShallowMsa_017,DDG,-1.61,-8.5476,-1.61,-8.5476,6.9377,6.9377,10,10,0,1.0,F1,1.9812,F1,4.9565,,,ddg_kcal_per_mol(delta=1.0),6.9377,3.936,1.61,8.5476,ShallowMsa_017,0.3779641994878043,1.9536079930043135,Amb,-0.3254538299702131,0.15060190331061812
1xtgB_3j97M,ShallowMsa_018,DDG,-1.5358,-4.5071,-1.5358,-4.5071,2.9713,2.9713,10,10,0,1.0,F1,-1.9852,F2,4.9565,,,ddg_kcal_per_mol(delta=1.0),2.9713,1.3646,1.5358,4.5071,ShallowMsa_018,0.2607163168815501,-2.05095077944579,F2,-0.3254538299702131,0.15060190331061812
1xtgB_3j97M,ShallowMsa_019,DDG,-1.1856,-4.4476,-1.1856,-4.4476,3.262,3.262,10,10,0,1.0,F1,-1.6945,F2,4.9565,,,ddg_kcal_per_mol(delta=1.0),3.262,2.9952,1.1856,4.4476,ShallowMsa_019,0.5816556716485438,-1.6557998372487028,Amb,-0.3254538299702131,0.15060190331061812
1xtgB_3j97M,ShallowMsa_000,Boltz2,0.2109,0.3313,0.2109,0.3313,-0.1204,-0.1204,1,0,1,0.0,F2,-0.0367,Amb,-0.0837,,,,,,,,ShallowMsa_000,0.4258692030876777,-0.05369330697420157,F2,-0.0109968282690367,0.02167651746562827
1xtgB_3j97M,ShallowMsa_001,Boltz2,0.2158,0.2873,0.2158,0.2873,-0.0715,-0.0715,1,0,1,0.0,F2,0.0122,Amb,-0.0837,,,,,,,,ShallowMsa_001,0.465185276611158,-0.004360954865451032,Amb,-0.0109968282690367,0.02167651746562827
1xtgB_3j97M,ShallowMsa_002,Boltz2,0.3437,0.2607,0.3437,0.2607,0.083,0.083,1,1,0,1.0,F1,0.1667,F1,-0.0837,,,,,,,,ShallowMsa_002,0.3043262022432599,0.14837010551820898,F1,-0.0109968282690367,0.02167651746562827
1xtgB_3j97M,ShallowMsa_003,Boltz2,0.2187,0.3091,0.2187,0.3091,-0.0904,-0.0904,1,0,1,0.0,F2,-0.0067,Amb,-0.0837,,,,,,,,ShallowMsa_003,0.3803313396663203,-0.024194079037985084,Amb,-0.0109968282690367,0.02167651746562827
1xtgB_3j97M,ShallowMsa_004,Boltz2,0.2166,0.291,0.2166,0.291,-0.0745,-0.0745,1,0,1,0.0,F2,0.0092,Amb,-0.0837,,,,,,,,ShallowMsa_004,0.3995524461369794,-0.008082707830986371,Amb,-0.0109968282690367,0.02167651746562827
1xtgB_3j97M,ShallowMsa_005,Boltz2,0.2167,0.3238,0.2167,0.3238,-0.107,-0.107,1,0,1,0.0,F2,-0.0233,Amb,-0.0837,,,,,,,,ShallowMsa_005,0.5727558548346241,-0.038678019689926596,Amb,-0.0109968282690367,0.02167651746562827
1xtgB_3j97M,ShallowMsa_007,Boltz2,0.2147,0.3309,0.2147,0.3309,-0.1162,-0.1162,1,0,1,0.0,F2,-0.0325,Amb,-0.0837,,,,,,,,ShallowMsa_007,0.3118012223677395,-0.050747692969174515,F2,-0.0109968282690367,0.02167651746562827
1xtgB_3j97M,ShallowMsa_008,Boltz2,0.2069,0.3151,0.2069,0.3151,-0.1082,-0.1082,1,0,1,0.0,F2,-0.0246,Amb,-0.0837,,,,,,,,ShallowMsa_008,0.4546661546860669,-0.04127663184280232,Amb,-0.0109968282690367,0.02167651746562827
1xtgB_3j97M,ShallowMsa_010,Boltz2,0.2164,0.2911,0.2164,0.2911,-0.0747,-0.0747,1,0,1,0.0,F2,0.0089,Amb,-0.0837,,,,,,,,ShallowMsa_010,0.2491076232832505,-0.010037123711874476,Amb,-0.0109968282690367,0.02167651746562827
