pair_id,cluster,method,TM1_max,TM2_max,TM1_mean,TM2_mean,TMdiff_max,TMdiff_mean,n_models,n_toward_f1,n_toward_f2,vote_frac_f1,pref,TMdiff_centered,pref_centered,pair_median_used,t1_recall,t2_recall,metric_used,ddg_bias_mean,ddg_bias_std,ddg_sum_F1_mean,ddg_sum_F2_mean
1jfkA_2nxqB,ShallowMsa_013,AF2,0.4579,0.4706,0.4125,0.4352,-0.0127,-0.0227,2,0,2,0.0,Amb,-0.0162,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_014,AF2,0.4663,0.4564,0.4244,0.4329,0.0099,-0.0085,2,1,1,0.5,Amb,0.0064,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_015,AF2,0.4002,0.3927,0.4002,0.3927,0.0075,0.0075,2,2,0,1.0,Amb,0.004,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_016,AF2,0.4686,0.4621,0.4081,0.4265,0.0065,-0.0184,2,1,1,0.5,Amb,0.003,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_017,AF2,0.4588,0.465,0.3936,0.4252,-0.0062,-0.0317,2,0,2,0.0,Amb,-0.0097,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_018,AF2,0.4038,0.3642,0.4038,0.3642,0.0396,0.0396,2,2,0,1.0,Amb,0.0361,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_019,AF2,0.4623,0.4459,0.4167,0.4293,0.0165,-0.0126,2,1,1,0.5,Amb,0.013,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_020,AF2,0.4458,0.4619,0.3969,0.4452,-0.0161,-0.0482,2,0,2,0.0,Amb,-0.0196,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_021,AF2,0.4676,0.4564,0.4137,0.4401,0.0111,-0.0264,2,1,1,0.5,Amb,0.0076,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_022,AF2,0.4667,0.4612,0.4381,0.4246,0.0056,0.0134,2,2,0,1.0,Amb,0.0021,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_023,AF2,0.4681,0.4726,0.423,0.4558,-0.0044,-0.0329,2,0,2,0.0,Amb,-0.0079,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_024,AF2,0.251,0.4751,0.2249,0.3964,-0.2241,-0.1715,2,0,2,0.0,F2,-0.2276,F2,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_025,AF2,0.4501,0.4629,0.3931,0.4185,-0.0128,-0.0254,2,0,2,0.0,Amb,-0.0163,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_026,AF2,0.4618,0.459,0.4111,0.4404,0.0028,-0.0293,2,1,1,0.5,Amb,-0.0007,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_027,AF2,0.462,0.4534,0.416,0.4271,0.0086,-0.0112,2,1,1,0.5,Amb,0.0051,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_028,AF2,0.4598,0.4561,0.4271,0.3897,0.0037,0.0373,2,2,0,1.0,Amb,0.0002,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_029,AF2,0.4649,0.4585,0.4092,0.4426,0.0064,-0.0334,2,1,1,0.5,Amb,0.0029,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_030,AF2,0.4618,0.4603,0.4152,0.444,0.0016,-0.0287,2,1,1,0.5,Amb,-0.0019,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_031,AF2,0.4686,0.4497,0.4235,0.3925,0.019,0.031,2,2,0,1.0,Amb,0.0155,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_032,AF2,0.4618,0.4673,0.4618,0.4673,-0.0054,-0.0054,2,0,2,0.0,Amb,-0.0089,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_033,AF2,0.4503,0.4557,0.407,0.4389,-0.0054,-0.032,2,0,2,0.0,Amb,-0.0089,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_034,AF2,0.4476,0.4513,0.4037,0.44,-0.0038,-0.0364,2,0,2,0.0,Amb,-0.0073,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_035,AF2,0.4682,0.4492,0.4171,0.445,0.019,-0.028,2,1,1,0.5,Amb,0.0155,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_036,AF2,0.466,0.4508,0.4128,0.4368,0.0153,-0.024,2,1,1,0.5,Amb,0.0118,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_037,AF2,0.4226,0.498,0.4226,0.498,-0.0754,-0.0754,2,0,2,0.0,F2,-0.0789,F2,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_038,AF2,0.4571,0.4589,0.3931,0.4321,-0.0018,-0.039,2,0,2,0.0,Amb,-0.0053,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_039,AF2,0.4682,0.4601,0.4124,0.4392,0.0081,-0.0267,2,1,1,0.5,Amb,0.0046,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_040,AF2,0.4595,0.4579,0.4075,0.432,0.0016,-0.0245,2,1,1,0.5,Amb,-0.0019,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_041,AF2,0.4721,0.53,0.4721,0.53,-0.0578,-0.0578,2,0,2,0.0,F2,-0.0613,F2,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_042,AF2,0.4578,0.4588,0.3966,0.4355,-0.001,-0.0389,2,0,2,0.0,Amb,-0.0045,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_043,AF2,0.4614,0.4538,0.3945,0.445,0.0075,-0.0505,2,1,1,0.5,Amb,0.004,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_044,AF2,0.4575,0.4565,0.4162,0.4465,0.0011,-0.0303,2,1,1,0.5,Amb,-0.0024,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_045,AF2,0.4693,0.4583,0.4143,0.4214,0.0111,-0.0071,2,1,1,0.5,Amb,0.0076,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_046,AF2,0.4687,0.4506,0.4309,0.4247,0.0181,0.0062,2,1,1,0.5,Amb,0.0146,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_047,AF2,0.4509,0.452,0.4075,0.4188,-0.0011,-0.0113,2,0,2,0.0,Amb,-0.0046,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_048,AF2,0.4596,0.4595,0.4029,0.3986,0.0001,0.0043,2,2,0,1.0,Amb,-0.0034,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_049,AF2,0.4639,0.4501,0.4092,0.4232,0.0138,-0.014,2,1,1,0.5,Amb,0.0103,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_050,AF2,0.4665,0.4531,0.3989,0.4035,0.0134,-0.0045,2,1,1,0.5,Amb,0.0099,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_051,AF2,0.4628,0.4414,0.4169,0.4297,0.0215,-0.0129,2,1,1,0.5,Amb,0.018,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_052,AF2,0.4572,0.452,0.3745,0.3816,0.0052,-0.0071,2,1,1,0.5,Amb,0.0017,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_053,AF2,0.4669,0.4579,0.411,0.4199,0.0091,-0.009,2,1,1,0.5,Amb,0.0056,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_054,AF2,0.4604,0.4546,0.3993,0.4255,0.0058,-0.0262,2,1,1,0.5,Amb,0.0023,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_055,AF2,0.4754,0.4732,0.4222,0.4503,0.0022,-0.028,2,1,1,0.5,Amb,-0.0013,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_056,AF2,0.4447,0.4422,0.3963,0.4144,0.0026,-0.0181,2,1,1,0.5,Amb,-0.0009,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_057,AF2,0.4389,0.4519,0.3906,0.4256,-0.013,-0.035,2,0,2,0.0,Amb,-0.0165,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_058,AF2,0.4607,0.4651,0.4089,0.4381,-0.0044,-0.0292,2,0,2,0.0,Amb,-0.0079,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_059,AF2,0.4524,0.4542,0.4163,0.4485,-0.0017,-0.0322,2,0,2,0.0,Amb,-0.0052,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_060,AF2,0.4088,0.3659,0.4088,0.3659,0.0429,0.0429,2,2,0,1.0,Amb,0.0394,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_061,AF2,0.4614,0.4682,0.4168,0.4472,-0.0069,-0.0304,2,0,2,0.0,Amb,-0.0104,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_062,AF2,0.454,0.451,0.4266,0.4337,0.003,-0.0071,2,1,1,0.5,Amb,-0.0005,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_063,AF2,0.4791,0.5051,0.4791,0.5051,-0.026,-0.026,2,0,2,0.0,Amb,-0.0295,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_064,AF2,0.4624,0.462,0.4163,0.4477,0.0004,-0.0314,2,1,1,0.5,Amb,-0.0031,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_065,AF2,0.449,0.4399,0.4108,0.4384,0.0091,-0.0276,2,1,1,0.5,Amb,0.0056,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_066,AF2,0.4665,0.4445,0.4087,0.4297,0.0219,-0.021,2,1,1,0.5,Amb,0.0184,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_067,AF2,0.469,0.4473,0.4138,0.3949,0.0217,0.0188,2,2,0,1.0,Amb,0.0182,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_068,AF2,0.436,0.4435,0.4113,0.4314,-0.0074,-0.0201,2,0,2,0.0,Amb,-0.0109,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_069,AF2,0.4631,0.4504,0.393,0.4224,0.0127,-0.0294,2,1,1,0.5,Amb,0.0092,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_070,AF2,0.4651,0.4667,0.3669,0.3604,-0.0016,0.0065,2,1,1,0.5,Amb,-0.0051,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_071,AF2,0.4449,0.46,0.4079,0.4267,-0.0152,-0.0188,2,0,2,0.0,Amb,-0.0187,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_072,AF2,0.4266,0.377,0.4266,0.377,0.0496,0.0496,2,2,0,1.0,Amb,0.0461,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_073,AF2,0.4643,0.4532,0.3388,0.3872,0.0112,-0.0484,2,1,1,0.5,Amb,0.0077,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_074,AF2,0.4697,0.4336,0.4078,0.4128,0.0361,-0.005,2,1,1,0.5,Amb,0.0326,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_075,AF2,0.4612,0.4732,0.4157,0.4462,-0.012,-0.0305,2,0,2,0.0,Amb,-0.0155,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_076,AF2,0.4631,0.4595,0.3996,0.382,0.0037,0.0177,2,2,0,1.0,Amb,0.0002,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_077,AF2,0.4599,0.4484,0.4177,0.3941,0.0115,0.0236,2,2,0,1.0,Amb,0.008,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_078,AF2,0.4388,0.4556,0.405,0.4324,-0.0168,-0.0274,2,0,2,0.0,Amb,-0.0203,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_079,AF2,0.4633,0.4565,0.3923,0.4263,0.0068,-0.034,2,1,1,0.5,Amb,0.0033,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_080,AF2,0.4467,0.4531,0.3959,0.3878,-0.0063,0.0081,2,1,1,0.5,Amb,-0.0098,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_081,AF2,0.4704,0.456,0.4204,0.4253,0.0144,-0.005,2,1,1,0.5,Amb,0.0109,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_082,AF2,0.465,0.4714,0.3893,0.386,-0.0064,0.0032,2,1,1,0.5,Amb,-0.0099,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_083,AF2,0.4608,0.4584,0.4155,0.4157,0.0024,-0.0001,2,1,1,0.5,Amb,-0.0011,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_084,AF2,0.447,0.469,0.4191,0.4587,-0.022,-0.0397,2,0,2,0.0,Amb,-0.0255,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_085,AF2,0.4683,0.4488,0.3996,0.3993,0.0195,0.0002,2,1,1,0.5,Amb,0.016,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_086,AF2,0.438,0.4515,0.406,0.4238,-0.0135,-0.0179,2,0,2,0.0,Amb,-0.017,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_087,AF2,0.4631,0.4598,0.4105,0.4298,0.0033,-0.0193,2,1,1,0.5,Amb,-0.0002,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_088,AF2,0.4514,0.4665,0.3978,0.4363,-0.015,-0.0385,2,0,2,0.0,Amb,-0.0185,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_089,AF2,0.4458,0.4312,0.4124,0.4286,0.0146,-0.0162,2,1,1,0.5,Amb,0.0111,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_090,AF2,0.4456,0.4531,0.323,0.381,-0.0075,-0.058,2,0,2,0.0,Amb,-0.011,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_091,AF2,0.4545,0.4584,0.4065,0.4445,-0.0039,-0.0379,2,0,2,0.0,Amb,-0.0074,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_092,AF2,0.4653,0.4469,0.402,0.4301,0.0184,-0.028,2,1,1,0.5,Amb,0.0149,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_093,AF2,0.4531,0.4671,0.4148,0.4251,-0.014,-0.0104,2,0,2,0.0,Amb,-0.0175,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_094,AF2,0.4514,0.4613,0.3958,0.4166,-0.0099,-0.0208,2,0,2,0.0,Amb,-0.0134,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_095,AF2,0.4536,0.4249,0.419,0.3712,0.0287,0.0478,2,2,0,1.0,Amb,0.0252,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_096,AF2,0.459,0.458,0.4161,0.4575,0.001,-0.0414,2,1,1,0.5,Amb,-0.0025,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_097,AF2,0.4609,0.4661,0.4062,0.3933,-0.0051,0.0129,2,1,1,0.5,Amb,-0.0086,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_098,AF2,0.4363,0.4442,0.4195,0.4296,-0.0079,-0.0101,2,1,1,0.5,Amb,-0.0114,Amb,0.0035,,,,,,,
1jfkA_2nxqB,ShallowMsa_099,AF2,0.4436,0.4552,0.417,0.4285,-0.0117,-0.0115,2,0,2,0.0,Amb,-0.0152,Amb,0.0035,,,,,,,
1jfkA_2nxqB,DeepMsa,AF3,0.4464,0.4648,0.4162,0.4608,-0.0184,-0.0446,2,0,2,0.0,Amb,-0.0184,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_000,AF3,0.4426,0.4546,0.3923,0.4319,-0.012,-0.0396,2,0,2,0.0,Amb,-0.0024,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_001,AF3,0.4465,0.4583,0.3993,0.4382,-0.0117,-0.0389,2,0,2,0.0,Amb,-0.0021,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_002,AF3,0.4473,0.4554,0.3987,0.426,-0.0081,-0.0273,2,0,2,0.0,Amb,0.0015,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_003,AF3,0.444,0.4579,0.406,0.4141,-0.0139,-0.0081,2,0,2,0.0,Amb,-0.0043,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_004,AF3,0.4469,0.4559,0.4013,0.4423,-0.009,-0.0411,2,0,2,0.0,Amb,0.0006,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_005,AF3,0.4468,0.4576,0.3862,0.4247,-0.0109,-0.0386,2,0,2,0.0,Amb,-0.0013,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_006,AF3,0.4465,0.456,0.4044,0.4426,-0.0095,-0.0382,2,0,2,0.0,Amb,0.0001,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_007,AF3,0.4463,0.4568,0.394,0.422,-0.0105,-0.028,2,0,2,0.0,Amb,-0.0009,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_008,AF3,0.4433,0.4538,0.3171,0.4124,-0.0105,-0.0953,2,0,2,0.0,Amb,-0.0009,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_009,AF3,0.3576,0.4931,0.3576,0.4931,-0.1355,-0.1355,2,0,2,0.0,F2,-0.1259,F2,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_010,AF3,0.4466,0.4586,0.3949,0.4161,-0.012,-0.0212,2,0,2,0.0,Amb,-0.0024,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_011,AF3,0.4464,0.4556,0.4014,0.4398,-0.0092,-0.0385,2,0,2,0.0,Amb,0.0004,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_012,AF3,0.4465,0.4581,0.3857,0.4251,-0.0116,-0.0394,2,0,2,0.0,Amb,-0.002,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_013,AF3,0.4478,0.4596,0.4039,0.4579,-0.0118,-0.054,2,0,2,0.0,Amb,-0.0022,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_014,AF3,0.4455,0.4587,0.4076,0.4445,-0.0132,-0.0369,2,0,2,0.0,Amb,-0.0036,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_015,AF3,0.3812,0.39,0.3812,0.39,-0.0088,-0.0088,2,0,2,0.0,Amb,0.0008,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_016,AF3,0.4463,0.4584,0.3962,0.4259,-0.0121,-0.0297,2,0,2,0.0,Amb,-0.0025,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_017,AF3,0.4466,0.4586,0.3862,0.4215,-0.0121,-0.0354,2,0,2,0.0,Amb,-0.0025,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_018,AF3,0.4397,0.8912,0.4397,0.8912,-0.4514,-0.4514,2,0,2,0.0,F2,-0.4418,F2,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_019,AF3,0.4452,0.4557,0.4091,0.4264,-0.0104,-0.0173,2,0,2,0.0,Amb,-0.0008,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_020,AF3,0.448,0.4553,0.3949,0.4326,-0.0073,-0.0377,2,0,2,0.0,Amb,0.0023,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_021,AF3,0.4478,0.456,0.4037,0.4413,-0.0082,-0.0377,2,0,2,0.0,Amb,0.0014,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_022,AF3,0.446,0.4554,0.4016,0.4383,-0.0093,-0.0367,2,0,2,0.0,Amb,0.0003,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_023,AF3,0.446,0.4557,0.4161,0.448,-0.0097,-0.0319,2,0,2,0.0,Amb,-0.0001,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_024,AF3,0.4467,0.4558,0.3347,0.4511,-0.0091,-0.1164,2,0,2,0.0,Amb,0.0005,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_025,AF3,0.4453,0.4566,0.386,0.4184,-0.0113,-0.0324,2,0,2,0.0,Amb,-0.0017,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_026,AF3,0.4447,0.4584,0.402,0.4399,-0.0137,-0.0379,2,0,2,0.0,Amb,-0.0041,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_027,AF3,0.4443,0.4521,0.3941,0.4252,-0.0078,-0.031,2,0,2,0.0,Amb,0.0018,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_028,AF3,0.4455,0.4559,0.3767,0.422,-0.0104,-0.0453,2,0,2,0.0,Amb,-0.0008,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_029,AF3,0.4466,0.4559,0.3961,0.442,-0.0093,-0.0459,2,0,2,0.0,Amb,0.0003,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_030,AF3,0.443,0.4588,0.4025,0.4463,-0.0158,-0.0438,2,0,2,0.0,Amb,-0.0062,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_031,AF3,0.4484,0.458,0.3949,0.4325,-0.0096,-0.0377,2,0,2,0.0,Amb,0.0,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_032,AF3,0.409,0.7244,0.409,0.7244,-0.3154,-0.3154,2,0,2,0.0,F2,-0.3058,F2,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_033,AF3,0.4464,0.4561,0.4065,0.4445,-0.0096,-0.038,2,0,2,0.0,Amb,0.0,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_034,AF3,0.4482,0.4555,0.3993,0.4317,-0.0073,-0.0325,2,0,2,0.0,Amb,0.0023,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_035,AF3,0.4468,0.4564,0.404,0.4502,-0.0096,-0.0462,2,0,2,0.0,Amb,0.0,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_036,AF3,0.447,0.4559,0.4018,0.4391,-0.009,-0.0373,2,0,2,0.0,Amb,0.0006,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_037,AF3,0.3704,0.4027,0.3704,0.4027,-0.0323,-0.0323,2,0,2,0.0,Amb,-0.0227,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_038,AF3,0.4471,0.4556,0.3915,0.4303,-0.0086,-0.0388,2,0,2,0.0,Amb,0.001,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_039,AF3,0.4477,0.4565,0.3994,0.4336,-0.0088,-0.0342,2,0,2,0.0,Amb,0.0008,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_040,AF3,0.4474,0.4586,0.3914,0.4256,-0.0112,-0.0342,2,0,2,0.0,Amb,-0.0016,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_041,AF3,0.4401,0.687,0.4401,0.687,-0.2469,-0.2469,2,0,2,0.0,F2,-0.2373,F2,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_042,AF3,0.4465,0.4586,0.3922,0.4362,-0.012,-0.044,2,0,2,0.0,Amb,-0.0024,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_043,AF3,0.4469,0.4566,0.3857,0.4478,-0.0097,-0.0621,2,0,2,0.0,Amb,-0.0001,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_044,AF3,0.4458,0.4558,0.4092,0.444,-0.01,-0.0347,2,0,2,0.0,Amb,-0.0004,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_045,AF3,0.4464,0.4592,0.3905,0.4409,-0.0127,-0.0504,2,0,2,0.0,Amb,-0.0031,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_046,AF3,0.4474,0.4563,0.4145,0.4377,-0.0089,-0.0232,2,0,2,0.0,Amb,0.0007,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_047,AF3,0.4485,0.4559,0.3851,0.4337,-0.0074,-0.0486,2,0,2,0.0,Amb,0.0022,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_048,AF3,0.4465,0.4557,0.3914,0.4171,-0.0092,-0.0257,2,0,2,0.0,Amb,0.0004,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_049,AF3,0.4462,0.4586,0.399,0.435,-0.0125,-0.0361,2,0,2,0.0,Amb,-0.0029,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_050,AF3,0.4465,0.4555,0.3842,0.4066,-0.009,-0.0224,2,0,2,0.0,Amb,0.0006,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_051,AF3,0.4424,0.4524,0.4029,0.4343,-0.01,-0.0314,2,0,2,0.0,Amb,-0.0004,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_052,AF3,0.4472,0.4559,0.3693,0.3717,-0.0087,-0.0023,2,1,1,0.5,Amb,0.0009,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_053,AF3,0.4467,0.4561,0.3959,0.4289,-0.0094,-0.033,2,0,2,0.0,Amb,0.0002,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_054,AF3,0.4438,0.4549,0.3802,0.4277,-0.0111,-0.0475,2,0,2,0.0,Amb,-0.0015,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_055,AF3,0.4428,0.4513,0.4061,0.4437,-0.0085,-0.0377,2,0,2,0.0,Amb,0.0011,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_056,AF3,0.4486,0.4557,0.3888,0.4151,-0.0071,-0.0263,2,0,2,0.0,Amb,0.0025,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_057,AF3,0.448,0.4553,0.3911,0.4359,-0.0073,-0.0449,2,0,2,0.0,Amb,0.0023,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_058,AF3,0.447,0.4561,0.4039,0.4306,-0.0091,-0.0268,2,0,2,0.0,Amb,0.0005,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_059,AF3,0.4486,0.4555,0.4048,0.4474,-0.0068,-0.0426,2,0,2,0.0,Amb,0.0028,Amb,-0.0096,,,,,,,
1jfkA_2nxqB,ShallowMsa_060,AF3,0.4712,0.4829,0.4712,0.4829,-0.0118,-0.0118,2,0,2,0.0,Amb,-0.0022,Amb,-0.0096,,,,,,,
