pair_id,cluster,n,neff,AF2_TM1,AF2_TM2,AF3_TM1,AF3_TM2,RE-MSAT-COM,RE-MSAT1,RE-MSAT2,ESM_SEQIDS,ESM_TM1_LIST,ESM_TM2_LIST,DDG_Bias,DDG_Bias_std,DDG_frac_F1,Boltz2_pref,S4PRED_pref,CCMpred_pref,BioEmu_pref
2k42A_1ceeB,018,83.0,19.0,0.185,0.21,0.204,0.239,0.08,0.069,0.091,001; 004; 001; 004; 005; 005; 002; 002; 006; 003,0.65; 0.64; 0.64; 0.62; 0.52; 0.52; 0.51; 0.51; 0.42; 0.41,0.28; 0.28; 0.29; 0.28; 0.30; 0.30; 0.21; 0.21; 0.26; 0.25,-7.126,2.09,0.0,0.048,-0.235,0.0,-0.026
2k42A_1ceeB,019,82.0,15.0,0.195,0.264,0.232,0.272,0.125,0.042,0.057,007; 007; 006; 006; 001; 001; 002; 002; 003; 004,0.47; 0.46; 0.40; 0.39; 0.37; 0.37; 0.33; 0.33; 0.30; 0.30,0.28; 0.28; 0.33; 0.34; 0.34; 0.34; 0.23; 0.24; 0.32; 0.30,-9.798,3.146,0.0,-0.014,-0.235,0.0,-0.028
2k42A_1ceeB,020,80.0,37.0,0.266,0.288,0.213,0.259,,,,,,,-13.684,5.244,0.0,0.009,-0.191,,-0.033
2k42A_1ceeB,021,79.0,42.0,0.797,0.349,0.807,0.287,,,,,,,-8.557,4.335,0.0,0.041,-0.236,,0.143
2k42A_1ceeB,022,75.0,24.0,0.333,0.323,0.293,0.257,,,,,,,-11.577,3.562,0.0,0.021,-0.151,,-0.003
2k42A_1ceeB,023,74.0,12.0,0.353,0.24,0.332,0.281,,,,,,,-12.364,3.788,0.0,-0.029,0.19,,-0.027
2k42A_1ceeB,024,73.0,5.0,0.414,0.272,0.378,0.245,,,,,,,-1.554,1.467,0.1,0.208,0.09,,0.009
2k42A_1ceeB,025,73.0,2.0,0.387,0.267,0.356,0.257,,,,,,,-2.568,0.896,0.0,0.122,0.02,,0.01
2k42A_1ceeB,026,71.0,21.0,0.311,0.279,0.285,0.255,,,,,,,-10.87,4.821,0.0,-0.0,-0.04,,-0.025
2k42A_1ceeB,027,70.0,25.0,0.261,0.232,0.227,0.247,,,,,,,-7.823,2.975,0.0,-0.044,-0.1,,-0.01
2k42A_1ceeB,028,70.0,34.0,0.462,0.308,0.453,0.32,,,,,,,-9.071,3.617,0.0,-0.003,0.129,,-0.021
2k42A_1ceeB,029,68.0,7.0,0.199,0.23,0.168,0.216,,,,,,,-10.827,2.953,0.0,0.029,-0.244,,-0.033
2k42A_1ceeB,030,68.0,49.0,0.285,0.371,0.313,0.266,,,,,,,-12.44,2.534,0.0,0.039,-0.178,,-0.009
2k42A_1ceeB,031,67.0,21.0,0.447,0.296,0.374,0.305,,,,,,,-10.712,4.184,0.0,0.103,0.104,,-0.044
2k42A_1ceeB,032,66.0,41.0,0.302,0.338,0.318,0.253,,,,,,,-10.049,3.399,0.0,0.054,-0.17,,0.004
2k42A_1ceeB,033,65.0,19.0,0.279,0.301,0.282,0.292,,,,,,,-11.683,5.553,0.0,-0.12,0.107,,-0.022
2k42A_1ceeB,034,65.0,11.0,0.425,0.288,0.358,0.247,,,,,,,-10.944,4.898,0.0,0.032,0.174,,-0.013
2k42A_1ceeB,035,62.0,23.0,0.359,0.283,0.363,0.251,,,,,,,-6.273,4.007,0.0,0.068,0.023,,0.009
2k42A_1ceeB,036,60.0,14.0,0.251,0.315,0.256,0.327,,,,,,,-11.586,2.252,0.0,0.018,-0.033,,0.004
2k42A_1ceeB,037,58.0,5.0,0.219,0.224,0.275,0.268,,,,,,,-6.848,2.84,0.0,0.009,-0.178,,-0.026
2k42A_1ceeB,038,56.0,31.0,0.336,0.365,0.351,0.337,,,,,,,-8.953,3.017,0.0,0.088,0.1,,-0.005
2k42A_1ceeB,039,56.0,3.0,0.635,0.261,0.522,0.242,,,,,,,-2.412,1.42,0.1,0.368,0.253,,0.104
2k42A_1ceeB,040,56.0,1.0,0.594,0.306,0.734,0.335,,,,,,,-1.672,1.235,0.1,0.272,0.206,,0.09
2k42A_1ceeB,041,55.0,18.0,0.329,0.335,0.297,0.336,,,,,,,-10.079,1.659,0.0,0.003,-0.126,,-0.016
2k42A_1ceeB,042,54.0,15.0,0.216,0.283,0.205,0.249,,,,,,,-6.944,3.237,0.0,-0.104,-0.247,,-0.032
2k42A_1ceeB,043,54.0,11.0,0.407,0.3,0.376,0.264,,,,,,,-8.719,4.558,0.0,0.115,0.234,,-0.019
2k42A_1ceeB,044,53.0,23.0,0.409,0.274,0.439,0.264,,,,,,,-12.139,4.978,0.0,0.13,-0.031,,0.027
2k42A_1ceeB,045,53.0,9.0,0.295,0.313,0.33,0.307,,,,,,,-8.993,4.363,0.0,0.056,0.053,,-0.002
2k42A_1ceeB,046,53.0,14.0,0.467,0.281,0.427,0.353,,,,,,,-8.649,2.996,0.0,0.046,0.188,,0.001
2k42A_1ceeB,047,50.0,29.0,0.802,0.318,0.797,0.295,,,,,,,-13.727,5.382,0.0,0.132,-0.009,,0.131
2k42A_1ceeB,048,48.0,16.0,0.46,0.321,0.337,0.305,,,,,,,-6.364,2.565,0.0,0.105,0.139,,0.028
2k42A_1ceeB,049,48.0,19.0,0.582,0.297,0.558,0.267,,,,,,,-7.074,2.966,0.0,0.19,0.214,,0.036
2k42A_1ceeB,050,47.0,28.0,0.357,0.446,0.332,0.387,,,,,,,-13.461,4.802,0.0,0.052,0.042,,-0.022
2k42A_1ceeB,051,47.0,26.0,0.349,0.33,0.233,0.234,,,,,,,-11.993,3.403,0.0,0.108,-0.069,,-0.023
2k42A_1ceeB,052,46.0,36.0,0.721,0.324,0.8,0.263,,,,,,,-9.457,4.71,0.0,-0.244,-0.235,,0.16
2k42A_1ceeB,053,46.0,4.0,0.379,0.264,0.382,0.282,,,,,,,-7.729,6.031,0.0,0.095,0.261,,0.09
2k42A_1ceeB,054,43.0,6.0,0.232,0.226,0.213,0.198,,,,,,,-6.545,2.516,0.0,-0.047,-0.261,,-0.022
2k42A_1ceeB,055,43.0,7.0,0.315,0.306,0.431,0.23,,,,,,,-8.694,3.409,0.0,0.213,0.192,,-0.012
2k42A_1ceeB,056,43.0,9.0,0.796,0.283,0.717,0.292,,,,,,,-3.311,2.558,0.0,0.387,0.043,,0.157
2k42A_1ceeB,057,41.0,6.0,0.242,0.343,0.229,0.282,,,,,,,-9.728,4.541,0.0,-0.066,-0.141,,-0.016
2k42A_1ceeB,058,41.0,9.0,0.261,0.361,0.305,0.311,,,,,,,-7.426,2.942,0.0,0.015,-0.126,,0.024
2k42A_1ceeB,059,41.0,10.0,0.416,0.281,0.465,0.268,,,,,,,-7.36,4.028,0.0,0.056,-0.023,,-0.019
2k42A_1ceeB,060,41.0,16.0,0.635,0.276,0.601,0.271,,,,,,,-9.758,2.771,0.0,0.241,0.246,,0.174
2k42A_1ceeB,061,40.0,14.0,0.323,0.282,0.393,0.256,,,,,,,-8.186,2.864,0.0,0.036,-0.196,,-0.021
2k42A_1ceeB,062,40.0,18.0,0.265,0.257,0.253,0.31,,,,,,,-6.89,1.062,0.0,0.001,-0.107,,-0.006
2k42A_1ceeB,063,39.0,6.0,0.82,0.327,0.666,0.326,,,,,,,-2.885,1.373,0.0,0.276,0.206,,0.189
2k42A_1ceeB,064,38.0,13.0,0.467,0.337,0.442,0.288,,,,,,,-4.536,3.36,0.1,0.144,-0.218,,-0.02
2k42A_1ceeB,065,38.0,21.0,0.307,0.281,0.243,0.266,,,,,,,-11.427,2.081,0.0,0.052,-0.128,,0.008
2k42A_1ceeB,066,37.0,10.0,0.768,0.314,0.796,0.251,,,,,,,-8.053,2.892,0.0,0.036,-0.226,,0.14
2k42A_1ceeB,067,37.0,15.0,0.331,0.331,0.32,0.255,,,,,,,-8.984,2.222,0.0,0.108,-0.118,,-0.021
2k42A_1ceeB,068,37.0,3.0,0.373,0.325,0.347,0.301,,,,,,,-1.795,2.281,0.1,0.041,-0.036,,0.004
2k42A_1ceeB,069,36.0,19.0,0.465,0.269,0.446,0.276,,,,,,,-8.03,2.518,0.0,0.167,-0.128,,0.055
2k42A_1ceeB,070,36.0,8.0,0.157,0.194,0.213,0.262,,,,,,,-6.7,2.27,0.0,-0.059,-0.235,,-0.034
2k42A_1ceeB,071,36.0,17.0,0.247,0.289,0.316,0.268,,,,,,,-9.78,3.652,0.0,0.063,-0.125,,-0.028
2k42A_1ceeB,072,36.0,12.0,0.292,0.395,0.298,0.277,,,,,,,-10.838,1.685,0.0,0.059,-0.161,,-0.037
2k42A_1ceeB,073,35.0,25.0,0.529,0.28,0.404,0.282,,,,,,,-7.55,6.815,0.1,0.18,-0.235,,-0.001
2k42A_1ceeB,074,35.0,9.0,0.806,0.316,0.755,0.316,,,,,,,-4.53,2.885,0.0,0.398,0.148,,0.186
2k42A_1ceeB,075,34.0,13.0,0.311,0.295,0.322,0.315,,,,,,,-9.198,3.085,0.0,0.033,-0.119,,-0.016
2k42A_1ceeB,076,34.0,13.0,0.268,0.318,0.31,0.277,,,,,,,-12.14,5.476,0.0,0.07,-0.051,,0.031
2k42A_1ceeB,077,33.0,1.0,0.322,0.291,0.334,0.261,,,,,,,-4.519,1.745,0.0,-0.088,0.199,,0.03
2k42A_1ceeB,078,33.0,6.0,0.496,0.311,0.295,0.297,,,,,,,-10.514,4.066,0.0,0.048,0.174,,-0.006
2k42A_1ceeB,079,33.0,2.0,0.581,0.267,0.472,0.27,,,,,,,-5.582,2.156,0.0,0.155,0.199,,0.028
2k42A_1ceeB,080,32.0,11.0,0.665,0.275,0.648,0.287,,,,,,,-6.869,1.543,0.0,0.294,0.205,,0.156
2k42A_1ceeB,081,31.0,6.0,0.234,0.276,0.189,0.212,,,,,,,-5.918,1.648,0.0,-0.066,-0.259,,-0.022
2k42A_1ceeB,082,31.0,15.0,0.268,0.253,0.283,0.321,,,,,,,-8.07,2.921,0.0,0.004,0.038,,-0.029
2k42A_1ceeB,083,30.0,3.0,0.726,0.31,0.764,0.31,,,,,,,-3.64,1.372,0.0,-0.068,-0.075,,0.143
2k42A_1ceeB,084,30.0,8.0,0.18,0.19,0.225,0.221,,,,,,,-11.602,5.307,0.0,-0.164,-0.107,,-0.023
2k42A_1ceeB,085,30.0,15.0,0.279,0.31,0.278,0.309,,,,,,,-10.588,3.364,0.0,-0.07,-0.08,,-0.007
2k42A_1ceeB,086,30.0,8.0,0.486,0.296,0.36,0.273,,,,,,,-8.272,2.246,0.0,0.092,-0.169,,-0.029
2k42A_1ceeB,087,30.0,13.0,0.376,0.303,0.313,0.269,,,,,,,-6.548,2.592,0.0,0.027,0.186,,-0.039
2k42A_1ceeB,088,29.0,20.0,0.257,0.279,0.313,0.306,,,,,,,-10.38,3.724,0.0,-0.028,0.019,,-0.006
2k42A_1ceeB,089,29.0,4.0,0.359,0.251,0.342,0.263,,,,,,,-4.199,2.65,0.0,0.079,0.053,,0.023
2k42A_1ceeB,090,29.0,15.0,0.342,0.227,0.288,0.288,,,,,,,-9.759,2.721,0.0,0.045,0.032,,-0.03
2k42A_1ceeB,091,29.0,4.0,0.776,0.324,0.776,0.283,,,,,,,-1.639,0.564,0.0,0.38,0.121,,0.205
2k42A_1ceeB,092,29.0,13.0,0.508,0.296,0.51,0.276,,,,,,,-5.11,2.487,0.0,0.172,0.155,,0.012
2k42A_1ceeB,093,28.0,9.0,0.216,0.262,0.252,0.295,,,,,,,-7.956,3.875,0.0,-0.044,-0.235,,-0.028
2k42A_1ceeB,094,28.0,4.0,0.563,0.279,0.483,0.255,,,,,,,-7.414,0.974,0.0,0.014,0.259,,-0.0
2k42A_1ceeB,095,27.0,10.0,0.152,0.188,0.23,0.246,,,,,,,-5.113,2.661,0.0,0.006,-0.258,,-0.035
2k42A_1ceeB,096,27.0,15.0,0.213,0.287,0.212,0.237,,,,,,,-6.908,1.336,0.0,-0.066,-0.235,,-0.029
2k42A_1ceeB,097,27.0,12.0,0.361,0.283,0.335,0.309,,,,,,,-9.096,1.984,0.0,0.022,0.207,,-0.018
2k42A_1ceeB,098,27.0,8.0,0.439,0.298,0.298,0.262,,,,,,,-10.223,3.917,0.0,0.034,0.12,,-0.011
2k42A_1ceeB,099,26.0,12.0,0.674,0.294,0.51,0.283,,,,,,,-7.213,3.458,0.0,0.241,0.183,,0.037
2kb8A_6vw2A,Deep,,,0.564,0.211,0.598,0.166,0.0,0.027,0.0,,,,,,,,0.432,0.0,
2kb8A_6vw2A,000,120.0,12.0,0.511,0.172,0.371,0.132,0.0,0.0,0.0,008; 008; 003; 003; 006; 006; 009; 009; 002; 002,0.54; 0.54; 0.45; 0.45; 0.43; 0.42; 0.40; 0.40; 0.39; 0.39,0.13; 0.12; 0.13; 0.13; 0.14; 0.14; 0.17; 0.17; 0.17; 0.14,1.264,0.91,0.9,0.192,0.432,0.0,0.175
2kb8A_6vw2A,001,35.0,2.0,0.544,0.139,0.433,0.167,0.0,0.0,0.0,006; 006; 004; 004; 002; 002; 003; 003; 008; 008,0.48; 0.48; 0.45; 0.45; 0.44; 0.44; 0.43; 0.43; 0.42; 0.42,0.16; 0.17; 0.13; 0.13; 0.13; 0.13; 0.15; 0.15; 0.17; 0.10,0.897,0.308,1.0,0.225,0.432,0.0,0.168
2kb8A_6vw2A,002,33.0,5.0,0.449,0.198,0.331,0.169,,,,,,,1.907,0.169,1.0,0.2,0.235,,0.131
2kb8A_6vw2A,003,31.0,1.0,0.596,0.142,0.496,0.185,,,,,,,0.523,0.383,0.8,0.358,0.432,,0.151
2kb8A_6vw2A,004,26.0,1.0,0.566,0.158,0.379,0.227,,,,,,,0.625,0.443,1.0,0.14,0.459,,0.175
2kb8A_6vw2A,005,26.0,4.0,0.591,0.181,0.472,0.149,,,,,,,0.671,0.345,1.0,0.27,0.405,,0.147
2kb8A_6vw2A,006,26.0,1.0,0.415,0.17,0.411,0.133,,,,,,,2.246,0.299,1.0,0.206,0.204,,0.114
2kb8A_6vw2A,007,24.0,10.0,0.28,0.156,0.176,0.131,,,,,,,1.365,0.429,1.0,0.04,-0.077,,-0.0
2kb8A_6vw2A,008,24.0,5.0,0.269,0.113,0.222,0.171,,,,,,,0.469,0.37,1.0,-0.005,-0.077,,0.012
2kb8A_6vw2A,009,24.0,9.0,0.291,0.167,0.171,0.155,,,,,,,1.374,0.599,0.9,-0.022,-0.077,,0.003
2kb8A_6vw2A,010,24.0,1.0,0.545,0.129,0.568,0.126,,,,,,,0.451,0.206,0.9,0.256,0.432,,0.141
2kb8A_6vw2A,011,23.0,4.0,0.296,0.185,0.226,0.129,,,,,,,0.737,0.534,0.8,-0.083,-0.14,,0.016
2kb8A_6vw2A,012,23.0,2.0,0.582,0.177,0.618,0.163,,,,,,,1.831,0.322,1.0,0.174,0.076,,0.182
2kb8A_6vw2A,013,21.0,1.0,0.246,0.163,0.19,0.187,,,,,,,1.486,0.383,1.0,0.079,0.121,,0.024
2kb8A_6vw2A,014,21.0,1.0,0.389,0.132,0.377,0.182,,,,,,,2.045,0.304,1.0,0.235,0.204,,0.137
2kb8A_6vw2A,015,21.0,10.0,0.409,0.144,0.381,0.193,,,,,,,2.563,0.578,1.0,0.204,0.247,,0.122
2kb8A_6vw2A,016,16.0,9.0,0.514,0.144,0.435,0.167,,,,,,,0.776,0.608,0.9,0.26,0.235,,0.177
2kb8A_6vw2A,017,16.0,7.0,0.507,0.132,0.364,0.152,,,,,,,0.621,0.759,0.7,0.362,0.204,,0.134
2kb8A_6vw2A,018,14.0,6.0,0.359,0.182,0.204,0.101,,,,,,,1.007,0.671,1.0,-0.018,-0.077,,0.005
2kb8A_6vw2A,019,14.0,1.0,0.455,0.139,0.419,0.204,,,,,,,0.37,0.296,0.9,0.261,0.225,,0.131
2kkwA_2n0aD,Deep,,,0.367,0.157,0.315,0.18,0.0,0.0,0.0,,,,,,,,0.376,0.0,
2kkwA_2n0aD,000,143.0,14.0,0.281,0.185,0.315,0.182,0.0,0.0,0.0,009; 009; 004; 004; 001; 007; 007; 010; 003; 010,0.30; 0.29; 0.29; 0.26; 0.25; 0.25; 0.25; 0.24; 0.24; 0.24,0.15; 0.16; 0.21; 0.21; 0.20; 0.22; 0.23; 0.14; 0.16; 0.13,2.646,2.99,0.9,0.061,0.37,0.0,0.0
2kkwA_2n0aD,001,52.0,4.0,0.22,0.171,0.353,0.216,0.0,0.0,0.0,010; 010; 002; 004; 005; 005; 002; 004; 003; 003,0.31; 0.31; 0.30; 0.30; 0.30; 0.30; 0.30; 0.29; 0.28; 0.28,0.16; 0.16; 0.17; 0.16; 0.16; 0.16; 0.18; 0.16; 0.22; 0.22,-1.326,0.898,0.1,0.174,0.017,0.0,-0.015
2kkwA_2n0aD,002,52.0,1.0,0.297,0.205,0.302,0.174,0.0,0.0,0.0,005; 005; 002; 002; 003; 003; 001; 010; 001; 004,0.26; 0.26; 0.26; 0.26; 0.25; 0.25; 0.24; 0.23; 0.23; 0.23,0.12; 0.17; 0.17; 0.17; 0.17; 0.17; 0.15; 0.17; 0.16; 0.17,4.618,0.775,1.0,0.17,0.483,0.0,0.043
2kkwA_2n0aD,003,40.0,2.0,0.288,0.174,0.325,0.201,,,,,,,2.994,0.56,1.0,0.01,0.465,,0.045
2kkwA_2n0aD,004,36.0,1.0,0.358,0.188,0.3,0.172,,,,,,,0.189,0.885,0.6,0.174,0.381,,-0.002
2kkwA_2n0aD,005,36.0,12.0,0.265,0.193,0.3,0.169,,,,,,,2.39,2.942,0.7,-0.003,0.153,,0.034
2kkwA_2n0aD,006,34.0,1.0,0.297,0.182,0.315,0.194,,,,,,,2.715,0.717,1.0,0.193,0.486,,0.092
2kkwA_2n0aD,007,33.0,1.0,0.315,0.2,0.309,0.192,,,,,,,3.597,0.767,1.0,0.052,0.48,,0.119
2kkwA_2n0aD,008,33.0,1.0,0.413,0.169,0.377,0.225,,,,,,,0.728,0.773,0.8,0.074,0.368,,0.042
2kkwA_2n0aD,009,33.0,5.0,0.43,0.186,0.342,0.179,,,,,,,1.854,1.438,0.9,0.147,0.412,,0.041
2kkwA_2n0aD,010,30.0,1.0,0.15,0.159,0.192,0.194,,,,,,,-2.483,0.506,0.0,-0.035,-0.025,,-0.012
2kkwA_2n0aD,011,30.0,2.0,0.332,0.174,0.355,0.2,,,,,,,3.086,0.889,1.0,0.053,0.463,,0.056
2kkwA_2n0aD,012,30.0,2.0,0.353,0.185,0.291,0.186,,,,,,,3.697,0.866,1.0,0.049,0.285,,0.048
2kkwA_2n0aD,013,27.0,4.0,0.305,0.171,0.295,0.185,,,,,,,3.24,0.842,1.0,0.158,0.484,,0.11
2kkwA_2n0aD,014,26.0,7.0,0.425,0.163,0.332,0.198,,,,,,,2.062,3.322,0.6,0.024,-0.126,,0.073
2kkwA_2n0aD,015,25.0,1.0,0.36,0.198,0.344,0.214,,,,,,,0.077,1.182,0.5,0.057,0.32,,0.008
2kkwA_2n0aD,016,24.0,6.0,0.295,0.179,0.31,0.194,,,,,,,-1.392,1.068,0.0,0.19,0.073,,-0.015
2kkwA_2n0aD,017,23.0,5.0,0.313,0.202,0.333,0.224,,,,,,,4.257,0.665,1.0,-0.017,0.496,,0.06
2kkwA_2n0aD,018,22.0,1.0,0.348,0.19,0.317,0.198,,,,,,,3.898,0.726,1.0,0.148,0.486,,0.084
2kkwA_2n0aD,019,22.0,1.0,0.309,0.177,0.305,0.205,,,,,,,3.426,0.955,1.0,0.071,0.482,,0.055
2kkwA_2n0aD,020,22.0,10.0,0.261,0.176,0.298,0.221,,,,,,,2.986,1.306,1.0,0.103,0.496,,0.091
2kkwA_2n0aD,021,21.0,2.0,0.301,0.214,0.294,0.179,,,,,,,3.575,1.004,1.0,0.097,0.483,,0.072
2kkwA_2n0aD,022,21.0,7.0,0.349,0.151,0.306,0.198,,,,,,,4.039,1.509,1.0,0.087,0.475,,0.167
2kkwA_2n0aD,023,21.0,4.0,0.271,0.172,0.321,0.225,,,,,,,1.233,1.036,0.8,-0.006,0.492,,0.042
2kkwA_2n0aD,024,20.0,1.0,0.31,0.168,0.314,0.246,,,,,,,3.413,0.726,1.0,0.147,0.485,,0.091
2kkwA_2n0aD,025,20.0,3.0,0.288,0.188,0.321,0.21,,,,,,,4.487,1.781,0.9,0.02,0.497,,0.057
2kkwA_2n0aD,026,15.0,1.0,0.311,0.201,0.302,0.206,,,,,,,4.401,0.86,1.0,0.126,0.484,,0.091
2kkwA_2n0aD,027,15.0,5.0,0.278,0.214,0.309,0.25,,,,,,,0.272,0.651,0.6,0.051,0.307,,0.04
2kkwA_2n0aD,028,15.0,1.0,0.381,0.181,0.302,0.224,,,,,,,2.984,0.456,1.0,0.065,0.088,,0.069
2kkwA_2n0aD,029,14.0,1.0,0.317,0.214,0.303,0.198,,,,,,,4.447,0.6,1.0,0.143,0.488,,0.071
2kkwA_2n0aD,030,14.0,4.0,0.302,0.194,0.304,0.197,,,,,,,4.949,0.479,1.0,0.191,0.482,,0.104
2kkwA_2n0aD,031,13.0,1.0,0.399,0.215,0.318,0.218,,,,,,,3.105,0.682,1.0,0.04,0.492,,0.092
2lelA_2k0qA,Deep,,,0.597,0.725,0.696,0.638,0.488,0.428,0.457,,,,,,,,-0.145,0.026,
2lelA_2k0qA,000,57.0,20.0,0.55,0.689,0.552,0.722,0.488,0.428,0.457,005; 005; 004; 004; 001; 001; 003; 006; 006; 003,0.59; 0.59; 0.58; 0.57; 0.56; 0.56; 0.56; 0.55; 0.55; 0.50,0.71; 0.71; 0.65; 0.64; 0.76; 0.76; 0.67; 0.63; 0.63; 0.60,3.167,0.822,1.0,-0.198,-0.098,0.026,-0.015
2lelA_2k0qA,001,44.0,21.0,0.487,0.564,0.475,0.487,,,,,,,6.281,1.92,1.0,0.012,-0.159,,0.011
2lelA_2k0qA,002,43.0,27.0,0.639,0.56,0.61,0.569,,,,,,,4.676,2.149,1.0,-0.007,-0.121,,0.051
2lelA_2k0qA,003,35.0,26.0,0.535,0.611,0.522,0.633,,,,,,,6.34,1.821,1.0,-0.183,-0.145,,-0.037
2lelA_2k0qA,004,32.0,11.0,0.589,0.55,0.465,0.535,,,,,,,7.306,1.071,1.0,-0.026,-0.088,,-0.026
2lelA_2k0qA,005,27.0,13.0,0.672,0.626,0.667,0.633,,,,,,,5.778,2.054,1.0,0.065,-0.153,,0.044
2lelA_2k0qA,006,24.0,10.0,0.675,0.61,0.675,0.614,,,,,,,5.705,1.348,1.0,-0.168,-0.07,,0.026
2lelA_2k0qA,007,24.0,5.0,0.549,0.735,0.54,0.774,,,,,,,3.271,1.161,1.0,-0.23,-0.146,,-0.064
2lelA_2k0qA,008,24.0,15.0,0.526,0.56,0.518,0.561,,,,,,,3.727,2.538,1.0,-0.066,0.036,,-0.004
2lelA_2k0qA,009,23.0,16.0,0.559,0.747,0.504,0.633,,,,,,,4.051,2.505,1.0,-0.215,-0.153,,-0.103
2lelA_2k0qA,010,23.0,16.0,0.512,0.633,0.552,0.703,,,,,,,5.096,2.454,1.0,-0.241,-0.149,,-0.014
2lelA_2k0qA,011,23.0,6.0,0.423,0.381,0.456,0.525,,,,,,,7.3,1.283,1.0,-0.058,-0.031,,0.006
2lelA_2k0qA,012,21.0,3.0,0.508,0.647,0.5,0.623,,,,,,,5.469,0.999,1.0,-0.048,-0.152,,-0.011
2lelA_2k0qA,013,20.0,3.0,0.553,0.739,0.542,0.731,,,,,,,1.142,0.984,0.7,-0.198,-0.163,,-0.093
2lelA_2k0qA,014,20.0,5.0,0.54,0.733,0.517,0.699,,,,,,,3.972,1.694,1.0,-0.205,-0.161,,-0.016
2lelA_2k0qA,015,18.0,12.0,0.467,0.532,0.429,0.489,,,,,,,6.014,1.264,1.0,0.011,-0.137,,-0.029
2lelA_2k0qA,016,15.0,10.0,0.634,0.572,0.631,0.542,,,,,,,6.76,2.61,1.0,-0.091,-0.156,,0.011
2lelA_2k0qA,017,14.0,8.0,0.556,0.665,0.539,0.64,,,,,,,4.689,1.633,1.0,-0.017,-0.156,,-0.012
2lelA_2k0qA,018,13.0,7.0,0.661,0.59,0.657,0.595,,,,,,,6.743,0.821,1.0,-0.034,-0.074,,0.022
2lelA_2k0qA,019,13.0,11.0,0.602,0.534,0.59,0.55,,,,,,,5.297,1.965,1.0,-0.047,-0.151,,0.046
2lepA_4hddA,Deep,,,0.762,0.517,0.756,0.512,,0.167,0.0,,,,,,,,0.084,0.108,
2lepA_4hddA,000,501.0,229.0,0.765,0.403,0.767,0.424,0.0,0.558,0.0,005; 004; 005; 004; 009; 009; 008; 008; 006; 006,0.73; 0.72; 0.72; 0.72; 0.69; 0.69; 0.67; 0.67; 0.65; 0.65,0.41; 0.48; 0.41; 0.48; 0.39; 0.41; 0.47; 0.47; 0.41; 0.41,4.693,1.987,1.0,0.386,0.122,0.01,0.269
2lepA_4hddA,001,270.0,130.0,0.783,0.434,0.768,0.433,0.0,0.533,0.0,001; 001; 002; 004; 004; 002; 005; 005; 006; 006,0.77; 0.77; 0.70; 0.70; 0.70; 0.70; 0.67; 0.67; 0.59; 0.59,0.41; 0.41; 0.42; 0.50; 0.50; 0.42; 0.49; 0.49; 0.45; 0.45,3.084,1.625,1.0,0.365,0.154,0.0,0.119
2lepA_4hddA,002,208.0,55.0,0.746,0.415,0.738,0.456,0.0,0.359,0.0,001; 001; 004; 004; 003; 002; 003; 002; 006; 006,0.80; 0.80; 0.75; 0.75; 0.74; 0.74; 0.74; 0.74; 0.73; 0.73,0.42; 0.42; 0.43; 0.43; 0.41; 0.43; 0.41; 0.43; 0.44; 0.44,2.081,2.174,0.7,0.217,0.016,0.0,0.112
2lepA_4hddA,003,181.0,108.0,0.755,0.418,0.747,0.421,0.0,0.408,0.0,003; 003; 001; 002; 002; 001; 005; 005; 008; 006,0.78; 0.78; 0.76; 0.76; 0.76; 0.76; 0.73; 0.73; 0.68; 0.68,0.41; 0.41; 0.42; 0.44; 0.44; 0.42; 0.47; 0.47; 0.38; 0.47,3.657,2.252,0.9,0.319,0.08,0.0,0.159
2lepA_4hddA,004,103.0,64.0,0.322,0.369,0.318,0.346,0.0,0.382,0.0,001; 001; 002; 002; 003; 003; 004; 004; 006; 006,0.76; 0.76; 0.74; 0.74; 0.70; 0.70; 0.68; 0.68; 0.66; 0.66,0.43; 0.43; 0.44; 0.44; 0.42; 0.42; 0.41; 0.41; 0.47; 0.47,5.457,1.383,1.0,0.035,-0.171,0.0,-0.003
2lepA_4hddA,005,102.0,45.0,0.762,0.424,0.734,0.423,0.0,0.364,0.0,001; 001; 010; 010; 005; 005; 008; 002; 002; 008,0.75; 0.75; 0.73; 0.73; 0.73; 0.73; 0.72; 0.72; 0.72; 0.72,0.42; 0.42; 0.46; 0.46; 0.49; 0.49; 0.50; 0.42; 0.42; 0.50,5.451,2.273,1.0,0.341,0.062,0.0,0.179
2lepA_4hddA,006,89.0,44.0,0.764,0.415,0.766,0.412,0.0,0.336,0.0,001; 003; 001; 003; 002; 002; 007; 007; 006; 006,0.75; 0.75; 0.75; 0.75; 0.74; 0.74; 0.72; 0.72; 0.70; 0.70,0.43; 0.42; 0.43; 0.42; 0.41; 0.40; 0.44; 0.44; 0.50; 0.50,6.138,2.555,1.0,0.362,0.089,0.0,0.143
2lepA_4hddA,007,85.0,18.0,0.766,0.409,0.772,0.427,0.0,0.261,0.0,006; 006; 005; 005; 001; 001; 002; 002; 003; 003,0.73; 0.73; 0.73; 0.73; 0.72; 0.72; 0.70; 0.70; 0.70; 0.69,0.50; 0.50; 0.44; 0.44; 0.43; 0.43; 0.43; 0.44; 0.44; 0.44,3.633,1.96,1.0,0.169,0.024,0.0,0.044
