pair_id,method,n_leaves,n_F1c_leaves,n_F2c_leaves,n_Amc_leaves,parsimony_score,parsimony_p,nn_concordance,nn_concordance_p,nn3_concordance,nn3_concordance_p,D_statistic,morans_I,morans_p,morans_z,morans_lambda_max,morans_max_perm,morans_I_norm,morans_n,morans_note,notes,n_clusters,morans_p_bh,parsimony_p_bh,nn_concordance_p_bh,nn3_concordance_p_bh
2c1vB_2c1uC,AF2,100,0,0,100,,,,,,,,-0.0127,0.9171,-1.061,0.1115,0.0925,-0.0253,100,,no_F1F2_split,100,0.9533566265060242,,,
2c1vB_2c1uC,AF3,100,6,4,90,,,,,,,,-0.0088,0.2268,0.548,0.1115,0.0987,0.0119,100,,,100,0.39805714285714283,,,
2c1vB_2c1uC,Boltz2,100,0,4,96,,,,,,,,-0.0104,0.4585,-0.108,0.1115,0.0827,-0.0035,100,,no_F1F2_split,100,0.6877500000000001,,,
2c1vB_2c1uC,ESM,100,0,0,100,,,,,,,,-0.0082,0.1668,0.774,0.1115,0.0898,0.019,100,,no_F1F2_split,100,0.22769523809523812,,,
2c1vB_2c1uC,MSAT,100,0,0,100,,,,,,,,-0.0631,0.5854,-0.346,0.0774,0.0268,-0.0503,18,,no_F1F2_split,100,0.999,,,
2c1vB_2c1uC,CCMpred,100,0,0,100,,,,,,,,-0.0295,0.029,2.396,0.0774,0.0071,0.4457,18,,no_F1F2_split,100,0.20879999999999996,,,
2c1vB_2c1uC,DDG,100,20,21,59,,,,,,,,-0.0102,0.4426,-0.077,0.1115,0.0893,-0.0013,100,,,100,0.469920987654321,,,
2c1vB_2c1uC,S4PRED,100,0,0,100,,,,,,,,-0.0038,0.028,2.409,0.1115,0.0982,0.058,100,,no_F1F2_split,100,0.07767741935483871,,,
2grmB_2axzA,AF2,2,0,0,2,,,,,,,,,,,,,,2,n<3,no_F1F2_split,2,,,,
2grmB_2axzA,AF3,2,0,0,2,,,,,,,,,,,,,,2,n<3,no_F1F2_split,2,,,,
2grmB_2axzA,Boltz2,2,0,0,2,,,,,,,,,,,,,,2,n<3,no_F1F2_split,2,,,,
2grmB_2axzA,ESM,2,0,0,2,,,,,,,,,,,,,,2,n<3,no_F1F2_split,2,,,,
2grmB_2axzA,MSAT,2,0,0,2,,,,,,,,,,,,,,0,n<3,no_F1F2_split,2,,,,
2grmB_2axzA,CCMpred,2,0,0,2,,,,,,,,,,,,,,0,n<3,no_F1F2_split,2,,,,
2grmB_2axzA,DDG,2,0,0,2,,,,,,,,,,,,,,2,n<3,no_F1F2_split,2,,,,
2grmB_2axzA,S4PRED,2,0,0,2,,,,,,,,,,,,,,2,n<3,no_F1F2_split,2,,,,
2h44A_1rkpA,AF2,100,1,3,96,,,,,,,,-0.0092,0.1858,0.692,0.0533,0.0428,0.0166,100,,,100,0.4097128205128205,,,
2h44A_1rkpA,AF3,100,2,0,98,,,,,,,,-0.0108,0.6543,-0.482,0.0533,0.0433,-0.0122,100,,no_F1F2_split,100,0.7815249999999999,,,
2h44A_1rkpA,Boltz2,100,1,1,98,,,,,,,,-0.0113,0.8501,-0.93,0.0533,0.04,-0.0231,100,,,100,0.9942567567567568,,,
2h44A_1rkpA,ESM,100,1,3,96,,,,,,,,-0.0021,0.001,6.416,0.0533,0.0419,0.1539,100,,,100,0.005058823529411765,,,
2h44A_1rkpA,MSAT,100,0,0,100,,,,,,,,-0.0543,0.6733,-0.515,0.0,-0.0238,-0.0564,20,,no_F1F2_split,100,0.999,,,
2h44A_1rkpA,CCMpred,100,0,0,100,,,,,,,,-0.0504,0.0729,1.494,0.0,-0.0436,0.2455,20,,no_F1F2_split,100,0.35235,,,
2h44A_1rkpA,DDG,100,14,11,75,,,,,,,,-0.0044,0.004,4.456,0.0533,0.0442,0.1044,100,,,100,0.008,,,
2h44A_1rkpA,S4PRED,100,0,0,100,,,,,,,,-0.0062,0.007,3.243,0.0533,0.0423,0.0751,100,,no_F1F2_split,100,0.028666666666666667,,,
2jmrA_4j3oF,AF2,100,4,1,95,,,,,,,,-0.009,0.1778,0.729,0.0618,0.0408,0.0212,100,,,100,0.4023894736842106,,,
2jmrA_4j3oF,AF3,100,2,0,98,,,,,,,,-0.0083,0.1179,1.162,0.0618,0.0405,0.0346,100,,no_F1F2_split,100,0.24730243902439025,,,
2jmrA_4j3oF,Boltz2,100,5,0,95,,,,,,,,-0.0117,0.9101,-1.034,0.0618,0.0356,-0.0347,100,,no_F1F2_split,100,0.9942567567567568,,,
2jmrA_4j3oF,ESM,100,0,3,97,,,,,,,,-0.0055,0.009,3.19,0.0618,0.045,0.0829,100,,no_F1F2_split,100,0.02496774193548387,,,
2jmrA_4j3oF,MSAT,100,0,1,99,,,,,,,,-0.0516,0.3467,0.175,0.0873,0.0293,0.0123,20,,no_F1F2_split,100,0.999,,,
2jmrA_4j3oF,CCMpred,100,0,0,100,,,,,,,,,,,,,,20,zero_variance,no_F1F2_split,100,,,,
2jmrA_4j3oF,DDG,100,10,14,76,,,,,,,,-0.0035,0.007,4.143,0.0618,0.0482,0.1131,100,,,100,0.012541666666666666,,,
2jmrA_4j3oF,S4PRED,100,10,0,90,,,,,,,,-0.0096,0.3077,0.32,0.0618,0.0159,0.019,100,,no_F1F2_split,100,0.44103666666666663,,,
2k42A_1ceeB,AF2,100,29,45,26,,,,,,,,-0.0069,0.1249,1.008,0.1546,0.1128,0.0263,100,,,100,0.3159235294117647,,,
2k42A_1ceeB,AF3,100,25,47,28,,,,,,,,-0.007,0.1469,0.964,0.1546,0.1054,0.0265,100,,,100,0.2807422222222222,,,
2k42A_1ceeB,Boltz2,100,30,29,41,,,,,,,,-0.0054,0.0839,1.512,0.1546,0.138,0.032,100,,,100,0.31462500000000004,,,
2k42A_1ceeB,ESM,100,34,40,26,,,,,,,,-0.0139,0.9141,-1.178,0.1546,0.1313,-0.0266,100,,,100,0.9471397590361446,,,
2k42A_1ceeB,MSAT,100,0,0,100,,,,,,,,-0.0538,0.5185,-0.207,0.0071,-0.0063,-0.0258,20,,no_F1F2_split,100,0.999,,,
2k42A_1ceeB,CCMpred,100,0,0,100,,,,,,,,,,,,,,20,zero_variance,no_F1F2_split,100,,,,
2k42A_1ceeB,DDG,100,16,15,69,,,,,,,,-0.0043,0.048,1.792,0.1546,0.1377,0.0393,100,,,100,0.0688,,,
2k42A_1ceeB,S4PRED,100,37,40,23,,,,,,,,0.0263,0.001,11.661,0.1546,0.1354,0.2499,100,,,100,0.009555555555555557,,,
2kb8A_6vw2A,AF2,20,8,6,6,,,,,,,,-0.0496,0.4026,0.036,0.2602,0.203,0.0118,20,,,20,0.5969586206896552,,,
2kb8A_6vw2A,AF3,20,7,7,6,,,,,,,,-0.071,0.7632,-0.703,0.2602,0.2194,-0.0674,20,,,20,0.8535220779220779,,,
2kb8A_6vw2A,Boltz2,20,12,7,1,,,,,,,,-0.0173,0.1099,1.186,0.2602,0.1987,0.1406,20,,,20,0.3746590909090909,,,
2kb8A_6vw2A,ESM,20,4,5,11,,,,,,,,-0.0412,0.2967,0.362,0.2602,0.183,0.0485,20,,,20,0.3866090909090909,,,
2kb8A_6vw2A,MSAT,20,0,0,20,,,,,,,,,,,,,,2,n<3,no_F1F2_split,20,,,,
2kb8A_6vw2A,CCMpred,20,0,0,20,,,,,,,,,,,,,,2,n<3,no_F1F2_split,20,,,,
2kb8A_6vw2A,DDG,20,0,0,20,,,,,,,,-0.0427,0.3017,0.348,0.2602,0.2091,0.0378,20,,no_F1F2_split,20,0.35062432432432433,,,
2kb8A_6vw2A,S4PRED,20,10,7,3,,,,,,,,-0.0541,0.4585,-0.093,0.2602,0.2235,-0.0055,20,,,20,0.5055256410256411,,,
2kkwA_2n0aD,AF2,32,6,4,22,,,,,,,,-0.0399,0.6973,-0.577,0.1567,0.1314,-0.0465,32,,,32,0.8261890410958905,,,
2kkwA_2n0aD,AF3,32,1,2,29,,,,,,,,-0.0193,0.1738,0.897,0.1567,0.117,0.0869,32,,,32,0.32493043478260875,,,
2kkwA_2n0aD,Boltz2,32,11,7,14,,,,,,,,0.019,0.004,3.95,0.1567,0.1512,0.2795,32,,,32,0.0375,,,
2kkwA_2n0aD,ESM,32,2,1,29,,,,,,,,-0.0014,0.029,2.374,0.1567,0.1248,0.1962,32,,,32,0.05938095238095239,,,
2kkwA_2n0aD,MSAT,32,0,0,32,,,,,,,,,,,,,,3,zero_variance,no_F1F2_split,32,,,,
2kkwA_2n0aD,CCMpred,32,0,0,32,,,,,,,,,,,,,,3,zero_variance,no_F1F2_split,32,,,,
2kkwA_2n0aD,DDG,32,0,3,29,,,,,,,,0.0114,0.015,3.091,0.1567,0.1346,0.2616,32,,no_F1F2_split,32,0.02480769230769231,,,
2kkwA_2n0aD,S4PRED,32,21,7,4,,,,,,,,0.0133,0.007,3.563,0.1567,0.1241,0.2912,32,,,32,0.028666666666666667,,,
2lelA_2k0qA,AF2,20,7,7,6,,,,,,,,-0.0395,0.0739,1.503,0.0491,0.0409,0.1405,20,,,20,0.21915172413793102,,,
2lelA_2k0qA,AF3,20,6,7,7,,,,,,,,-0.043,0.1249,1.114,0.0491,0.0443,0.0993,20,,,20,0.24980000000000002,,,
2lelA_2k0qA,Boltz2,20,5,7,8,,,,,,,,-0.0479,0.2488,0.505,0.0491,0.0367,0.053,20,,,20,0.5162837837837838,,,
2lelA_2k0qA,ESM,20,9,8,3,,,,,,,,-0.0371,0.0709,1.691,0.0491,0.0362,0.1745,20,,,20,0.11504528301886793,,,
2lelA_2k0qA,MSAT,20,0,0,20,,,,,,,,,,,,,,1,n<3,no_F1F2_split,20,,,,
2lelA_2k0qA,CCMpred,20,0,0,20,,,,,,,,,,,,,,1,n<3,no_F1F2_split,20,,,,
2lelA_2k0qA,DDG,20,0,1,19,,,,,,,,-0.0226,0.009,3.356,0.0491,0.0281,0.3725,20,,no_F1F2_split,20,0.015176470588235293,,,
2lelA_2k0qA,S4PRED,20,3,0,17,,,,,,,,-0.0601,0.8292,-0.904,0.0491,0.0351,-0.0848,20,,no_F1F2_split,20,0.8489428571428571,,,
2lepA_4hddA,AF2,100,34,23,43,,,,,,,,-0.0019,0.016,3.195,0.1379,0.1149,0.0657,100,,,100,0.06254545454545456,,,
2lepA_4hddA,AF3,100,31,19,50,,,,,,,,-0.0031,0.019,2.89,0.1379,0.1131,0.0571,100,,,100,0.09077777777777778,,,
2lepA_4hddA,Boltz2,100,42,26,32,,,,,,,,0.0116,0.001,9.335,0.1379,0.1212,0.165,100,,,100,0.012499999999999999,,,
2lepA_4hddA,ESM,100,37,19,44,,,,,,,,0.0146,0.001,11.071,0.1379,0.1021,0.2198,100,,,100,0.005058823529411765,,,
2lepA_4hddA,MSAT,100,7,6,87,,,,,,,,-0.0604,0.7682,-0.693,0.0836,0.0583,-0.0701,20,,,100,0.999,,,
2lepA_4hddA,CCMpred,100,0,0,100,,,,,,,,-0.0615,0.9351,-1.708,0.0836,-0.0466,-1.4641,20,,no_F1F2_split,100,0.9684964285714287,,,
2lepA_4hddA,DDG,100,9,16,75,,,,,,,,0.0148,0.001,10.094,0.1379,0.128,0.1805,100,,,100,0.0026875000000000002,,,
2lepA_4hddA,S4PRED,100,33,30,37,,,,,,,,0.0039,0.002,5.554,0.1379,0.1265,0.1021,100,,,100,0.013230769230769232,,,
2lv1A_6lniA,AF2,26,11,9,6,,,,,,,,0.0193,0.0599,1.726,0.3992,0.3737,0.1434,26,,,26,0.1839785714285714,,,
2lv1A_6lniA,AF3,26,12,7,7,,,,,,,,0.0148,0.0719,1.557,0.3992,0.369,0.1341,26,,,26,0.17176111111111114,,,
2lv1A_6lniA,Boltz2,26,9,9,8,,,,,,,,0.0343,0.038,2.135,0.3992,0.3572,0.187,26,,,26,0.17205882352941176,,,
2lv1A_6lniA,ESM,26,7,7,12,,,,,,,,0.0244,0.0569,1.836,0.3992,0.3036,0.1873,26,,,26,0.09594901960784313,,,
2lv1A_6lniA,MSAT,26,1,1,24,,,,,,,,-0.6732,0.8282,-1.427,-0.0,-0.3843,-1.4973,3,,,26,0.999,,,
2lv1A_6lniA,CCMpred,26,0,0,26,,,,,,,,,,,,,,3,zero_variance,no_F1F2_split,26,,,,
2lv1A_6lniA,DDG,26,4,6,16,,,,,,,,0.1288,0.001,5.159,0.3992,0.3381,0.4466,26,,,26,0.0026875000000000002,,,
2lv1A_6lniA,S4PRED,26,9,6,11,,,,,,,,0.0495,0.021,2.707,0.3992,0.3494,0.2297,26,,,26,0.06227586206896552,,,
2mwfA_2nntA,AF2,100,17,10,73,,,,,,,,-0.0101,0.5085,-0.068,0.0104,0.0097,-0.0005,100,,,100,0.7053387096774193,,,
2mwfA_2nntA,AF3,100,19,8,73,,,,,,,,-0.0084,0.009,2.759,0.0104,0.01,0.0868,100,,,100,0.05953846153846153,,,
2mwfA_2nntA,Boltz2,100,20,21,59,,,,,,,,-0.0094,0.1429,0.97,0.0104,0.0096,0.0339,100,,,100,0.39694444444444443,,,
2mwfA_2nntA,ESM,100,17,11,72,,,,,,,,-0.0078,0.004,3.435,0.0104,0.0095,0.1162,100,,,100,0.013760000000000001,,,
2mwfA_2nntA,MSAT,100,0,3,97,,,,,,,,-0.0505,0.4855,-0.033,0.0248,-0.0047,-0.0106,21,,no_F1F2_split,100,0.999,,,
2mwfA_2nntA,CCMpred,100,1,2,97,,,,,,,,-0.0487,0.4066,0.16,0.0248,-0.0172,0.0386,21,,,100,0.81983,,,
2mwfA_2nntA,DDG,100,0,0,100,,,,,,,,-0.0103,0.5684,-0.267,0.0104,0.009,-0.0098,100,,no_F1F2_split,100,0.5819333333333334,,,
2mwfA_2nntA,S4PRED,100,0,0,100,,,,,,,,-0.0101,0.3387,0.008,0.0104,0.0052,0.0026,100,,no_F1F2_split,100,0.455128125,,,
2n54B_2hdmA,AF2,100,27,40,33,,,,,,,,-0.0079,0.016,2.535,0.0323,0.0284,0.0564,100,,,100,0.06254545454545456,,,
2n54B_2hdmA,AF3,100,25,42,33,,,,,,,,-0.0083,0.031,2.095,0.0323,0.0292,0.0466,100,,,100,0.10253846153846154,,,
2n54B_2hdmA,Boltz2,100,39,44,17,,,,,,,,-0.0081,0.032,2.199,0.0323,0.0256,0.0553,100,,,100,0.17142857142857143,,,
2n54B_2hdmA,ESM,100,7,9,84,,,,,,,,-0.0049,0.001,6.193,0.0323,0.0257,0.1458,100,,,100,0.005058823529411765,,,
2n54B_2hdmA,MSAT,100,8,6,86,,,,,,,,-0.0584,0.8591,-0.895,0.068,0.0086,-0.1436,21,,,100,0.999,,,
2n54B_2hdmA,CCMpred,100,0,0,100,,,,,,,,-0.0596,0.8971,-1.197,0.068,-0.0371,-0.7446,21,,no_F1F2_split,100,0.9684964285714287,,,
2n54B_2hdmA,DDG,100,12,7,81,,,,,,,,-0.0056,0.001,5.315,0.0323,0.0258,0.1252,100,,,100,0.0026875000000000002,,,
2n54B_2hdmA,S4PRED,100,24,34,42,,,,,,,,-0.0022,0.001,8.851,0.0323,0.0301,0.1975,100,,,100,0.009555555555555557,,,
2namA_1uxmK,AF2,100,35,36,29,,,,,,,,-0.0112,0.7962,-0.753,0.0633,0.0481,-0.0181,100,,,100,0.8892623376623378,,,
2namA_1uxmK,AF3,100,34,45,21,,,,,,,,-0.0111,0.8022,-0.778,0.0633,0.0435,-0.0188,100,,,100,0.8623649999999999,,,
2namA_1uxmK,Boltz2,100,29,33,38,,,,,,,,-0.0088,0.1429,0.991,0.0633,0.0488,0.0227,100,,,100,0.39694444444444443,,,
2namA_1uxmK,ESM,100,12,23,65,,,,,,,,-0.0088,0.1229,1.055,0.0633,0.0178,0.0468,100,,,100,0.1854280701754386,,,
2namA_1uxmK,MSAT,100,8,7,85,,,,,,,,-0.026,0.013,3.156,0.0479,0.0307,0.2971,21,,,100,0.25999999999999995,,,
2namA_1uxmK,CCMpred,100,0,1,99,,,,,,,,-0.0499,0.4835,-0.018,0.0479,-0.0169,0.0028,21,,no_F1F2_split,100,0.81983,,,
2namA_1uxmK,DDG,100,33,27,40,,,,,,,,-0.0104,0.5305,-0.24,0.0633,0.0547,-0.0049,100,,,100,0.5563780487804878,,,
2namA_1uxmK,S4PRED,100,16,17,67,,,,,,,,-0.0092,0.1978,0.654,0.0633,0.0457,0.0156,100,,,100,0.32095849056603776,,,
2p3vD_2p3vA,AF2,100,0,0,100,,,,,,,,-0.0111,0.5844,-0.374,0.1306,0.1162,-0.0077,100,,no_F1F2_split,100,0.7669176470588236,,,
2p3vD_2p3vA,AF3,100,0,0,100,,,,,,,,-0.007,0.0949,1.37,0.1306,0.1236,0.0229,100,,no_F1F2_split,100,0.21477368421052634,,,
2p3vD_2p3vA,Boltz2,100,0,0,100,,,,,,,,,,,,,,100,zero_variance,no_F1F2_split,100,,,,
2p3vD_2p3vA,ESM,100,2,0,98,,,,,,,,-0.0063,0.0629,1.74,0.1306,0.1186,0.0293,100,,no_F1F2_split,100,0.10402692307692307,,,
2p3vD_2p3vA,MSAT,100,0,0,100,,,,,,,,-0.0463,0.1628,0.85,0.0654,0.0537,0.0851,19,,no_F1F2_split,100,0.999,,,
2p3vD_2p3vA,CCMpred,100,0,0,100,,,,,,,,-0.0569,0.5495,-0.135,0.0654,-0.0167,-0.0354,19,,no_F1F2_split,100,0.81983,,,
2p3vD_2p3vA,DDG,100,6,8,86,,,,,,,,-0.0085,0.1738,0.763,0.1306,0.1085,0.0137,100,,,100,0.21662028985507248,,,
2p3vD_2p3vA,S4PRED,100,0,0,100,,,,,,,,-0.0104,0.4476,-0.102,0.1306,0.1236,-0.0021,100,,no_F1F2_split,100,0.49991688311688315,,,
2pbkB_3njqA,AF2,16,1,0,15,,,,,,,,-0.0628,0.2967,0.358,0.0383,0.0133,0.0488,16,,no_F1F2_split,16,0.5087490196078431,,,
2pbkB_3njqA,AF3,16,2,2,12,,,,,,,,-0.0766,0.8492,-0.882,0.0383,0.0204,-0.1136,16,,,16,0.8906243902439024,,,
2pbkB_3njqA,Boltz2,16,2,1,13,,,,,,,,-0.0822,0.978,-1.398,0.0383,0.0141,-0.1921,16,,,16,0.9942567567567568,,,
2pbkB_3njqA,ESM,16,0,1,15,,,,,,,,-0.0738,0.7862,-0.742,0.0383,-0.0101,-0.1268,16,,no_F1F2_split,16,0.8668358974358975,,,
2pbkB_3njqA,MSAT,16,0,0,16,,,,,,,,,,,,,,1,n<3,no_F1F2_split,16,,,,
2pbkB_3njqA,CCMpred,16,0,0,16,,,,,,,,,,,,,,1,n<3,no_F1F2_split,16,,,,
2pbkB_3njqA,DDG,16,5,4,7,,,,,,,,-0.0566,0.1708,0.806,0.0383,0.0067,0.1369,16,,,16,0.21601176470588235,,,
2pbkB_3njqA,S4PRED,16,3,0,13,,,,,,,,-0.0811,0.984,-1.305,0.0383,0.0357,-0.1411,16,,no_F1F2_split,16,0.9870000000000001,,,
2qqjA_4qdsA,AF2,99,36,34,29,,,,,,,,-0.0099,0.3806,0.192,0.0644,0.0439,0.0049,99,,,99,0.5742385964912281,,,
2qqjA_4qdsA,AF3,99,36,46,17,,,,,,,,-0.0101,0.4256,0.042,0.0644,0.0364,0.0013,99,,,99,0.5837079365079365,,,
2qqjA_4qdsA,Boltz2,99,5,4,90,,,,,,,,-0.0094,0.1938,0.493,0.0644,0.0161,0.0323,99,,,99,0.4275,,,
2qqjA_4qdsA,ESM,99,6,10,83,,,,,,,,-0.0043,0.01,3.796,0.0644,0.0604,0.083,99,,,99,0.026875,,,
2qqjA_4qdsA,MSAT,99,0,1,98,,,,,,,,-0.0569,0.0969,0.849,-0.0,-0.0445,0.1325,18,,no_F1F2_split,99,0.969,,,
2qqjA_4qdsA,CCMpred,99,0,0,99,,,,,,,,-0.0588,0.4146,-0.037,-0.0,-0.0399,0.001,18,,no_F1F2_split,99,0.81983,,,
2qqjA_4qdsA,DDG,99,34,59,6,,,,,,,,-0.0036,0.003,4.059,0.0644,0.0393,0.1337,99,,,99,0.006292682926829269,,,
2qqjA_4qdsA,S4PRED,99,0,0,99,,,,,,,,-0.0103,0.4376,-0.014,0.0644,0.0409,-0.0012,99,,no_F1F2_split,99,0.49991688311688315,,,
2uy7D_5fluE,AF2,100,2,5,93,,,,,,,,-0.0047,0.0769,1.559,0.1941,0.1439,0.0353,100,,,100,0.22044666666666665,,,
2uy7D_5fluE,AF3,100,10,13,77,,,,,,,,-0.01,0.3656,0.024,0.1941,0.1601,0.0007,100,,,100,0.5329084745762711,,,
2uy7D_5fluE,Boltz2,100,22,23,55,,,,,,,,0.0093,0.003,5.694,0.1941,0.1207,0.1484,100,,,100,0.03214285714285715,,,
2uy7D_5fluE,ESM,100,18,7,75,,,,,,,,0.0246,0.001,10.697,0.1941,0.0918,0.3408,100,,,100,0.005058823529411765,,,
2uy7D_5fluE,MSAT,100,0,0,100,,,,,,,,-0.0255,0.0879,1.436,0.1903,0.0928,0.1717,21,,no_F1F2_split,100,0.969,,,
2uy7D_5fluE,CCMpred,100,0,0,100,,,,,,,,,,,,,,21,zero_variance,no_F1F2_split,100,,,,
2uy7D_5fluE,DDG,100,13,11,76,,,,,,,,-0.0058,0.0879,1.336,0.1941,0.1328,0.0304,100,,,100,0.11999047619047619,,,
2uy7D_5fluE,S4PRED,100,3,0,97,,,,,,,,-0.0091,0.2717,0.333,0.1941,0.1001,0.009,100,,no_F1F2_split,100,0.3960372881355932,,,
2vfxL_3gmhL,AF2,100,5,9,86,,,,,,,,-0.0138,0.9201,-1.156,0.1715,0.1485,-0.0235,100,,,100,0.9533566265060242,,,
2vfxL_3gmhL,AF3,100,8,16,76,,,,,,,,-0.0108,0.5015,-0.156,0.1715,0.1505,-0.0043,100,,,100,0.6250579710144927,,,
2vfxL_3gmhL,Boltz2,100,0,1,99,,,,,,,,-0.0156,0.981,-1.657,0.1715,0.1164,-0.0433,100,,no_F1F2_split,100,0.9942567567567568,,,
2vfxL_3gmhL,ESM,100,37,28,35,,,,,,,,0.0149,0.001,7.645,0.1715,0.148,0.1583,100,,,100,0.005058823529411765,,,
2vfxL_3gmhL,MSAT,100,0,0,100,,,,,,,,-0.0613,0.7173,-0.571,0.0983,0.0678,-0.0719,20,,no_F1F2_split,100,0.999,,,
2vfxL_3gmhL,CCMpred,100,0,0,100,,,,,,,,,,,,,,20,zero_variance,no_F1F2_split,100,,,,
2vfxL_3gmhL,DDG,100,18,22,60,,,,,,,,0.0197,0.001,9.097,0.1715,0.1514,0.1845,100,,,100,0.0026875000000000002,,,
2vfxL_3gmhL,S4PRED,100,0,0,100,,,,,,,,-0.0088,0.2587,0.393,0.1715,0.1242,0.0098,100,,no_F1F2_split,100,0.3835896551724137,,,
2wcdX_4phqA,AF2,10,2,4,4,,,,,,,,-0.0584,0.01,2.574,-0.0,-0.0263,0.6213,10,,,10,0.05375,,,
2wcdX_4phqA,AF3,10,2,6,2,,,,,,,,-0.1045,0.3397,0.301,-0.0,-0.0404,0.0942,10,,,10,0.5125298245614035,,,
2wcdX_4phqA,Boltz2,10,4,3,3,,,,,,,,-0.124,0.7123,-0.633,-0.0,-0.0145,-0.1334,10,,,10,0.9210775862068966,,,
2wcdX_4phqA,ESM,10,4,3,3,,,,,,,,-0.0737,0.0559,1.74,-0.0,-0.021,0.4148,10,,,10,0.09594901960784313,,,
2wcdX_4phqA,MSAT,10,1,0,9,,,,,,,,,,,,,,1,n<3,no_F1F2_split,10,,,,
2wcdX_4phqA,CCMpred,10,0,0,10,,,,,,,,,,,,,,1,n<3,no_F1F2_split,10,,,,
2wcdX_4phqA,DDG,10,4,3,3,,,,,,,,-0.0655,0.03,2.208,-0.0,-0.0229,0.5173,10,,,10,0.046071428571428576,,,
2wcdX_4phqA,S4PRED,10,0,1,9,,,,,,,,-0.1172,0.7542,-0.54,-0.0,-0.0841,-0.2268,10,,no_F1F2_split,10,0.787677108433735,,,
2z9oB_1repC,AF2,100,8,10,82,,,,,,,,-0.0116,0.6444,-0.467,0.2006,0.1342,-0.0106,100,,,100,0.8031652173913043,,,
2z9oB_1repC,AF3,100,13,14,73,,,,,,,,-0.0097,0.3177,0.126,0.2006,0.1378,0.0029,100,,,100,0.5061490909090909,,,
2z9oB_1repC,Boltz2,100,0,0,100,,,,,,,,,,,,,,0,n<3,no_F1F2_split,100,,,,
2z9oB_1repC,ESM,100,26,59,15,,,,,,,,0.0636,0.001,24.529,0.2006,0.1267,0.5388,100,,,100,0.005058823529411765,,,
2z9oB_1repC,MSAT,100,0,0,100,,,,,,,,-0.0513,0.1319,0.99,0.0771,0.0409,0.1424,16,,no_F1F2_split,100,0.98925,,,
2z9oB_1repC,CCMpred,100,0,0,100,,,,,,,,,,,,,,16,zero_variance,no_F1F2_split,100,,,,
2z9oB_1repC,DDG,100,21,27,52,,,,,,,,0.0595,0.001,22.374,0.2006,0.162,0.4047,100,,,100,0.0026875000000000002,,,
2z9oB_1repC,S4PRED,100,0,1,99,,,,,,,,-0.0046,0.0579,1.791,0.2006,0.0786,0.0623,100,,no_F1F2_split,100,0.13103684210526315,,,
3g0hA_3ewsB,AF2,100,15,8,77,,,,,,,,-0.0092,0.2637,0.348,0.1175,0.0808,0.0097,100,,,100,0.493004347826087,,,
3g0hA_3ewsB,AF3,100,30,27,43,,,,,,,,-0.0118,0.7742,-0.721,0.1175,0.1024,-0.0147,100,,,100,0.8536051282051281,,,
3g0hA_3ewsB,Boltz2,100,11,2,87,,,,,,,,-0.0104,0.4525,-0.122,0.1175,0.073,-0.004,100,,,100,0.6877500000000001,,,
3g0hA_3ewsB,ESM,100,5,6,89,,,,,,,,-0.0136,0.989,-1.558,0.1175,0.0755,-0.0407,100,,,100,0.989,,,
3g0hA_3ewsB,MSAT,100,0,0,100,,,,,,,,-0.0196,0.024,2.535,0.1081,0.0811,0.2808,18,,no_F1F2_split,100,0.36,,,
3g0hA_3ewsB,CCMpred,100,0,0,100,,,,,,,,-0.0609,0.5654,-0.187,0.1081,0.0296,-0.023,18,,no_F1F2_split,100,0.81983,,,
3g0hA_3ewsB,DDG,100,24,24,52,,,,,,,,-0.0092,0.2847,0.341,0.1175,0.0958,0.0089,100,,,100,0.33540000000000003,,,
3g0hA_3ewsB,S4PRED,100,0,0,100,,,,,,,,-0.01,0.3636,0.064,0.1175,0.0961,0.0013,100,,no_F1F2_split,100,0.47508484848484844,,,
3hdfA_3hdeA,AF2,100,8,10,82,,,,,,,,-0.009,0.1598,0.891,0.0478,0.0409,0.0222,100,,,100,0.371427027027027,,,
3hdfA_3hdeA,AF3,100,8,6,86,,,,,,,,-0.0047,0.005,4.312,0.0478,0.0363,0.1155,100,,,100,0.03909090909090909,,,
3hdfA_3hdeA,Boltz2,100,12,14,74,,,,,,,,-0.0123,0.997,-1.731,0.0478,0.0429,-0.0422,100,,,100,0.9970000000000001,,,
3hdfA_3hdeA,ESM,100,6,2,92,,,,,,,,-0.0062,0.013,3.155,0.0478,0.0307,0.0954,100,,,100,0.03105555555555555,,,
3hdfA_3hdeA,MSAT,100,0,0,100,,,,,,,,-0.0459,0.2707,0.443,0.0413,0.0212,0.057,21,,no_F1F2_split,100,0.999,,,
3hdfA_3hdeA,CCMpred,100,0,0,100,,,,,,,,-0.0505,0.5115,-0.051,0.0413,-0.0134,-0.0128,21,,no_F1F2_split,100,0.81983,,,
3hdfA_3hdeA,DDG,100,31,33,36,,,,,,,,0.0004,0.001,9.034,0.0478,0.0427,0.1998,100,,,100,0.0026875000000000002,,,
3hdfA_3hdeA,S4PRED,100,0,18,82,,,,,,,,-0.0082,0.0769,1.532,0.0478,0.0437,0.0348,100,,no_F1F2_split,100,0.15746190476190475,,,
3j7vG_3j7wB,AF2,63,0,0,63,,,,,,,,-0.0196,0.6953,-0.578,0.2181,0.1783,-0.0177,63,,no_F1F2_split,63,0.8261890410958905,,,
