pdb_file,score_pdb1,score_pdb2,Fold,cluster_num,unique_fold_score
ShallowMsa_058_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.89905,0.92817,3ifa,058,0.0
ShallowMsa_058_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.89052,0.92079,3ifa,058,0.0
ShallowMsa_058_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.88578,0.91259,3ifa,058,0.0
ShallowMsa_058_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.86428,0.89119,3ifa,058,0.0
ShallowMsa_059_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,0.77666,0.80068,3ifa,059,0.0
ShallowMsa_059_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,0.7009,0.7194,3ifa,059,0.0
ShallowMsa_059_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.64786,0.68017,3ifa,059,0.0
ShallowMsa_059_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,0.47663,0.5099,3ifa,059,0.0
ShallowMsa_059_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,0.39932,0.40526,3ifa,059,0.0
ShallowMsa_060_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,0.92397,0.94605,3ifa,060,0.0
ShallowMsa_060_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.94624,0.96196,3ifa,060,0.0
ShallowMsa_060_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.94155,0.96258,3ifa,060,0.0
ShallowMsa_060_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,0.94358,0.96078,3ifa,060,0.0
ShallowMsa_060_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.90729,0.92699,3ifa,060,0.0
ShallowMsa_061_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,0.88771,0.91174,3ifa,061,0.0
ShallowMsa_061_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.91169,0.93357,3ifa,061,0.0
ShallowMsa_061_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.61019,0.62086,3ifa,061,0.0
ShallowMsa_061_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,0.58564,0.60459,3ifa,061,0.0
ShallowMsa_061_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.47348,0.47503,3ifa,061,0.0
ShallowMsa_062_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.95234,0.96879,3ifa,062,0.0
ShallowMsa_062_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.92659,0.94809,3ifa,062,0.0
ShallowMsa_062_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.93112,0.94816,3ifa,062,0.0
ShallowMsa_062_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.94912,0.96705,3ifa,062,0.0
ShallowMsa_062_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.93873,0.95668,3ifa,062,0.0
ShallowMsa_063_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.82065,0.83149,3ifa,063,0.0
ShallowMsa_063_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.7696,0.79069,3ifa,063,0.0
ShallowMsa_063_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.77371,0.79313,3ifa,063,0.0
ShallowMsa_063_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.72698,0.74348,3ifa,063,0.0
ShallowMsa_063_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.59952,0.61418,3ifa,063,0.0
ShallowMsa_064_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.82518,0.85448,3ifa,064,0.0
ShallowMsa_064_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.85103,0.86933,3ifa,064,0.0
ShallowMsa_064_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.7935,0.81546,3ifa,064,0.0
ShallowMsa_064_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.80439,0.83128,3ifa,064,0.0
ShallowMsa_064_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.64065,0.6575,3ifa,064,0.0
ShallowMsa_065_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,0.92204,0.94559,3ifa,065,0.0
ShallowMsa_065_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.92558,0.94766,3ifa,065,0.0
ShallowMsa_065_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.92428,0.94854,3ifa,065,0.0
ShallowMsa_065_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,0.91987,0.93977,3ifa,065,0.0
ShallowMsa_065_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.84127,0.85256,3ifa,065,0.0
ShallowMsa_066_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.57508,0.59752,3ifa,066,0.0
ShallowMsa_066_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,0.48104,0.50105,3ifa,066,0.0
ShallowMsa_066_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.4697,0.48392,3ifa,066,0.0
ShallowMsa_066_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,0.54426,0.56015,3ifa,066,0.0
ShallowMsa_066_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.49006,0.50599,3ifa,066,0.0
ShallowMsa_067_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,0.4113,0.42397,3ifa,067,0.0
ShallowMsa_067_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.53748,0.54192,3ifa,067,0.0
ShallowMsa_067_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.52177,0.54049,3ifa,067,0.0
ShallowMsa_067_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.43865,0.44917,3ifa,067,0.0
ShallowMsa_067_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,0.45813,0.46925,3ifa,067,0.0
ShallowMsa_068_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.94166,0.96074,3ifa,068,0.0
ShallowMsa_068_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.94447,0.96576,3ifa,068,0.0
ShallowMsa_068_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,0.94612,0.96639,3ifa,068,0.0
ShallowMsa_068_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,0.94418,0.96569,3ifa,068,0.0
ShallowMsa_068_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.94246,0.9676,3ifa,068,0.0
ShallowMsa_069_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.79694,0.80926,3ifa,069,0.0
ShallowMsa_069_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.8722,0.89517,3ifa,069,0.0
ShallowMsa_069_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,0.77062,0.78139,3ifa,069,0.0
ShallowMsa_069_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,0.85203,0.87805,3ifa,069,0.0
ShallowMsa_069_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.74202,0.74959,3ifa,069,0.0
ShallowMsa_070_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.91483,0.94001,3ifa,070,0.0
ShallowMsa_070_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.89533,0.9162,3ifa,070,0.0
ShallowMsa_070_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,0.88901,0.91634,3ifa,070,0.0
ShallowMsa_070_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,0.90173,0.92634,3ifa,070,0.0
ShallowMsa_070_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.90568,0.92435,3ifa,070,0.0
ShallowMsa_071_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.84128,0.85873,3ifa,071,0.0
ShallowMsa_071_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,0.83592,0.8537,3ifa,071,0.0
ShallowMsa_071_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.83585,0.85361,3ifa,071,0.0
ShallowMsa_071_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,0.82721,0.84659,3ifa,071,0.0
ShallowMsa_071_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.83035,0.85042,3ifa,071,0.0
ShallowMsa_072_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,0.91103,0.93427,3ifa,072,0.0
ShallowMsa_072_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,0.90893,0.93402,3ifa,072,0.0
ShallowMsa_072_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.89417,0.92341,3ifa,072,0.0
ShallowMsa_072_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,0.84134,0.8666,3ifa,072,0.0
ShallowMsa_072_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,0.77214,0.79491,3ifa,072,0.0
ShallowMsa_073_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.92308,0.94744,3ifa,073,0.0
ShallowMsa_073_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.92491,0.95115,3ifa,073,0.0
ShallowMsa_073_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.91229,0.93993,3ifa,073,0.0
ShallowMsa_073_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.9309,0.9563,3ifa,073,0.0
ShallowMsa_073_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.91354,0.94153,3ifa,073,0.0
ShallowMsa_074_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.91866,0.94136,3ifa,074,0.0
ShallowMsa_074_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,0.89919,0.91683,3ifa,074,0.0
ShallowMsa_074_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.91433,0.92918,3ifa,074,0.0
ShallowMsa_074_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.88945,0.90764,3ifa,074,0.0
ShallowMsa_074_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,0.90809,0.92789,3ifa,074,0.0
ShallowMsa_075_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.90908,0.92995,3ifa,075,0.2
ShallowMsa_075_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.91271,0.93021,3ifa,075,0.2
ShallowMsa_075_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.80611,0.82504,3ifa,075,0.2
ShallowMsa_075_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.74176,0.74047,5et5,075,0.2
ShallowMsa_075_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.49919,0.52012,3ifa,075,0.2
ShallowMsa_076_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.88549,0.9064,3ifa,076,0.0
ShallowMsa_076_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.88136,0.90511,3ifa,076,0.0
ShallowMsa_076_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.90972,0.93079,3ifa,076,0.0
ShallowMsa_076_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.87584,0.89751,3ifa,076,0.0
ShallowMsa_076_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.73026,0.75993,3ifa,076,0.0
ShallowMsa_077_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.85604,0.87097,3ifa,077,0.0
ShallowMsa_077_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.872,0.88975,3ifa,077,0.0
ShallowMsa_077_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.77602,0.78309,3ifa,077,0.0
ShallowMsa_077_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.61507,0.63137,3ifa,077,0.0
ShallowMsa_077_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.58429,0.59762,3ifa,077,0.0
ShallowMsa_078_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.84949,0.87511,3ifa,078,0.0
ShallowMsa_078_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,0.71505,0.73477,3ifa,078,0.0
ShallowMsa_078_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.61896,0.63048,3ifa,078,0.0
ShallowMsa_078_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.60963,0.62207,3ifa,078,0.0
ShallowMsa_078_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,0.6361,0.6554,3ifa,078,0.0
ShallowMsa_079_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.93162,0.95649,3ifa,079,0.0
ShallowMsa_079_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.94118,0.96553,3ifa,079,0.0
ShallowMsa_079_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,0.93251,0.95519,3ifa,079,0.0
ShallowMsa_079_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,0.91202,0.9379,3ifa,079,0.0
ShallowMsa_079_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.83119,0.84484,3ifa,079,0.0
ShallowMsa_080_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.91113,0.93002,3ifa,080,0.0
ShallowMsa_080_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.76902,0.79803,3ifa,080,0.0
ShallowMsa_080_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,0.55697,0.57924,3ifa,080,0.0
ShallowMsa_080_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.56656,0.59042,3ifa,080,0.0
ShallowMsa_080_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,0.52225,0.52429,3ifa,080,0.0
ShallowMsa_081_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.92933,0.94967,3ifa,081,0.0
ShallowMsa_081_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,0.92887,0.95049,3ifa,081,0.0
ShallowMsa_081_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.92787,0.95031,3ifa,081,0.0
ShallowMsa_081_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.92824,0.9493,3ifa,081,0.0
ShallowMsa_081_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,0.92939,0.94982,3ifa,081,0.0
ShallowMsa_082_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.65515,0.68663,3ifa,082,0.0
ShallowMsa_082_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.6286,0.65892,3ifa,082,0.0
ShallowMsa_082_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.55076,0.56917,3ifa,082,0.0
ShallowMsa_082_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.51648,0.53411,3ifa,082,0.0
ShallowMsa_082_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.52436,0.55426,3ifa,082,0.0
ShallowMsa_083_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,0.8311,0.84333,3ifa,083,0.0
ShallowMsa_083_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.84815,0.86024,3ifa,083,0.0
ShallowMsa_083_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,0.81462,0.83377,3ifa,083,0.0
ShallowMsa_083_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,0.70722,0.71999,3ifa,083,0.0
ShallowMsa_083_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,0.57194,0.59293,3ifa,083,0.0
ShallowMsa_084_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.93583,0.95487,3ifa,084,0.0
ShallowMsa_084_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.90516,0.925,3ifa,084,0.0
ShallowMsa_084_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,0.89194,0.91084,3ifa,084,0.0
ShallowMsa_084_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.86255,0.88775,3ifa,084,0.0
ShallowMsa_084_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,0.50354,0.51905,3ifa,084,0.0
ShallowMsa_085_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.69326,0.70434,3ifa,085,0.0
ShallowMsa_085_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.74824,0.76151,3ifa,085,0.0
ShallowMsa_085_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,0.41528,0.43411,3ifa,085,0.0
ShallowMsa_085_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,0.26807,0.28511,3ifa,085,0.0
ShallowMsa_085_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.43019,0.44361,3ifa,085,0.0
ShallowMsa_086_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.68357,0.7131,3ifa,086,0.0
ShallowMsa_086_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.39292,0.40192,3ifa,086,0.0
ShallowMsa_086_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,0.53097,0.55051,3ifa,086,0.0
ShallowMsa_086_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,0.37991,0.3831,3ifa,086,0.0
ShallowMsa_086_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.34764,0.35563,3ifa,086,0.0
ShallowMsa_087_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.89671,0.91401,3ifa,087,0.0
ShallowMsa_087_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,0.90153,0.91965,3ifa,087,0.0
ShallowMsa_087_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.90047,0.91604,3ifa,087,0.0
ShallowMsa_087_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,0.90794,0.92593,3ifa,087,0.0
ShallowMsa_087_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.85446,0.86914,3ifa,087,0.0
ShallowMsa_088_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,0.79001,0.79983,3ifa,088,0.0
ShallowMsa_088_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.39998,0.40534,3ifa,088,0.0
ShallowMsa_088_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.40536,0.40753,3ifa,088,0.0
ShallowMsa_088_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.55454,0.56987,3ifa,088,0.0
ShallowMsa_088_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,0.48738,0.514,3ifa,088,0.0
ShallowMsa_089_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.88873,0.91453,3ifa,089,0.0
ShallowMsa_089_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,0.90678,0.93208,3ifa,089,0.0
ShallowMsa_089_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,0.89782,0.92343,3ifa,089,0.0
ShallowMsa_089_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,0.90638,0.93039,3ifa,089,0.0
ShallowMsa_089_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.87615,0.9044,3ifa,089,0.0
ShallowMsa_090_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.91893,0.94016,3ifa,090,0.0
ShallowMsa_090_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.90137,0.92301,3ifa,090,0.0
ShallowMsa_090_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.8263,0.85699,3ifa,090,0.0
ShallowMsa_090_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.80697,0.83657,3ifa,090,0.0
ShallowMsa_090_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.63047,0.65589,3ifa,090,0.0
ShallowMsa_091_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.61351,0.61645,3ifa,091,0.2
ShallowMsa_091_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,0.52671,0.54566,3ifa,091,0.2
ShallowMsa_091_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.41564,0.41598,3ifa,091,0.2
ShallowMsa_091_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,0.37845,0.36853,5et5,091,0.2
ShallowMsa_091_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.47735,0.49068,3ifa,091,0.2
ShallowMsa_092_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,0.94894,0.97034,3ifa,092,0.0
ShallowMsa_092_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.94081,0.96421,3ifa,092,0.0
ShallowMsa_092_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,0.94652,0.96794,3ifa,092,0.0
ShallowMsa_092_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.94789,0.96958,3ifa,092,0.0
ShallowMsa_092_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.94641,0.96971,3ifa,092,0.0
ShallowMsa_093_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.93937,0.96277,3ifa,093,0.0
ShallowMsa_093_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.94154,0.96398,3ifa,093,0.0
ShallowMsa_093_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.92892,0.95351,3ifa,093,0.0
ShallowMsa_093_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.93031,0.95402,3ifa,093,0.0
ShallowMsa_093_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.90153,0.92754,3ifa,093,0.0
ShallowMsa_094_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.90478,0.92935,3ifa,094,0.0
ShallowMsa_094_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,0.89327,0.91462,3ifa,094,0.0
ShallowMsa_094_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,0.91843,0.94216,3ifa,094,0.0
ShallowMsa_094_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.89957,0.92131,3ifa,094,0.0
ShallowMsa_094_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.88319,0.91019,3ifa,094,0.0
ShallowMsa_095_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.79569,0.8158,3ifa,095,0.0
ShallowMsa_095_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.86939,0.89627,3ifa,095,0.0
ShallowMsa_095_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,0.88057,0.90385,3ifa,095,0.0
ShallowMsa_095_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,0.87461,0.90005,3ifa,095,0.0
ShallowMsa_095_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,0.7497,0.76936,3ifa,095,0.0
ShallowMsa_096_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.7891,0.8069,3ifa,096,0.0
ShallowMsa_096_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.87901,0.9024,3ifa,096,0.0
ShallowMsa_096_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,0.74376,0.76898,3ifa,096,0.0
ShallowMsa_096_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.56669,0.58425,3ifa,096,0.0
ShallowMsa_096_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.29884,0.31544,3ifa,096,0.0
ShallowMsa_097_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.69688,0.72557,3ifa,097,0.2
ShallowMsa_097_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.41159,0.43589,3ifa,097,0.2
ShallowMsa_097_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,0.3842,0.40446,3ifa,097,0.2
ShallowMsa_097_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,0.32716,0.32682,5et5,097,0.2
ShallowMsa_097_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,0.29934,0.31224,3ifa,097,0.2
ShallowMsa_098_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.90463,0.93091,3ifa,098,0.0
ShallowMsa_098_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.90734,0.9294,3ifa,098,0.0
ShallowMsa_098_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,0.88166,0.90512,3ifa,098,0.0
ShallowMsa_098_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,0.897,0.92111,3ifa,098,0.0
ShallowMsa_098_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,0.8754,0.90151,3ifa,098,0.0
ShallowMsa_099_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,0.90785,0.93389,3ifa,099,0.0
ShallowMsa_099_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,0.89992,0.92673,3ifa,099,0.0
ShallowMsa_099_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,0.88965,0.91575,3ifa,099,0.0
ShallowMsa_099_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,0.73528,0.76291,3ifa,099,0.0
ShallowMsa_099_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,0.60817,0.64579,3ifa,099,0.0
ShallowMsa_100_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,0.91927,0.93998,3ifa,100,0.0
ShallowMsa_100_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,0.90374,0.92959,3ifa,100,0.0
